# started on Sun Jul 12 15:26:32 2026

58974604096,,cycles,0.68%,10497552034,66.00,,
103739781207,,instructions,0.23%,13120555228,83.00,1.76,insn per cycle
3476074858,,branches,1.07%,13121424782,83.00,,
28513476,,branch-misses,0.74%,13121004334,83.00,0.82,of all branches
2073939192,,cache-references,0.03%,13116788686,83.00,,
91818177,,cache-misses,7.96%,13118849976,83.00,4.43,of all cache refs
