# started on Sun Jul 12 15:29:10 2026

54328058295,,cycles,0.35%,9695147727,66.00,,
109664796395,,instructions,0.15%,12120114788,83.00,2.02,insn per cycle
3306944844,,branches,0.83%,12123049483,83.00,,
21511435,,branch-misses,18.81%,12122783142,83.00,0.65,of all branches
2063729625,,cache-references,0.00%,12115728226,83.00,,
82548079,,cache-misses,2.67%,12115053934,83.00,4.00,of all cache refs
