# started on Sun Jul 12 15:30:00 2026

53166029798,,cycles,1.24%,9393313057,66.00,,
102430615768,,instructions,0.55%,11744028053,83.00,1.93,insn per cycle
2272054923,,branches,4.31%,11746625061,83.00,,
14118925,,branch-misses,5.69%,11747682197,83.00,0.62,of all branches
2064077452,,cache-references,0.02%,11742308066,83.00,,
88881108,,cache-misses,5.55%,11743045451,83.00,4.31,of all cache refs
