# started on Sun Jul 12 15:28:15 2026

59790039922,,cycles,0.26%,10654280410,66.00,,
104177722361,,instructions,0.16%,13316918830,83.00,1.74,insn per cycle
3555871237,,branches,0.69%,13319904864,83.00,,
29243217,,branch-misses,0.47%,13322204994,83.00,0.82,of all branches
2073136221,,cache-references,0.01%,13322218116,83.00,,
96774052,,cache-misses,7.85%,13322294424,83.00,4.67,of all cache refs
