# started on Sun Jul 12 15:27:23 2026

59584615291,,cycles,0.43%,10495894721,66.00,,
104027666474,,instructions,0.26%,13115490290,83.00,1.75,insn per cycle
3532823491,,branches,1.29%,13108870255,83.00,,
28766562,,branch-misses,1.68%,13109376298,83.00,0.81,of all branches
2073179009,,cache-references,0.02%,13113431887,83.00,,
102067356,,cache-misses,9.52%,13114033255,83.00,4.92,of all cache refs
