tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l1_mem_load_retired_l1_hit,perf_cache_l1_mem_load_retired_l1_miss,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l2_mem_load_retired_l2_hit,perf_cache_l2_mem_load_retired_l2_miss,perf_cache_stalls_cycle_activity_stalls_l1d_miss,perf_cache_stalls_cycle_activity_stalls_l2_miss,perf_cache_stalls_cycle_activity_stalls_l3_miss,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cycles,perf_execution_ports_exe_activity_1_ports_util,perf_execution_ports_exe_activity_2_ports_util,perf_execution_ports_exe_activity_3_ports_util,perf_execution_ports_exe_activity_4_ports_util,perf_execution_ports_instructions,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_summary
105-lib0-t16-k256-r2c4-u4-b-,ok,ok,0,16,256,2,4,4,-,7308995,7325450,139.787,32768000000,1624923024,3774733665,60134858,181954,62118157,1806934,1719206021,3778042840,81000138,4208941651,833809825,1639039534,3776585176,412209152,293689961,1632515923,3775632737,289794701,4733377,96454963,67515660,22348745,1636206846,3777921916,1778317993,146306470,830924416,98545479,291488528,3783662489,1781147781,3783245950,1781330305,1510131700,181954,60134858,1806934,62118157,1624923024,3774733665,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
106-lib0-t16-k256-r4c2-u1-b-,ok,ok,0,16,256,4,2,1,-,7232291,7263801,140.973,32768000000,1627654872,4404248411,130014635,3205808,61773908,1820164,1689468368,4410834274,10990474,2178281043,892515712,1645433932,4406346997,493868497,95128512,1633745036,4405731146,91690178,3479803,82686912,56874456,24919411,1632323514,4405727721,1758050802,143153583,615919612,157997117,392481754,4412855548,1762912207,4413732564,1763092710,1505931733,3205808,130014635,1820164,61773908,1627654872,4404248411,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
107-lib0-t16-k256-r4c2-u2-b-,ok,ok,0,16,256,4,2,2,-,7155659,7186866,142.482,32768000000,1605517286,3973888451,82427420,226321,62369000,1930542,1650197538,3978404912,14749735,1464998201,457402394,1610621656,3975358286,625485187,76728665,1611236730,3973407477,73432916,3896407,87477030,56665862,25150287,1605892757,3974395890,1719114140,115778606,763053285,145727594,281017215,3981136739,1726840499,3982488828,1727012354,1471689491,226321,82427420,1930542,62369000,1605517286,3973888451,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
108-lib0-t16-k256-r4c2-u4-b-,ok,ok,0,16,256,4,2,4,-,7226604,7255759,141.129,32768000000,1607899814,3756928843,57779729,251972,62744584,1985342,1604732960,3760518896,18882293,1809222554,517757508,1606387708,3758880322,573249391,137690992,1615446158,3761195929,132813045,5238985,92737356,70517660,27323047,1613316892,3761302718,1695089777,114093146,843903216,97295283,285736210,3766613704,1718947233,3768866302,1719138110,1451862725,251972,57779729,1985342,62744584,1607899814,3756928843,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
109-lib0-t16-k512-r1c1-u1-b-,ok,ok,0,16,512,1,1,1,-,8765419,8806923,116.272,32768000000,1943946572,4064747203,158176835,184788,61420451,2050164,2204363203,4084577747,245113387,8954480078,1766061451,1956644157,4066756839,973790793,534959608,2185560082,4082661711,508927021,22902345,343919190,313406910,24521031,2196609847,4079668328,2191297232,273899289,483580766,463743647,437834987,4082290098,2194255604,4081785748,2194440221,1930556083,184788,158176835,2050164,61420451,1943946572,4064747203,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
110-lib0-t16-k512-r1c1-u2-b-,ok,ok,0,16,512,1,1,2,-,8810925,8823127,116.059,32768000000,1947311198,4069220133,159514784,176506,61865928,1913274,2203080841,4081680575,245875679,8971187233,1769113248,1952576992,4069777283,974416247,534979406,2160250254,4079697660,509195875,23047549,347300121,316526905,24373207,2199132630,4079738141,2187114672,273443399,484086385,463622142,437545516,4080735074,2194310798,4080622970,2194493512,1933102250,176506,159514784,1913274,61865928,1947311198,4069220133,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
111-lib0-t16-k512-r1c1-u4-b-,ok,ok,0,16,512,1,1,4,-,8815652,8827152,116.006,32768000000,1950433982,4067713249,158999866,180602,61567229,2126645,2198088537,4079462482,246265256,8987772562,1770461656,1956275479,4070635818,974827174,534986547,2176652475,4078091196,508581190,24075637,352912428,322350498,24730448,2207127632,4080806479,2188784819,275348879,484835530,463336166,436413946,4078755965,2236043932,4083266000,2236214256,1971738200,180602,158999866,2126645,61567229,1950433982,4067713249,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
112-lib0-t16-k512-r2c2-u1-b-,ok,ok,0,16,512,2,2,1,-,6864207,6875040,148.945,32768000000,1530521905,4202868561,133254610,3102711,58982436,1811265,1682130936,4210269041,52728461,4350662940,1163471799,1540093646,4206203887,508808042,227458989,1536233547,4204806972,220081256,7019400,99175718,84326133,28406449,1559403485,4206925248,1742833516,117607692,531274097,214600663,388759170,4212679412,1742473143,4209389263,1742673640,1495529083,3102711,133254610,1811265,58982436,1530521905,4202868561,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
113-lib0-t16-k512-r2c2-u2-b-,ok,ok,0,16,512,2,2,2,-,6928896,6943980,147.466,32768000000,1549894996,4189660177,130989312,3117119,59390358,1945470,1703772119,4194580055,55018302,4402571973,1136288373,1567040156,4187988219,507245594,224010722,1560105865,4186895368,216264015,7438892,102162135,87225435,27941910,1560140274,4187863633,1757740635,124214830,551359900,207469525,365690409,4198918755,1749665282,4197868937,1749864732,1500551366,3117119,130989312,1945470,59390358,1549894996,4189660177,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
114-lib0-t16-k512-r2c2-u4-b-,ok,ok,0,16,512,2,2,4,-,6863554,6891281,148.594,32768000000,1535068477,3843823455,82148750,184023,60778131,1887568,1667748017,3853457586,65568188,4005864666,919265387,1543999119,3845726636,575523750,238420924,1544204619,3848155783,229937492,8005476,101636229,86778608,26169820,1540967929,3846734774,1729617372,116849105,690065824,96672713,377420269,3856362563,1737626902,3856230112,1737827185,1484262366,184023,82148750,1887568,60778131,1535068477,3843823455,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
115-lib0-t16-k512-r2c4-u1-b-,ok,ok,0,16,512,2,4,1,-,6866726,6876254,148.918,32768000000,1534728218,4153761928,126565475,1644636,61072629,2029230,1620412278,4155352566,36021254,3879512825,1195941378,1538850076,4154039131,286888975,164128768,1536622955,4152900016,159934932,3703677,82219552,58492274,18890647,1537384174,4154680773,1722863548,133472105,583016203,132891919,393318374,4159168902,1805582692,4158282587,1805775244,1553735566,1644636,126565475,2029230,61072629,1534728218,4153761928,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
116-lib0-t16-k512-r2c4-u2-b-,ok,ok,0,16,512,2,4,2,-,6757594,6785405,150.912,32768000000,1511034226,3722995783,78942218,170014,58681852,1919689,1586006113,3722745616,54862800,3002398800,773860879,1516603708,3719436403,438101199,158974186,1521939141,3721915624,154663386,4308167,90885641,66353660,20829105,1516041554,3720660737,1716414508,115159516,733341134,115916384,282383184,3729402387,1708001690,3724614902,1708192285,1461935791,170014,78942218,1919689,58681852,1511034226,3722995783,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
117-lib0-t16-k512-r2c4-u4-b-,ok,ok,0,16,512,2,4,4,-,6818517,6827753,149.976,32768000000,1519512111,3493937371,53486040,148839,60241987,1921995,1545493779,3496517575,67331094,3879094549,759568209,1523314126,3495474363,362801869,288571856,1529332450,3498838354,284891096,5165577,100978126,73606907,20984137,1527038343,3495379360,1698822775,123604270,803443497,77236479,283716311,3503899598,1683796971,3503151628,1683999267,1412575975,148839,53486040,1921995,60241987,1519512111,3493937371,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
118-lib0-t16-k512-r4c2-u1-b-,ok,ok,0,16,512,4,2,1,-,6730245,6751319,151.674,32768000000,1520983550,4134356202,124899751,1650024,60563139,2108836,1529625155,4134250786,11498883,2020566411,842473573,1532414133,4135533726,431558607,86843178,1535322050,4135929359,83463239,3467098,89397409,62515840,28192291,1526058282,4134367920,1640583026,111650239,587284106,127018612,394468601,4138263246,1646289103,4136623021,1646492083,1396161908,1650024,124899751,2108836,60563139,1520983550,4134356202,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
119-lib0-t16-k512-r4c2-u2-b-,ok,ok,0,16,512,4,2,2,-,6656936,6701801,152.795,32768000000,1493304432,3699771904,76152352,404324,59554822,2024531,1508635755,3703395381,15161365,1248157872,388417824,1511822951,3702139090,578304915,63581594,1494287571,3702236507,58398309,3282476,87055538,57200614,25649897,1495753768,3700273186,1613313779,89737421,732419957,126895991,274468244,3707232943,1633686364,3707567882,1633892853,1386949550,404324,76152352,2024531,59554822,1493304432,3699771904,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
120-lib0-t16-k512-r4c2-u4-b-,ok,ok,0,16,512,4,2,4,-,6702308,6734875,152.044,32768000000,1494713770,3487183876,52886053,184677,60634664,1985212,1487938629,3483826365,17941415,1689420505,495731918,1495345727,3485448530,527841096,126628492,1505652372,3487745469,122478660,5098182,85662903,67084090,27429169,1489669669,3485947511,1561390515,80905806,818538091,72809938,279780042,3490391562,1615195252,3489222101,1615384473,1362439916,184677,52886053,1985212,60634664,1494713770,3487183876,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
121-lib0-t16-k768-r1c1-u1-b-,ok,ok,0,16,768,1,1,1,-,9031715,9071089,112.886,32768000000,2002381653,4079238668,158999434,693778,64199835,1894484,2263560288,4089687973,262720370,9527530622,1887002242,1998773790,4081044261,954551727,534395721,2286296922,4094598007,506882732,25115479,399156875,363380652,24520926,2277727991,4093599323,2266681118,298899806,489154332,498793742,397146818,4091975595,2266924030,4093302309,2267075341,1999681758,693778,158999434,1894484,64199835,2002381653,4079238668,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
122-lib0-t16-k768-r1c1-u2-b-,ok,ok,0,16,768,1,1,2,-,8893929,8911274,114.911,32768000000,1975644044,4079012559,158878693,695563,58458049,1843329,2264459010,4091718195,264431647,9539907381,1887392192,2118895965,4088738729,973175002,515532581,2236201694,4089761881,507211347,23743944,388568961,352187401,27180781,2262340754,4091905937,2254963322,296925459,488077368,498849519,397321420,4089772061,2267388896,4095022544,2267587542,1999520141,695563,158878693,1843329,58458049,1975644044,4079012559,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
123-lib0-t16-k768-r1c1-u4-b-,ok,ok,0,16,768,1,1,4,-,9045154,9067893,112.926,32768000000,2003534310,4079530209,159020198,696684,65652525,1909324,2260551824,4092817048,258940756,9452725207,1879578355,1998099603,4083944462,955293424,534868737,2228520119,4090982813,508338020,22751156,401419508,366160890,24773998,2287849993,4096301935,2258749106,296566894,488672063,499215768,397837203,4093296597,2267997435,4091541588,2268150777,1998695175,696684,159020198,1909324,65652525,2003534310,4079530209,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
124-lib0-t16-k768-r2c2-u1-b-,ok,ok,0,16,768,2,2,1,-,7081494,7108615,144.051,32768000000,1598276338,4205429618,134532252,2384941,64539054,2088336,1774164273,4210549047,75976078,5329425456,1294891212,1602733857,4205872298,478967400,259415128,1585328792,4204281681,251967349,9915895,123676019,109170892,27286940,1594041295,4203349654,1821657385,139139351,535183496,217228375,383306070,4209925181,1821946169,4210550471,1822142257,1565358375,2384941,134532252,2088336,64539054,1598276338,4205429618,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
125-lib0-t16-k768-r2c2-u2-b-,ok,ok,0,16,768,2,2,2,-,7098756,7126240,143.694,32768000000,1593018009,4185545288,130628721,2824175,64282568,1930626,1797107661,4194276073,79692826,5493379095,1293438252,1590227090,4187805849,468540366,269701546,1575711252,4187259043,259867717,9221436,115551260,101329893,25888070,1585675498,4187312956,1813687787,137799977,549910396,210075362,358674467,4194259019,1803085790,4191249019,1803260455,1545425275,2824175,130628721,1930626,64282568,1593018009,4185545288,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
126-lib0-t16-k768-r2c2-u4-b-,ok,ok,0,16,768,2,2,4,-,7030195,7074940,144.736,32768000000,1582445543,3839833376,82573536,122316,64310975,2004252,1731434703,3845090501,86252995,4668621935,988229060,1577372664,3842737069,564077766,250687034,1589610733,3841306796,240666835,10591994,129205148,113100054,27856020,1579549793,3840326067,1789449799,133399518,667245128,148683819,346216417,3848497042,1871385089,3850376540,1871584181,1609901816,122316,82573536,2004252,64310975,1582445543,3839833376,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
127-lib0-t16-k768-r2c4-u1-b-,ok,ok,0,16,768,2,4,1,-,7056806,7077059,144.693,32768000000,1578181002,4159903602,127153690,1650169,63661076,1952812,1693954969,4161335313,54523123,4798777036,1310560946,1581588792,4160099652,250347526,206843808,1581850084,4158633436,201491156,5365944,108190642,79954664,22304831,1579714104,4157758091,1785511220,154180728,585025840,134864460,386638731,4162740350,1801073208,4164564936,1801267150,1537927300,1650169,127153690,1952812,63661076,1578181002,4159903602,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
128-lib0-t16-k768-r2c4-u2-b-,ok,ok,0,16,768,2,4,2,-,6907348,6920844,147.959,32768000000,1549265086,3731818290,78649037,122076,61361985,2033866,1658110374,3732274206,77304927,3773482381,887885756,1545032892,3729845418,406510183,180048552,1547315232,3729816426,177867894,5622796,114010858,84202036,22559173,1553904857,3732124247,1769265773,131069128,735860647,107832792,282185408,3735476116,1767734547,3735375113,1767924929,1514136933,122076,78649037,2033866,61361985,1549265086,3731818290,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
129-lib0-t16-k768-r2c4-u4-b-,ok,ok,0,16,768,2,4,4,-,6993461,7027649,145.710,32768000000,1562962111,3498149524,54590119,145935,63499019,1962909,1649354368,3501585475,106767009,4785742443,893336278,1560118140,3495635602,342291763,306504948,1560937359,3497789896,299901562,6328433,119936818,88472712,21467825,1558249832,3496873528,1751468575,137273591,799470483,80414384,277841286,3502642615,1759210012,3501513840,1759389770,1486795500,145935,54590119,1962909,63499019,1562962111,3498149524,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
130-lib0-t16-k768-r4c2-u1-b-,ok,ok,0,16,768,4,2,1,-,6778336,6846550,149.564,32768000000,1542596492,4133690509,124973069,1572196,63436356,1965593,1550416857,4134837895,12037554,2358256545,930335785,1551474503,4133492116,398288881,98681685,1545765336,4133453221,94062941,4138691,88115992,62533218,26001121,1531704650,4133402166,1695288762,128225804,590395887,136565918,384646078,4141347891,1686466909,4138356892,1686625266,1420564633,1572196,124973069,1965593,63436356,1542596492,4133690509,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
131-lib0-t16-k768-r4c2-u2-b-,ok,ok,0,16,768,4,2,2,-,6742483,6808846,150.393,32768000000,1519114626,3700245878,76606367,289400,63253891,1878559,1518654722,3702683975,17452466,1546890317,482932372,1521867233,3703128421,555147323,79043679,1528870965,3702345222,74187403,4343437,103612850,68105314,28160421,1517047716,3701103933,1667338452,104849548,731270100,130091291,265432677,3707919013,1683152796,3709428502,1683344316,1427558325,289400,76606367,1878559,63253891,1519114626,3700245878,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
132-lib0-t16-k768-r4c2-u4-b-,ok,ok,0,16,768,4,2,4,-,6616906,6636615,154.296,32768000000,1493933555,3483973136,51978245,145331,61125458,1782644,1526389335,3484790572,22541325,2363451644,609872511,1509073948,3485197594,479150043,172553019,1527962204,3485728392,166904938,5981408,105864453,86039293,31074804,1516650370,3486402726,1637020597,99190855,811656219,79550755,274743719,3492587099,1658575063,3494521040,1658754089,1379650258,145331,51978245,1782644,61125458,1493933555,3483973136,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
133-lib0-t16-k1024-r1c1-u1-b-,ok,ok,0,16,1024,1,1,1,-,8754187,8775888,116.683,32768000000,1938326253,3872676506,140325579,864957,62813172,1885701,2230354683,3882604872,267778381,9586572962,1886832654,1965972139,3875529869,898582693,500066822,2238109922,3881496203,469320310,28825645,398008616,364123318,21300804,2224243584,3882361618,2217438161,314020073,461882548,466073398,419067160,3880978919,2222845775,3880530234,2223037830,1958104191,864957,140325579,1885701,62813172,1938326253,3872676506,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
134-lib0-t16-k1024-r1c1-u2-b-,ok,ok,0,16,1024,1,1,2,-,8752393,8764938,116.829,32768000000,1938989848,3872127380,140203101,977878,63283770,1823675,2231162867,3885922586,264230273,9517192297,1880151604,1969528809,3877357917,899413921,500562369,2198027118,3884871331,469990304,28258071,402940896,369158111,21488014,2235752342,3883906040,2221967597,314405224,462013439,466453013,419239398,3884020058,2218804716,3878472596,2218961573,1951376725,977878,140203101,1823675,63283770,1938989848,3872127380,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
135-lib0-t16-k1024-r1c1-u4-b-,ok,ok,0,16,1024,1,1,4,-,8786806,8856348,115.623,32768000000,1945186313,3873762242,140561372,786321,63263325,1961816,2242075216,3884114773,270187486,9653501504,1896089949,1941144369,3872555641,897453862,500142488,2191116253,3884220429,469793976,28770023,404284756,370560301,19878951,2236084420,3883495594,2215816600,313869274,463327034,466467381,418760052,3882241467,2225619544,3883075901,2225762739,1958224983,786321,140561372,1961816,63263325,1945186313,3873762242,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
136-lib0-t16-k1024-r2c2-u1-b-,ok,ok,0,16,1024,2,2,1,-,6669317,6703581,152.754,32768000000,1495785621,4037837018,126743698,1526721,59514321,2015444,1622560484,4040526541,53656084,5023098770,1282751225,1500812141,4033985761,406878327,287459711,1500728037,4039731241,281855255,7464846,116856197,102924477,25698133,1515500423,4035857629,1758883966,128803947,509494062,212727886,367234348,4045032578,1750556073,4043807254,1750742267,1502069675,1526721,126743698,2015444,59514321,1495785621,4037837018,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
137-lib0-t16-k1024-r2c2-u2-b-,ok,ok,0,16,1024,2,2,2,-,6805088,6842498,149.653,32768000000,1522964266,4025196150,124870333,1486544,63575612,2056669,1704013419,4032904079,66693560,5526819919,1328675982,1616036655,4030179018,424341385,251971311,1515682561,4026551762,292343241,8473590,107189909,94216705,23141053,1507352414,4025358121,1745011709,129336455,527043863,200958867,345463235,4034638684,1745397406,4032051643,1745601731,1490887966,1486544,124870333,2056669,63575612,1522964266,4025196150,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
138-lib0-t16-k1024-r2c2-u4-b-,ok,ok,0,16,1024,2,2,4,-,6681430,6716352,152.464,32768000000,1500888496,3688100701,77493525,284526,61739335,1937441,1640072879,3689358277,71648977,4508676323,980120568,1510226460,3688684224,509398444,256684205,1513222911,3684990613,247881768,8913001,121136877,105551852,25394966,1513030675,3686815568,1734029000,124858100,676316716,75402676,374350823,3701186406,1731485481,3688945389,1731652742,1475415150,284526,77493525,1937441,61739335,1500888496,3688100701,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
139-lib0-t16-k1024-r2c4-u1-b-,ok,ok,0,16,1024,2,4,1,-,6771763,6798308,150.626,32768000000,1517430465,4007892012,122818205,812042,62371707,1984278,1648299752,4014278320,60491754,5320447551,1378412647,1521198470,4008903899,177016509,243700486,1516841584,4008934189,239463098,4463357,109676084,80547267,21808924,1528638484,4010135352,1755035465,144187161,573147803,125914622,382660305,4016595669,1756054983,4014036403,1756206880,1498548666,812042,122818205,1984278,62371707,1517430465,4007892012,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
140-lib0-t16-k1024-r2c4-u2-b-,ok,ok,0,16,1024,2,4,2,-,6610968,6651198,153.957,32768000000,1483485320,3577150301,75173351,260149,59481899,1850573,1625584863,3578875473,89700326,4112226918,948507635,1499397541,3577105119,347540359,190190836,1487666227,3575642627,185268162,4636865,113945811,84750551,21631637,1498094939,3577257277,1724498468,118895647,716668253,105679005,274264858,3581444270,1729403359,3580952447,1729611756,1481793008,260149,75173351,1850573,59481899,1483485320,3577150301,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
141-lib0-t16-k1024-r2c4-u4-b-,ok,ok,0,16,1024,2,4,4,-,6607995,6633116,154.377,32768000000,1479696077,3357576205,51234133,114362,58100647,1752409,1513799403,3356072862,96824722,4527300646,848009971,1485548720,3354327146,304372109,316655603,1486282422,3356915257,312555295,4728999,113968686,84836979,19541986,1494558205,3357213274,1709420619,123493926,785033801,66161187,277179029,3361057958,1710268122,3359857438,1710451068,1440276350,114362,51234133,1752409,58100647,1479696077,3357576205,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
142-lib0-t16-k1024-r4c2-u1-b-,ok,ok,0,16,1024,4,2,1,-,6499315,6540282,156.568,32768000000,1460093088,3996534168,121542923,729915,61414225,1928816,1481563614,3999057964,12098449,2487841841,1000698785,1471021078,3997737371,329874150,108379119,1480077707,3997855929,105322945,3201320,90765549,62066719,29271152,1477257191,3997801006,1631999694,113526308,571550134,125617662,385831481,4004673749,1636244928,4003441695,1636451708,1393980633,729915,121542923,1928816,61414225,1460093088,3996534168,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
143-lib0-t16-k1024-r4c2-u2-b-,ok,ok,0,16,1024,4,2,2,-,6326457,6418630,159.536,32768000000,1450671433,3565345905,73721123,196442,59332230,2191327,1449210784,3565658157,17476813,1536092324,509209591,1442981159,3566464467,516166622,83551247,1440999296,3564436066,77893071,2941319,91741258,60520766,28667703,1452112532,3567078615,1612586424,92152440,713170387,118660795,268477831,3572686921,1615134761,3570155643,1615333755,1377598975,196442,73721123,2191327,59332230,1450671433,3565345905,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
144-lib0-t16-k1024-r4c2-u4-b-,ok,ok,0,16,1024,4,2,4,-,6488279,6526123,156.908,32768000000,1457935907,3350435018,49973436,193208,61922885,1971042,1455416149,3349783833,22089807,2376982234,657149962,1460722447,3350346427,432856545,188938097,1448288521,3346436506,183981300,4694673,103757022,84661685,33612749,1461618834,3348529052,1569788744,84582118,801337120,65138906,272257915,3353595106,1602433734,3352979917,1602589569,1351367925,193208,49973436,1971042,61922885,1457935907,3350435018,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
145-lib0-t32-k256-r1c1-u1-b-,ok,ok,0,32,256,1,1,1,-,9487487,9534347,107.401,32768000000,2114711387,4435758835,194701367,185279,69501882,2277620,2433166879,4455573231,255491326,9726668655,1872729810,2082357298,4437851724,1044296401,606688191,2249077064,4444683442,590351050,14940921,295155766,266782730,20802632,2320757908,4451596230,2395484220,321038179,584126174,592616301,322186140,4451369718,2321509914,4452805474,2321673309,2050628625,185279,194701367,2277620,69501882,2114711387,4435758835,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
146-lib0-t32-k256-r1c1-u2-b-,ok,ok,0,32,256,1,1,2,-,9697771,9720088,105.349,32768000000,2093271049,4438272112,195462689,178247,61675399,2252889,2304446683,4449143342,198722236,8712479612,1759865351,2074709257,4434463718,1043554638,606538020,2259750442,4452173146,590094058,15437226,284401089,256824832,20843575,2304480567,4451366636,2325030515,297191292,579204813,597803111,325398904,4452250046,2351394395,4461432805,2351590464,2076896433,178247,195462689,2252889,61675399,2093271049,4438272112,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
147-lib0-t32-k256-r1c1-u4-b-,ok,ok,0,32,256,1,1,4,-,9452008,9473661,108.089,32768000000,2096177579,4435360227,194594859,189595,64731282,2217408,2370238656,4452410332,225221185,9201120898,1815835348,2127466672,4439714137,1045409292,607948352,2292967603,4452735454,587504339,17122673,330907017,302390550,20901519,2370708857,4453480615,2359400464,290935525,583417276,601817672,328704484,4482265114,2371918370,4450314957,2372052865,2095946375,189595,194594859,2217408,64731282,2096177579,4435360227,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
148-lib0-t32-k256-r2c2-u1-b-,ok,ok,0,32,256,2,2,1,-,7566109,7611180,134.539,32768000000,1688122000,4507496159,145161600,2331613,56567624,2297650,1877053513,4519374571,65030797,4904103322,1288262341,1696505368,4505862654,569064561,251615259,1685218072,4507722613,242785697,10478089,130237658,114617203,23567190,1711329092,4510425274,1849091233,135389933,571938282,227310855,431069510,4519728327,1847787933,4518918188,1847939561,1607649525,2331613,145161600,2297650,56567624,1688122000,4507496159,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
149-lib0-t32-k256-r2c2-u2-b-,ok,ok,0,32,256,2,2,2,-,7587415,7639700,134.037,32768000000,1702374674,4486355956,139441159,2494000,57693645,2312000,1881470355,4496807609,64701647,4883317998,1240438657,1703859724,4487061428,568310331,251511279,1715086892,4486708810,238317555,12891398,136732848,118444730,22121577,1729413241,4488557849,1863568857,146723776,589546711,237089213,391579968,4497587026,1872251659,4499324440,1872405023,1619941650,2494000,139441159,2312000,57693645,1702374674,4486355956,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
150-lib0-t32-k256-r2c2-u4-b-,ok,ok,0,32,256,2,2,4,-,7315034,7377184,138.806,32768000000,1656901320,4134994761,90641067,110888,53969126,2285261,1792410927,4146956944,66530196,4087177496,926194738,1661241768,4137403745,626647771,242870351,1664961425,4135925127,233152351,9972817,116985579,101808904,24876912,1668609263,4138974332,1799170840,127045214,717858028,142882990,379672837,4149876109,1820046427,4148880522,1820232411,1560276758,110888,90641067,2285261,53969126,1656901320,4134994761,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
151-lib0-t32-k256-r2c4-u1-b-,ok,ok,0,32,256,2,4,1,-,7357623,7377752,138.796,32768000000,1637802833,4413678210,130379216,3114934,49072375,2033081,1810818053,4422965545,32690067,4200864206,1297324350,1635820559,4413410964,323979544,184031107,1655934747,4411036972,178357635,6128770,89267367,70216789,20605577,1652497977,4413830812,1804399952,167872616,610132409,164476105,391286035,4418635183,1805867709,4420677698,1806063261,1550861291,3114934,130379216,2033081,49072375,1637802833,4413678210,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
152-lib0-t32-k256-r2c4-u2-b-,ok,ok,0,32,256,2,4,2,-,7333477,7402550,138.331,32768000000,1647822255,3983467428,82788440,122977,55129527,2343171,1777221761,3988433643,52164648,3402525846,870280615,1644550954,3980196450,473391573,169837586,1644941681,3981416607,161933945,7952633,107170309,85655251,22958074,1645296421,3981654142,1804397031,155050157,762303175,135200168,288683943,3991061228,1820647648,3997083337,1820828994,1555381891,122977,82788440,2343171,55129527,1647822255,3983467428,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
