tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l1_mem_load_retired_l1_hit,perf_cache_l1_mem_load_retired_l1_miss,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l2_mem_load_retired_l2_hit,perf_cache_l2_mem_load_retired_l2_miss,perf_cache_stalls_cycle_activity_stalls_l1d_miss,perf_cache_stalls_cycle_activity_stalls_l2_miss,perf_cache_stalls_cycle_activity_stalls_l3_miss,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cycles,perf_execution_ports_exe_activity_1_ports_util,perf_execution_ports_exe_activity_2_ports_util,perf_execution_ports_exe_activity_3_ports_util,perf_execution_ports_exe_activity_4_ports_util,perf_execution_ports_instructions,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_summary
228-lib1-t4-k768-r1c1-u--b128,ok,ok,1,4,768,1,1,-,128,10474494,10481143,97.699,32768000000,2296121422,4147385132,107462564,69203,199198821,1628255,3085080962,4164549448,671153931,14845785990,2206111764,2301796150,4148355659,1342861021,348720268,3035358599,4163351779,280091724,68548505,1094511118,1048721900,22220975,3063445145,4164779426,3040523279,441210305,474299457,382227405,461835709,4163052538,3043250131,4159950222,3043416331,2625601966,69203,107462564,1628255,199198821,2296121422,4147385132,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
229-lib1-t4-k768-r2c2-u--b16,ok,ok,1,4,768,2,2,-,16,28926413,28936173,35.388,32768000000,6212229598,8136476816,156897322,141194,198431623,1922904,6295531841,8137205604,4713263,1092084299,588586633,6284273291,8138204228,2396874791,43643787,6296366361,8137549986,38860105,4284052,218586898,109903924,6297528,6299421475,8138372597,6299059447,1402570125,1806265757,584337261,516550784,8139108324,6296779050,8137836410,6296856808,5297855666,141194,156897322,1922904,198431623,6212229598,8136476816,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
230-lib1-t4-k768-r2c2-u--b32,ok,ok,1,4,768,2,2,-,32,20589914,20596369,49.718,32768000000,4433574227,8148647158,100799937,74759,197602769,1800229,4683346677,8146008802,11084958,2341256854,1051156011,4526105801,8147537794,2288266273,82315214,4727031500,8154271401,78298549,6966917,336654789,207087027,8406788,4698482231,8146725352,4696933397,999727269,1124462367,694073396,554601806,8150889272,4688875694,8147460985,4688957743,4045387425,74759,100799937,1800229,197602769,4433574227,8148647158,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
231-lib1-t4-k768-r2c2-u--b64,ok,ok,1,4,768,2,2,-,64,14634392,14641936,69.936,32768000000,3183999723,7407205816,73202921,73341,197785274,1657755,3835629683,7408516632,73435118,5182595686,1796388993,3198165311,7408755531,2127419047,165760055,3627959769,7408686093,155938447,11578712,643626866,481420859,12971620,3829147581,7406922012,3788326564,580789942,588822933,408455641,421936303,7404492944,3805608538,7411488226,3805850833,3330953675,73341,73202921,1657755,197785274,3183999723,7407205816,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
232-lib1-t4-k768-r2c2-u--b128,ok,ok,1,4,768,2,2,-,128,14619992,14631985,69.984,32768000000,3173214461,7586388614,252789179,512385,197563549,1748073,3900158199,7598274335,45771718,6864793646,2110939243,3190828291,7589317254,1845532098,160292092,3700872676,7600143601,141702620,10406359,741595638,606238544,15309204,3903172915,7599575447,3881225530,452748424,716412197,544821178,513371844,7599693013,3881886870,7595696305,3882037666,3416928741,512385,252789179,1748073,197563549,3173214461,7586388614,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
233-lib1-t4-k768-r2c4-u--b16,ok,ok,1,4,768,2,4,-,16,23475812,23497491,43.579,32768000000,5045666155,8142160147,100355470,74852,198282580,1514506,5175165884,8146491943,6452670,1071341012,605973549,5100107774,8145528138,2465617886,46749684,5175182613,8145285399,42913449,3302542,191659564,118516689,6754621,5189205128,8139829017,5169497797,1113853938,1431112431,689924808,628258917,8146417050,5167047130,8146462136,5167161928,4400609408,74852,100355470,1514506,198282580,5045666155,8142160147,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
234-lib1-t4-k768-r2c4-u--b32,ok,ok,1,4,768,2,4,-,32,17153994,17156888,59.684,32768000000,3705788326,7723127842,72368779,73946,198955632,1738934,4081567504,7716109822,48670243,2746931882,1176980114,3714335507,7725519531,2028250688,83566122,4066357790,7716476055,90230116,5195756,423268882,230551053,9505243,4137392319,7716428163,4057733164,762963198,600764468,403071518,423205334,7714009632,4041035030,7714581242,4041158629,3508006683,73946,72368779,1738934,198955632,3705788326,7723127842,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
235-lib1-t4-k768-r2c4-u--b64,ok,ok,1,4,768,2,4,-,64,13753806,13769664,74.366,32768000000,2990307086,7336969752,246330752,484077,199272314,1713161,3673583759,7348405575,104403411,6376376013,1857195185,2995763186,7335282154,1703090986,140020654,3430121847,7350171562,154389142,6044797,656735027,417968326,11166677,3676546376,7349563810,3637703679,383729888,691105565,477244866,518689814,7352572547,3631150214,7346887786,3631359029,3178720983,484077,246330752,1713161,199272314,2990307086,7336969752,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
236-lib1-t4-k768-r2c4-u--b128,ok,ok,1,4,768,2,4,-,128,15126580,15144599,67.615,32768000000,3278346472,7221247511,240271157,6076589,200676630,1983431,3822465782,7220510091,120791587,6868377835,1918511144,3271659528,7216209836,1654416693,224974212,3588253905,7219930372,211878699,6711830,667925351,413706059,13280401,3874379971,7226913431,3808441617,390183476,812917583,575727879,560428694,7221225614,3803704315,7224617030,3803899974,3308447658,6076589,240271157,1983431,200676630,3278346472,7221247511,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
237-lib1-t4-k768-r4c2-u--b16,ok,ok,1,4,768,4,2,-,16,22749540,22764167,44.983,32768000000,4882575381,8205679829,98264473,75168,200600038,1987245,4969438373,8210212871,5063029,659935225,420096943,4920430724,8207432466,2481683532,30617040,4968738015,8209036810,27363226,2947988,134357809,96401839,7107555,4961982624,8207826473,4963588255,940757674,1566195345,683221077,645993961,8209294730,4964727532,8209666961,4964846761,4239604483,75168,98264473,1987245,200600038,4882575381,8205679829,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
238-lib1-t4-k768-r4c2-u--b32,ok,ok,1,4,768,4,2,-,32,17008841,17015859,60.179,32768000000,3680856118,7706269884,69237612,74776,200482478,1714277,3892435576,7712916464,6743057,1118073765,593804899,3691565142,7709014006,2102173882,44340178,3871566768,7712215028,38735963,4797893,228419388,167669191,7394687,3892903043,7712661557,3882930516,757421689,582729777,330447417,397652748,7712638181,3889248091,7712464371,3889436084,3376057750,74776,69237612,1714277,200482478,3680856118,7706269884,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
239-lib1-t4-k768-r4c2-u--b64,ok,ok,1,4,768,4,2,-,64,13645046,13653996,74.996,32768000000,2980787120,7397478129,242157933,526532,199641356,1793079,3428309523,7410168724,7043376,2456077205,1281262284,3019512045,7401852010,1799117875,108313763,3297150972,7406875061,102559972,4675196,375018665,253469313,12526020,3410397153,7411159263,3405520042,372302921,701985119,483706331,510352644,7408187273,3419936182,7412426640,3420105666,3001164625,526532,242157933,1793079,199641356,2980787120,7397478129,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
240-lib1-t4-k768-r4c2-u--b128,ok,ok,1,4,768,4,2,-,128,14927071,14947615,68.506,32768000000,3238876704,7230894349,260749247,6075319,201739710,1894761,3650941054,7240336457,9249471,3566175188,1624466540,3260912557,7231748634,1684088610,222659128,3579524828,7238642170,197166978,6219376,424975191,296168346,12923644,3633511389,7244936742,3610706717,360969457,769964728,567079663,603050461,7240712217,3592812142,7241029741,3593033266,3132677525,6075319,260749247,1894761,201739710,3238876704,7230894349,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
241-lib1-t4-k1024-r1c1-u--b16,ok,ok,1,4,1024,1,1,-,16,12947286,12964953,78.982,32768000000,2834671158,6489049722,427901583,6345938,198832958,1804817,3758482855,6499135363,427966232,18238735765,3079215849,3304813018,6492270920,1063498234,526276374,3836652658,6501033513,439688619,83804867,1049135338,1022935835,19143951,3750155280,6494341803,3726223678,634510035,634666903,594067702,450862404,6500626669,3734454655,6500884178,3734715042,3257556816,6345938,427901583,1804817,198832958,2834671158,6489049722,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
242-lib1-t4-k1024-r1c1-u--b32,ok,ok,1,4,1024,1,1,-,32,12180826,12227423,83.746,32768000000,2669242997,5701481119,235549454,6076414,198922214,1795223,3533817375,5707698618,478564327,17465715116,2840641411,2922132578,5703571242,1080845463,439993800,3566946029,5709581918,363696294,79359063,1048620599,1012274081,22716536,3510175520,5707911403,3539090925,573063777,663187783,484506183,464146170,5712155766,3473281256,5705830314,3473426217,3006925775,6076414,235549454,1795223,198922214,2669242997,5701481119,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
243-lib1-t4-k1024-r1c1-u--b64,ok,ok,1,4,1024,1,1,-,64,11097806,11113557,92.140,32768000000,2434962255,4546253321,138162982,1107022,199191362,1862710,3318576815,4559772945,680247615,17543258551,2614899105,2514956710,4547975848,1112306633,392379122,3338942534,4560764502,310677927,79483483,1168093268,1126716482,20893074,3295963163,4557662921,3270072075,538800948,570665710,303228622,502394647,4558116567,3282470898,4557703907,3282634532,2844868083,1107022,138162982,1862710,199191362,2434962255,4546253321,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
244-lib1-t4-k1024-r1c1-u--b128,ok,ok,1,4,1024,1,1,-,128,10512372,10516546,97.370,32768000000,2316585555,3963563679,90418319,70969,199389564,1731585,3153058172,3972968325,717751848,16813727503,2466008161,2318487406,3964097354,1191077513,423388395,3125093197,3973773889,343512266,78800060,1194869024,1166202066,23751213,3158517101,3974717982,3120221011,500945188,504575031,342353820,447517425,3973774287,3137648961,3973831446,3137803503,2712424666,70969,90418319,1731585,199389564,2316585555,3963563679,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
245-lib1-t4-k1024-r2c2-u--b16,ok,ok,1,4,1024,2,2,-,16,29237571,29243120,35.017,32768000000,6265048102,7963729309,147284565,80723,197964111,1623890,6348349541,7969877963,4792779,925166294,563622715,6335353951,7968573405,2326909798,45639474,6341266270,7968678458,42750967,3343083,187168086,82988441,5811975,6341471406,7970137386,6336854533,1420303241,1641318199,634755094,563551586,7966336952,6347629062,7969444513,6347685452,5336991458,80723,147284565,1623890,197964111,6265048102,7963729309,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
246-lib1-t4-k1024-r2c2-u--b32,ok,ok,1,4,1024,2,2,-,32,20600547,20616465,49.669,32768000000,4436948733,7978357252,91016467,77848,197919662,1905283,4673169515,7981792599,9982639,2030286735,1027418913,4522463005,7979069146,2222935598,83134920,4684364710,7979681115,76945039,4896188,286090000,162796575,7935594,4666607100,7981076603,4649910851,1038437035,1134339339,667711508,535194795,7982354651,4659397513,7983631605,4659479879,4027262000,77848,91016467,1905283,197919662,4436948733,7978357252,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
247-lib1-t4-k1024-r2c2-u--b64,ok,ok,1,4,1024,2,2,-,64,14545268,14552507,70.366,32768000000,3147674767,7247975271,63909262,73268,198089579,1580796,3847691174,7255104531,56903717,5145763644,1926655521,3156755238,7251063145,2022201964,187725047,3632806871,7251854043,180480970,9723000,640657006,465559202,12142994,3828715673,7253162981,3809810653,601085069,598118999,413270181,420299588,7254896661,3803757997,7248599134,3803982206,3334416216,73268,63909262,1580796,198089579,3147674767,7247975271,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
248-lib1-t4-k1024-r2c2-u--b128,ok,ok,1,4,1024,2,2,-,128,14774977,14788795,69.242,32768000000,3230209531,7415738953,243868311,771919,198028557,1918701,4045149871,7421353876,42394410,7205459643,2393836565,3225148852,7413263677,1671163841,171536679,3829711824,7421473725,174017599,10399417,786525670,628841925,15421288,3993984192,7420138813,3967725869,488199665,756120666,560289356,526411788,7422453198,3958098016,7419314200,3958207212,3485299533,771919,243868311,1918701,198028557,3230209531,7415738953,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
249-lib1-t4-k1024-r2c4-u--b16,ok,ok,1,4,1024,2,4,-,16,23530101,23537588,43.505,32768000000,5053982837,7986012447,93420450,77056,199031678,1625736,5171964085,7989799971,6465003,1111593203,648479570,5082906055,7987612549,2402321597,50514339,5166242253,7988861083,48649416,2983433,167332065,102060290,4495991,5152776805,7987285166,5157529240,1144866696,1466359147,693840368,605078870,7987686441,5166693928,7989821102,5166779971,4412136133,77056,93420450,1625736,199031678,5053982837,7986012447,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
250-lib1-t4-k1024-r2c4-u--b32,ok,ok,1,4,1024,2,4,-,32,17038494,17052873,60.049,32768000000,3695521171,7512403749,64471500,145560,199374726,1797804,4101953999,7513343890,52855964,2957630171,1310861047,3688620023,7515821706,1946396154,92148467,4138523967,7512436380,102534849,5280299,435106771,230400197,7180743,4105071185,7512862863,4076739090,768211273,612696831,399686708,410854284,7511030159,4054309197,7514795883,4054480658,3521476141,145560,64471500,1797804,199374726,3695521171,7512403749,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
251-lib1-t4-k1024-r2c4-u--b64,ok,ok,1,4,1024,2,4,-,64,13798421,13812730,74.135,32768000000,3008837529,7180537021,238938083,1477145,199503533,1734319,3742852926,7191033763,114859359,6978881326,2054080618,2981178047,7173750101,1592571330,162747026,3470181596,7187841570,177208537,6104555,722102845,448854195,11076666,3745502440,7190063768,3688080399,398248042,712488622,495829408,509417606,7194223801,3677476274,7192756087,3677681608,3213809625,1477145,238938083,1734319,199503533,3008837529,7180537021,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
252-lib1-t4-k1024-r2c4-u--b128,ok,ok,1,4,1024,2,4,-,128,15053662,15060562,67.992,32768000000,3275146454,7052719364,230856203,6072400,201009465,1832512,3877863834,7068311367,129173089,7372962313,2068458285,3294028636,7061043809,1550653316,242181629,3615309114,7064858988,228381074,6383520,682593317,419064884,14764367,3908905369,7067886742,3830490353,414072112,828539197,597997086,561423499,7063588686,3836373796,7061915936,3836577291,3339179616,6072400,230856203,1832512,201009465,3275146454,7052719364,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
253-lib1-t4-k1024-r4c2-u--b16,ok,ok,1,4,1024,4,2,-,16,22595000,22656027,45.198,32768000000,4862754423,8063095679,91433302,79832,200502589,1779196,4940229338,8070099943,4944465,572551753,406727781,4915799822,8062839889,2430723599,32531638,4946008395,8071058257,30539289,2157847,106394722,76975064,6534136,4940007394,8068725656,4945446809,955251304,1585450796,650060477,641278033,8071490092,4935093992,8067917049,4935253105,4239181216,79832,91433302,1779196,200502589,4862754423,8063095679,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
254-lib1-t4-k1024-r4c2-u--b32,ok,ok,1,4,1024,4,2,-,32,16878553,16903244,60.580,32768000000,3654882199,7554265692,64114776,74423,200274784,1904520,3796434273,7555640352,6311632,829395964,500818559,3643883590,7554162867,2063644361,36342456,3799507663,7556841549,35206088,3512944,179109498,130432903,8254875,3810163071,7555458363,3796486926,751696495,592342639,323411687,389379577,7555774612,3782245170,7551323410,3782425871,3289223966,74423,64114776,1904520,200274784,3654882199,7554265692,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
255-lib1-t4-k1024-r4c2-u--b64,ok,ok,1,4,1024,4,2,-,64,13602256,13612747,75.224,32768000000,2965901537,7251483602,236220914,1447223,199476564,1717207,3376308075,7266031393,7267737,2175698582,1220947335,2979944903,7256584427,1749250119,109979571,3253558290,7265981197,103818553,3572757,332605901,211097889,9294902,3339748688,7257337574,3333357895,373257071,713551028,479342650,509590819,7260360466,3354626496,7265021034,3354756617,2965270775,1447223,236220914,1717207,199476564,2965901537,7251483602,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
256-lib1-t4-k1024-r4c2-u--b128,ok,ok,1,4,1024,4,2,-,128,14847471,14897811,68.735,32768000000,3227565163,7087506147,255357759,6075912,201176533,1832963,3577993625,7096515581,8599258,3171015881,1524864661,3216397264,7088499916,1613248794,236677712,3522488158,7094882731,205567764,5227753,386872517,256495409,16151192,3591215541,7096979226,3565509039,360582379,775258837,563670229,606440539,7096556333,3569581950,7095319725,3569816048,3118365025,6075912,255357759,1832963,201176533,3227565163,7087506147,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
257-lib1-t8-k256-r1c1-u--b16,ok,ok,1,8,256,1,1,-,16,11182488,11208252,91.361,32768000000,2452355481,6911923455,466668525,541872,102766394,1813402,2904763755,6918789411,180877068,7422110329,1392959672,2610997714,6912953670,1554155849,224450902,2925495222,6921044241,189903790,29303174,470295542,436996243,21688526,2886719792,6922235286,2885420808,267568671,457951229,677557364,450133334,6919154840,2879267299,6918980693,2879484381,2569828208,541872,466668525,1813402,102766394,2452355481,6911923455,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
258-lib1-t8-k256-r1c1-u--b32,ok,ok,1,8,256,1,1,-,32,10330185,10356475,98.875,32768000000,2269140603,6066898140,273337252,541584,102604159,1806859,2671881465,6077946346,171015382,6306956515,1274243497,2320475415,6070028080,1555944996,195190558,2668519477,6077065374,173127434,21729425,454015219,398422892,18079079,2668204954,6076799099,2649124668,239781993,547261604,461534265,512642099,6078410781,2745580788,6080349157,2745812638,2432832541,541584,273337252,1806859,102604159,2269140603,6066898140,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
259-lib1-t8-k256-r1c1-u--b64,ok,ok,1,8,256,1,1,-,64,8969625,8992555,113.872,32768000000,1982156851,4911036630,176112106,582586,102685964,1750667,2341619306,4919248740,208961155,5643577060,1146194452,1979320628,4910542617,1565382063,176708872,2296651936,4920759009,162223182,18264235,419222265,373848430,17759606,2334379057,4919122618,2317934309,210311272,428260322,403568787,591682770,4917028388,2324191082,4918827528,2324345558,2040978483,582586,176112106,1750667,102685964,1982156851,4911036630,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
260-lib1-t8-k256-r1c1-u--b128,ok,ok,1,8,256,1,1,-,128,8551451,8559766,119.629,32768000000,1887889331,4308629303,127691334,166458,103029170,1644328,2253079127,4320844091,245476736,6194193696,1149524329,1898366755,4312042086,1577765851,205406709,2090641973,4312635587,180123705,23408976,453983940,421540406,20227197,2243082254,4320672176,2227892427,219969380,364914192,434472394,547463472,4320290539,2232496729,4318664809,2232672161,1938793191,166458,127691334,1644328,103029170,1887889331,4308629303,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
261-lib1-t8-k256-r2c2-u--b16,ok,ok,1,8,256,2,2,-,16,28510343,28525719,35.897,32768000000,6108823105,8247062779,161324530,723906,103874201,1720357,6159484800,8250919306,5013196,767953165,429545011,6142293112,8248700267,2468733452,41312703,6162400327,8251301132,38532941,2619974,142919381,67798468,6264331,6164895082,8251979497,6165296759,1350669186,1611294648,693272805,584903051,8251426872,6160495219,8249290970,6160547206,5162217025,723906,161324530,1720357,103874201,6108823105,8247062779,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
262-lib1-t8-k256-r2c2-u--b32,ok,ok,1,8,256,2,2,-,32,20189081,20198497,50.697,32768000000,4354515528,8265298150,107480549,184955,103333453,1868017,4450179574,8269750565,7642802,1320258592,661792054,4385111122,8266149810,2369801372,72830691,4461005592,8269616058,68274491,4119159,145813323,93062436,8407099,4446583470,8268626567,4449356612,910131952,1095807665,700251078,582475517,8270884667,4447113008,8270069087,4447235930,3832928583,184955,107480549,1868017,103333453,4354515528,8265298150,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
263-lib1-t8-k256-r2c2-u--b64,ok,ok,1,8,256,2,2,-,64,14251508,14267724,71.770,32768000000,3092017429,7526477403,78825680,181811,103457977,1756945,3309196543,7534346953,36841802,2475475096,1019944646,3101804893,7526595180,2268467824,128306062,3219954781,7527787783,126880706,5834734,230531702,171626890,11078349,3293992565,7527761950,3298187316,500232020,523487170,391222743,419804560,7531305353,3289946058,7528964790,3290051511,2892636250,181811,78825680,1756945,103457977,3092017429,7526477403,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
264-lib1-t8-k256-r2c2-u--b128,ok,ok,1,8,256,2,2,-,128,14251131,14260294,71.808,32768000000,3080446696,7749655435,267550327,1145987,103845650,1702266,3345314505,7757219301,12154930,3474580672,1346408676,3078377688,7754052987,2075379407,134079119,3265780958,7759184600,127613569,4757343,302355881,228670472,15324495,3323266838,7755102135,3327680283,334268453,613791340,517223367,531622161,7754108654,3342761462,7757697748,3342878975,2973321291,1145987,267550327,1702266,103845650,3080446696,7749655435,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
265-lib1-t8-k256-r2c4-u--b16,ok,ok,1,8,256,2,4,-,16,22967594,22988065,44.545,32768000000,4928416297,8230239363,102221729,206869,103077471,1563923,5004915410,8237327541,6009625,811472074,497847195,4963538202,8235274340,2501921095,49161104,4998527294,8236211456,47492873,1964323,103935712,64490071,5668127,5003651982,8237839999,5009273820,1075497811,1453046315,729767917,619775060,8239121533,5002667955,8237129668,5002908970,4243785333,206869,102221729,1563923,103077471,4928416297,8230239363,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
266-lib1-t8-k256-r2c4-u--b32,ok,ok,1,8,256,2,4,-,32,16973599,16987072,60.281,32768000000,3667246156,7769282250,74854440,218096,103641041,1581706,3819891981,7774851979,22144436,1484415527,750021312,3677884404,7771024549,2092360089,78151368,3792129899,7773663911,76258777,2942584,171788557,103211443,7136132,3817486446,7773510779,3806838906,725812975,582662606,375571292,422306691,7772117570,3808062449,7773187875,3808194273,3298723850,218096,74854440,1581706,103641041,3667246156,7769282250,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
267-lib1-t8-k256-r2c4-u--b64,ok,ok,1,8,256,2,4,-,64,13518637,13531083,75.678,32768000000,2925418477,7459275142,254742537,549474,103028872,1694892,3186593543,7459428000,30254970,2922653120,1131731072,2944628133,7459203951,1856202267,112341080,3079947610,7460958906,111957680,3049488,274180352,177416083,10889368,3183633051,7459960468,3159047304,306454568,607365688,459913518,525495955,7458171804,3176845151,7459828402,3176989659,2790949016,549474,254742537,1694892,103028872,2925418477,7459275142,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
268-lib1-t8-k256-r2c4-u--b128,ok,ok,1,8,256,2,4,-,128,14506594,14514861,70.548,32768000000,3152132439,7313225011,240612129,6167050,104515369,1684614,3400243324,7319895975,32087272,3255844202,1283271061,3154553335,7312973199,1808667792,177057338,3261307618,7319822684,172121074,3405014,298726206,173340344,13432477,3400272184,7321456926,3383030155,321007658,741377359,558548533,563787953,7320477194,3385778877,7323816027,3386012754,2952287425,6167050,240612129,1684614,104515369,3152132439,7313225011,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
269-lib1-t8-k256-r4c2-u--b16,ok,ok,1,8,256,4,2,-,16,22780555,22784081,44.944,32768000000,4889063311,8264778818,99486958,199962,104103619,1610471,4947967485,8270820299,5242096,644373930,412023549,4920157420,8268632263,2492403295,43237320,4945768953,8269526214,40828931,1819612,92167269,58359580,6152151,4943497312,8268879318,4951321544,941015596,1545283284,690931971,654468409,8272402180,4971803658,8275197609,4972456556,4234477575,199962,99486958,1610471,104103619,4889063311,8264778818,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
270-lib1-t8-k256-r4c2-u--b32,ok,ok,1,8,256,4,2,-,32,16934450,16954261,60.398,32768000000,3663727020,7780848071,71339848,169867,103972540,1695258,3752021637,7787965545,8561231,1052156958,564068218,3666982388,7782588111,2095112287,74453269,3740673759,7788191101,70255594,2987961,114218258,94825241,7915002,3750588439,7787462239,3741388539,735213957,594125621,341725293,412556875,7785344773,3734080499,7785803023,3734247127,3234978566,169867,71339848,1695258,103972540,3663727020,7780848071,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
271-lib1-t8-k256-r4c2-u--b64,ok,ok,1,8,256,4,2,-,64,13940770,13954175,73.383,32768000000,3031772501,7500346005,252733984,1393359,104030948,1857324,3185610154,7504150931,6429579,1652291374,898393010,3028610986,7499870950,1853923664,104635256,3131625191,7506398848,105805725,2684978,179822167,123462266,11836911,3183354140,7503277797,3176959321,329241472,664135755,482282289,537943759,7501678765,3171636738,7502846668,3171738429,2797201583,1393359,252733984,1857324,104030948,3031772501,7500346005,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
272-lib1-t8-k256-r4c2-u--b128,ok,ok,1,8,256,4,2,-,128,14589830,14597803,70.148,32768000000,3163888606,7306287626,263533262,6167159,105406182,2061442,3328679902,7312632950,9094489,2356453653,1182317539,3172562832,7309665706,1786021243,203288713,3257208623,7299795739,178817258,3374465,225334273,142871126,15251511,3341199387,7315370626,3322001956,317980816,706635734,543197790,611405685,7311162826,3328474975,7313354211,3328703646,2902559216,6167159,263533262,2061442,105406182,3163888606,7306287626,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
273-lib1-t8-k512-r1c1-u--b16,ok,ok,1,8,512,1,1,-,16,11921428,11959177,85.625,32768000000,2613018633,6599217351,439745951,12389458,102690119,1779202,3034135691,6612149130,196611584,8086704047,1541816426,2795894206,6603654724,1399521363,260854391,3042512618,6612803417,219344657,39695272,432936327,419866668,19679739,3026393891,6613095639,3026354198,389651395,617384392,681022772,465731385,6614527043,3033046402,6615194523,3033166470,2663317608,12389458,439745951,1779202,102690119,2613018633,6599217351,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
274-lib1-t8-k512-r1c1-u--b32,ok,ok,1,8,512,1,1,-,32,10248574,10264938,99.757,32768000000,2258546110,5788662899,245961272,752880,102293751,1734873,2695059215,5802486344,229800750,7870370633,1397829478,2299750155,5790973866,1399959384,222910673,2700879858,5805870362,184614024,37726025,472401252,453097822,19449662,2683894716,5803189784,2674332420,269536620,606007357,441056443,474296964,5802551235,2672268646,5798443086,2672433479,2353341583,752880,245961272,1734873,102293751,2258546110,5788662899,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
275-lib1-t8-k512-r1c1-u--b64,ok,ok,1,8,512,1,1,-,64,9302963,9334671,109.699,32768000000,2040870999,4635300032,149457892,393523,101961796,1432603,2464229651,4648019650,310075858,7894880226,1311359716,2041039555,4632841959,1384784284,235233540,2417920012,4647240259,197543925,35347384,509325480,483830397,19621810,2459842373,4647491807,2510655580,295571573,580476472,347889679,529851490,4649781926,2444988593,4647529514,2445166695,2132663458,393523,149457892,1432603,101961796,2040870999,4635300032,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
