tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l1_mem_load_retired_l1_hit,perf_cache_l1_mem_load_retired_l1_miss,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l2_mem_load_retired_l2_hit,perf_cache_l2_mem_load_retired_l2_miss,perf_cache_stalls_cycle_activity_stalls_l1d_miss,perf_cache_stalls_cycle_activity_stalls_l2_miss,perf_cache_stalls_cycle_activity_stalls_l3_miss,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cycles,perf_execution_ports_exe_activity_1_ports_util,perf_execution_ports_exe_activity_2_ports_util,perf_execution_ports_exe_activity_3_ports_util,perf_execution_ports_exe_activity_4_ports_util,perf_execution_ports_instructions,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cycles,perf_tlb_dTLB_load_misses,perf_tlb_dTLB_loads,perf_tlb_iTLB_load_misses,perf_tlb_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
370-lib1-t16-k1024-r1c1-u--b32,ok,ok,1,16,1024,1,1,-,32,10342217,10365437,98.790,32768000000,2272116050,5633323237,231227674,6467126,59363915,2156852,2582350254,5651736558,166434831,10009527929,2121620649,2334169681,5640698826,866232037,662461334,2582356535,5647782531,635528491,27601313,334870158,319322434,22838083,2576109549,5650911771,2572968618,253553162,645763352,489080923,510157972,5657503225,2567425453,5651793686,2567586775,2271510000,6467126,231227674,2156852,59363915,2272116050,5633323237,2556715069,44865,1623250763,19005,5650939252,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
371-lib1-t16-k1024-r1c1-u--b64,ok,ok,1,16,1024,1,1,-,64,8937039,8948698,114.430,32768000000,1977488590,4482651624,135583430,1209883,56095370,1649247,2339373917,4496102239,239788031,9470719652,1942428898,2003267321,4483710333,913699906,483236221,2323444511,4494362269,454490746,27571618,373913367,355423479,19789859,2315297027,4492828830,2388357718,319026434,569109232,295347888,557644673,4508744275,2321669199,4495679344,2321867502,2062258900,1209883,135583430,1649247,56095370,1977488590,4482651624,2316223378,24786,1622014443,19315,4494974463,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
372-lib1-t16-k1024-r1c1-u--b128,ok,ok,1,16,1024,1,1,-,128,8471594,8558133,119.652,32768000000,1893543876,3898790970,87053263,165577,63627201,1989810,2197682144,3910943927,255900868,8462967246,1797094780,1894170578,3901532493,1092498152,496354965,2127345920,3905628083,469573082,26131637,386141889,370358307,20853134,2177303220,3906536977,2162933813,271677960,499012183,359159944,491959722,3905547803,2181295470,3909087659,2181460216,1923750891,165577,87053263,1989810,63627201,1893543876,3898790970,2168446711,18442,1620178124,19066,3906746663,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
373-lib1-t16-k1024-r2c2-u--b16,ok,ok,1,16,1024,2,2,-,16,28886183,28889267,35.446,32768000000,6190023452,7864116227,140564297,298345,62140930,1814669,6222406764,7871345842,4963314,459214989,263283058,6214864732,7870002935,2349044501,21451208,6223097642,7871244509,19980276,1266854,88008807,38940571,6433703,6232084377,7874975607,6225368701,1347674986,1619648003,623543120,564605225,7870552306,6222161158,7869061381,6222171874,5210317966,298345,140564297,1814669,62140930,6190023452,7864116227,6223003877,88585,2395637160,20598,7869659206,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
374-lib1-t16-k1024-r2c2-u--b32,ok,ok,1,16,1024,2,2,-,32,20344682,20390933,50.218,32768000000,4376301530,7898029961,89113217,382525,60344244,1918448,4469872674,7904275541,7016509,871153934,508158192,4403358439,7903306251,2259303397,57575846,4457768984,7906488316,55202257,1988622,103233306,54326549,7858069,4437222997,7903440037,4441842768,988161677,1100545678,653747627,535402948,7905127733,4452601613,7906397348,4452704386,3862181025,382525,89113217,1918448,60344244,4376301530,7898029961,4436877306,91312,2389115994,20625,7903764785,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
375-lib1-t16-k1024-r2c2-u--b64,ok,ok,1,16,1024,2,2,-,64,13930136,13949620,73.407,32768000000,3022951627,7152501397,58067231,120146,55262583,1568993,3210834171,7164746798,19192719,1986734988,922355284,3039063076,7155331469,2125319565,127731011,3152602654,7162366918,122828393,3448298,177057103,123416552,11779696,3207537326,7164452523,3217268600,518825863,522837263,383325498,422159370,7166608709,3209571843,7164148433,3209678171,2835461400,120146,58067231,1568993,55262583,3022951627,7152501397,3209695931,91146,2409903599,19865,7166740110,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
376-lib1-t16-k1024-r2c2-u--b128,ok,ok,1,16,1024,2,2,-,128,14122478,14133383,72.453,32768000000,3068164339,7341531446,245430843,604798,61459021,1931383,3281642908,7353288484,10547547,3245406371,1446709238,3062575200,7345759066,1757553699,165169369,3235101366,7346457464,141732949,3235931,241211977,165871447,15676260,3261195030,7347903920,3258687725,360661594,657725411,536753492,535046370,7348360550,3269679367,7354063207,3269934873,2926921716,604798,245430843,1931383,61459021,3068164339,7341531446,3232310455,96955,2393201377,19009,7346381015,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
377-lib1-t16-k1024-r2c4-u--b16,ok,ok,1,16,1024,2,4,-,16,23342497,23375264,43.807,32768000000,5007855952,7882476357,86170470,302878,61515359,1826733,5057593325,7893388702,5377125,504756069,308099541,5027934634,7889777469,2421705458,25921336,5063875760,7894177371,31580092,1253148,66767816,40623288,5360950,5057780042,7893901040,5063322555,1117253284,1484277690,692827612,603873330,7893316592,5062834579,7894113827,5063036971,4307818233,302878,86170470,1826733,61515359,5007855952,7882476357,5063686287,131892,2477407842,19818,7892882598,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
378-lib1-t16-k1024-r2c4-u--b32,ok,ok,1,16,1024,2,4,-,32,16659767,16691861,61.347,32768000000,3620562446,7419175901,59382863,130428,62122123,1888786,3745097972,7430540396,17048493,1146209546,621676923,3623700086,7417831802,1970329357,69674087,3746879874,7430174782,68342852,1974406,136948798,78471088,8929809,3755601022,7431450650,3739284276,736525600,576089890,373232591,404288045,7427661728,3735335115,7428127157,3735538565,3248084141,130428,59382863,1888786,62122123,3620562446,7419175901,3733709252,124400,2118524163,18836,7428235520,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
379-lib1-t16-k1024-r2c4-u--b64,ok,ok,1,16,1024,2,4,-,64,13570128,13582121,75.393,32768000000,2964073365,7111497926,242239054,1618264,63009419,1933857,3160943478,7121833115,19085751,2815882907,1193512905,2961756678,7110742581,1585914457,171197858,3118840871,7124856164,169209484,2165509,207810201,115064957,11049844,3112470385,7110858991,3119869495,333442056,654029285,494696925,515523803,7115724225,3112321828,7111453549,3112430565,2748150483,1618264,242239054,1933857,63009419,2964073365,7111497926,3149163334,131154,2007375337,19466,7122488955,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
380-lib1-t16-k1024-r2c4-u--b128,ok,ok,1,16,1024,2,4,-,128,15375820,15409862,66.451,32768000000,3334517786,7019651969,244499297,6164195,59472511,1912802,3489446405,7022956654,23516405,3368877694,1339434102,3346468916,7022758111,1523309384,253789038,3426601386,7019640821,244959997,2520534,240896816,114567855,12550978,3483253987,7021049809,3470397033,371017118,803128785,628718678,576277468,7018847631,3464852349,7017928435,3465021244,3025435325,6164195,244499297,1912802,59472511,3334517786,7019651969,3460380992,142082,2038545377,19143,7021724193,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
381-lib1-t16-k1024-r4c2-u--b16,ok,ok,1,16,1024,4,2,-,16,22667316,22713505,45.083,32768000000,4878398787,7965501746,86160674,223993,63376453,1898697,4927356327,7970598784,5246359,458150109,333756600,4891323583,7969416438,2400196860,34580151,4908499166,7971310271,33473943,1023660,59888443,33880002,6011176,4904934666,7972080691,4911571159,971135078,1585541574,631581287,636580358,7972400317,4914493431,7974996081,4914664392,4173125725,223993,86160674,1898697,63376453,4878398787,7965501746,4907575007,100736,2471852578,18877,7971607461,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
382-lib1-t16-k1024-r4c2-u--b32,ok,ok,1,16,1024,4,2,-,32,16637009,16652846,61.491,32768000000,3597906152,7456609139,58027578,225085,59051821,1936282,3656103174,7464746582,7525471,603792445,387953099,3606557597,7459698998,2023078381,44446943,3653668262,7462657253,44948085,1503269,71218049,56061137,8146276,3661696117,7465680975,3655731776,726644035,589686049,334661804,390244140,7465636959,3661032087,7465042383,3661259861,3165840733,225085,58027578,1936282,59051821,3597906152,7456609139,3660821156,91846,2114309520,18381,7465647365,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
383-lib1-t16-k1024-r4c2-u--b64,ok,ok,1,16,1024,4,2,-,64,13762262,13778644,74.318,32768000000,2980014759,7179473141,238828338,1605738,60831961,1783567,3105350495,7198269596,6907608,1520276855,871958384,2982499614,7179772580,1707176447,116404833,3093512406,7188306641,120254098,1519439,114987794,64066192,10886385,3067257385,7185517847,3065928529,340375693,683036641,480369017,520241297,7184335131,3078247370,7187199150,3078365420,2715174558,1605738,238828338,1783567,60831961,2980014759,7179473141,3073813470,91018,1991939514,19420,7187009505,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
384-lib1-t16-k1024-r4c2-u--b128,ok,ok,1,16,1024,4,2,-,128,14623487,14638402,69.953,32768000000,3346360578,7015449419,258002730,6185183,59727688,2095637,3302903148,7004243175,9815716,2782982079,1320243931,3251333589,7017631122,1565684117,252828313,3355214071,7030636327,246862232,2338872,182039443,81688421,13280195,3323543619,7015878874,3314595595,322535344,757396537,570301305,614775340,7014307854,3291521204,7003740420,3291758676,2876669216,6185183,258002730,2095637,59727688,3346360578,7015449419,3298992607,104483,2019981112,19183,7007439983,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
385-lib1-t32-k256-r1c1-u--b16,ok,ok,1,32,256,1,1,-,16,11260892,11283602,90.751,32768000000,2474603407,6837104625,459598133,866519,57637191,2148063,2796620288,6865587849,146164527,9524353432,2144154709,2664531643,6850160047,1047065653,700820095,2848787177,6869950708,671303190,26101999,290653355,271255872,23807565,2741213383,6859405099,2719145768,250083654,533927001,654534973,460276066,6858911506,2739482253,6862255556,2739634904,2487857841,866519,459598133,2148063,57637191,2474603407,6837104625,2738762243,115448,1773434710,18484,6865738977,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
386-lib1-t32-k256-r1c1-u--b32,ok,ok,1,32,256,1,1,-,32,10782059,10953468,93.486,32768000000,2388148099,6005748880,269996022,866024,56935123,2380196,2586257926,6015296061,131661186,8772627137,1853507842,2435131338,6007293896,1041415823,654416782,2606214161,6017991796,634290687,18708502,294840092,261342094,22194700,2637169441,6027679869,2604500622,282648377,636398257,495365175,468613976,6018920470,2691651599,6034004976,2691855328,2413676016,866024,269996022,2380196,56935123,2388148099,6005748880,2590208101,111927,1772299605,18792,6021918234,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
387-lib1-t32-k256-r1c1-u--b64,ok,ok,1,32,256,1,1,-,64,9778439,9798548,104.505,32768000000,2154033625,4840552438,170239080,210047,57965406,2183540,2365795422,4860636818,157705215,8212660600,1750292777,2160563795,4849366725,1051148240,587417143,2454703842,4870856558,567890873,19145320,282325883,249228092,20004624,2386423692,4858189688,2358177984,307349889,559437423,507398976,470474046,4863274184,2369672946,4861318878,2369857724,2111180166,210047,170239080,2183540,57965406,2154033625,4840552438,2361932354,110541,1769127693,18548,4859780966,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
388-lib1-t32-k256-r1c1-u--b128,ok,ok,1,32,256,1,1,-,128,9506968,9610673,106.548,32768000000,2109359549,4247366469,124349369,158896,62750853,2182302,2293381377,4261337931,182019167,8892816697,1756199983,2074581206,4247477015,1045967255,710120921,2279110111,4258524317,686339674,24090035,287447589,269204018,27407773,2282635115,4259530110,2269884696,297836077,556838056,564595522,376226534,4256844563,2333298299,4262401233,2333490567,2045292575,158896,124349369,2182302,62750853,2109359549,4247366469,2263022600,81240,1768910564,17300,4258898028,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
389-lib1-t32-k256-r2c2-u--b16,ok,ok,1,32,256,2,2,-,16,28637726,28647460,35.745,32768000000,6136415312,8153164293,154697383,516085,55242736,2273291,6195345568,8166572666,5285526,844041588,438225121,6166866942,8159173834,2429288818,43311785,6191902011,8164356715,42072888,1948219,128466132,51864434,7526296,6190709880,8163758912,6184791293,1341956767,1809698564,618629255,523238659,8163783161,6171456730,8157021581,6171439457,5182399650,516085,154697383,2273291,55242736,6136415312,8153164293,6197844395,119692,2527517517,20410,8166173959,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
390-lib1-t32-k256-r2c2-u--b32,ok,ok,1,32,256,2,2,-,32,20325701,20369848,50.270,32768000000,4394658094,8185464128,104144885,136971,55714390,2320435,4463871871,8192911682,8287312,1294349950,683060158,4398574798,8180893043,2300038797,90727625,4480610981,8196395972,86908075,3016253,115254493,65616710,10096168,4452662550,8190944069,4458164479,918920221,1096776461,712114870,587300820,8192331901,4446854180,8189788840,4446934014,3823797683,136971,104144885,2320435,55714390,4394658094,8185464128,4450753268,115182,2511267160,19773,8193620535,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
391-lib1-t32-k256-r2c2-u--b64,ok,ok,1,32,256,2,2,-,64,14327441,14459730,70.817,32768000000,3131628813,7445143156,75792762,145606,57308831,2374839,3270315306,7460106331,22268283,2166823141,1002731601,3112682471,7439229450,2157558274,166290431,3234390884,7454631868,163306102,5045114,142643484,109700547,12141252,3241287143,7448655706,3258955711,504730074,542484038,421255071,438122509,7457967983,3266755883,7459758806,3266919416,2890265591,145606,75792762,2374839,57308831,3131628813,7445143156,3242519823,113959,2535709719,19112,7450042480,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
392-lib1-t32-k256-r2c2-u--b128,ok,ok,1,32,256,2,2,-,128,14565086,14579331,70.236,32768000000,3153494228,7682650535,271129568,846850,57153239,2182779,3387805755,7704615674,12515115,3014884415,1312782829,3172882103,7673126628,1986494486,141879834,3425084600,7686426533,149680267,5550380,214992194,162652733,17303957,3337822675,7689521133,3317669851,341379455,643197533,547525673,553403266,7695564269,3305612795,7692696393,3305751034,2944882258,846850,271129568,2182779,57153239,3153494228,7682650535,3308210129,119644,2540531935,19031,7694135888,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
393-lib1-t32-k256-r2c4-u--b16,ok,ok,1,32,256,2,4,-,16,23237327,23271063,44.003,32768000000,5002225275,8138910088,97271878,136090,56276435,2296884,5052898872,8151860719,5785509,722346457,412721756,5031529178,8149349695,2471522199,49804580,5038982291,8147026820,47717777,1507862,75354904,45089473,7524312,5039361257,8146277524,5048702861,1096472615,1448954242,728525655,637254790,8149963430,5036904113,8145784694,5037015670,4295978975,136090,97271878,2296884,56276435,5002225275,8138910088,5048012005,129600,2577664054,20112,8150962651,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
394-lib1-t32-k256-r2c4-u--b32,ok,ok,1,32,256,2,4,-,32,17117228,17124842,59.796,32768000000,3711447594,7678581806,69476110,139768,56565415,2304306,3812730551,7690988948,14630310,1272247068,621902907,3733137988,7681434476,2032957537,89426777,3864096861,7703502983,85414647,2637478,122882773,84874815,10426852,3807769279,7686735574,3800664724,745993708,582551392,393089552,435980721,7686329674,3824094010,7696386382,3824343861,3317515658,139768,69476110,2304306,56565415,3711447594,7678581806,3795481345,113196,2228452980,18573,7686636561,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
395-lib1-t32-k256-r2c4-u--b64,ok,ok,1,32,256,2,4,-,64,13812530,13828821,74.048,32768000000,3000282484,7364788864,250274894,768541,56342737,2051602,3163719446,7383676470,11533844,2306962293,1091874056,3019215564,7367376667,1724595261,147511777,3105772107,7374855363,157728634,3121132,162732988,101559840,11874077,3110351706,7370270720,3134428700,325453181,636458046,491202924,546934619,7374248784,3137990423,7377727570,3138148223,2779548908,768541,250274894,2051602,56342737,3000282484,7364788864,3126371685,112998,2112448193,18628,7373901859,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
396-lib1-t32-k256-r2c4-u--b128,ok,ok,1,32,256,2,4,-,128,15670283,15677689,65.316,32768000000,3395050236,7287042362,255688672,6499283,62090660,2222488,3486249558,7290708614,12480143,2864957729,1312770218,3380364338,7288241993,1686865167,236242574,3471018373,7294005677,228772579,4824384,197096426,112134162,13039620,3476152819,7284168096,3488178776,350769139,773485639,631900139,603503576,7294961012,3500095483,7293200086,3500349477,3054440091,6499283,255688672,2222488,62090660,3395050236,7287042362,3500270044,115660,2152684322,17307,7290622446,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
397-lib1-t32-k256-r4c2-u--b16,ok,ok,1,32,256,4,2,-,16,22372315,22429725,45.654,32768000000,4840327871,8187084169,98184088,317844,58457661,2293390,4861730821,8185592987,5435784,573394736,368266093,4837825153,8182719784,2484670078,33875365,4874769657,8191358451,32397274,1573405,80747060,45260051,8494628,4867516779,8190255239,4861945226,912793269,1526250793,689441321,651004357,8188125207,4867163883,8190340033,4867290163,4151917600,317844,98184088,2293390,58457661,4840327871,8187084169,4855742909,164492,2559734000,19099,8184989351,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
398-lib1-t32-k256-r4c2-u--b32,ok,ok,1,32,256,4,2,-,32,16749949,16772671,61.052,32768000000,3620347440,7695651435,67002105,127600,56615043,2175784,3724666064,7710037667,8954039,834536665,453746207,3641728865,7702696927,2109839031,54937995,3728985553,7711158824,53693410,2667122,115193027,85508767,9478276,3732487418,7711307725,3743095484,737060356,588573885,345442808,413565290,7720747470,3715768595,7707555996,3715912833,3218295491,127600,67002105,2175784,56615043,3620347440,7695651435,3733730282,114420,2222066371,18517,7714525203,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
399-lib1-t32-k256-r4c2-u--b64,ok,ok,1,32,256,4,2,-,64,13616349,13626321,75.149,32768000000,2981609926,7414093709,249960195,366277,59181351,2247939,3114535884,7424754477,9360311,1474362630,794182246,2994826682,7419941908,1871068757,94385578,3050523914,7415486113,90468997,2986279,150829781,102078186,12714485,3102513723,7420531438,3087220557,321345609,647745816,472956278,525391190,7417745802,3111337171,7429384880,3111471124,2727818583,366277,249960195,2247939,59181351,2981609926,7414093709,3201245308,115186,2092354203,18755,7428657130,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
400-lib1-t32-k256-r4c2-u--b128,ok,ok,1,32,256,4,2,-,128,14780771,14797415,69.201,32768000000,3215891030,7260141418,273113769,6363512,56259463,2124429,3353953322,7271885237,10268891,1999258431,1081275958,3257459821,7274117769,1856690404,154990068,3330936825,7276568433,153739898,5130305,185829394,114549742,13903706,3334866107,7267879731,3325041363,310338279,696072685,534057163,606799473,7265115132,3327333085,7263768433,3327514985,2898562825,6363512,273113769,2124429,56259463,3215891030,7260141418,3356096593,122914,2152558723,18109,7277945864,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
401-lib1-t32-k512-r1c1-u--b16,ok,ok,1,32,512,1,1,-,16,12073630,12087588,84.715,32768000000,2646314352,6559605751,436460509,12481229,58738677,2387003,2887556161,6583700056,133983042,9125068123,2243955541,2792420046,6581100644,949500993,703059420,2918691349,6579416385,676551272,25409679,293828202,271611206,26259292,2923096081,6586981401,2919321549,360173104,697861296,651355838,469279950,6583619455,2979047051,6597479319,2979269342,2676744991,12481229,436460509,2387003,58738677,2646314352,6559605751,2872588520,114878,1672624500,18008,6578738147,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
402-lib1-t32-k512-r1c1-u--b32,ok,ok,1,32,512,1,1,-,32,10388876,10429350,98.184,32768000000,2293237970,5752066916,243424363,1642619,55305374,2391093,2575800662,5785832687,148208373,8997333727,1968382669,2358136683,5762451630,940167604,639467256,2587764525,5782869583,614822584,22838802,319074710,295310727,25211300,2590757332,5778497175,2559738945,265491019,657920154,460147675,460228815,5774085909,2576695860,5780129046,2576876924,2301881158,1642619,243424363,2391093,55305374,2293237970,5752066916,2575311154,117114,1674709712,18305,5781377406,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
403-lib1-t32-k512-r1c1-u--b64,ok,ok,1,32,512,1,1,-,64,9423699,9480222,108.014,32768000000,2095677884,4596451885,146396076,545810,58009096,2239936,2349577528,4615442541,210967777,8588112332,1825692087,2121680290,4599594772,971284739,507073163,2436894552,4619028756,482474993,27333619,320787874,298106909,28656428,2387815599,4628306509,2394254154,325038661,602676991,365336479,510805538,4615762212,2360029676,4621483908,2360277245,2096088125,545810,146396076,2239936,58009096,2095677884,4596451885,2402104945,109266,1670725136,18037,4616525452,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
404-lib1-t32-k512-r1c1-u--b128,ok,ok,1,32,512,1,1,-,128,9123593,9172601,111.637,32768000000,2018671002,4007999697,98221787,156055,66229570,2310879,2244635253,4021590105,222826032,8047403120,1740609664,2030457014,4011496110,1090633529,555255009,2210154640,4023077512,533362732,22708040,329512917,307449631,25458424,2232781827,4020667712,2266561560,311763464,561951795,436766104,421500363,4032218246,2240410115,4022826766,2240564844,1978683933,156055,98221787,2310879,66229570,2018671002,4007999697,2230460526,108412,1670304380,18773,4027144968,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
405-lib1-t32-k512-r2c2-u--b16,ok,ok,1,32,512,2,2,-,16,28609667,28643383,35.750,32768000000,6145391908,7957398606,145374996,321540,54115176,2320618,6188842308,7966834417,5731030,683893607,327007678,6205702043,7972738211,2376537654,30105267,6201463209,7968814483,27901140,2545605,108898825,57122140,8088848,6172302094,7961724557,6190290005,1351750458,1811529728,568666524,504592673,7967557028,6185889175,7966093059,6185933455,5188698908,321540,145374996,2320618,54115176,6145391908,7957398606,6190608171,119150,2439243475,20621,7967801623,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
406-lib1-t32-k512-r2c2-u--b32,ok,ok,1,32,512,2,2,-,32,20268421,20309070,50.421,32768000000,4364369120,7984082432,92472237,317704,56036511,2177979,4457811163,8001204797,10862699,1168363510,554633389,4394774255,7991806688,2279149066,69574679,4440813122,7993412560,63791319,4085312,110195497,72816651,9848132,4445960890,7999043703,4430648211,960664574,1077591677,673716297,557889861,7990800774,4470496532,8004503068,4470594552,3844255158,317704,92472237,2177979,56036511,4364369120,7984082432,4445099967,114395,2429088454,18964,7998644686,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
407-lib1-t32-k512-r2c2-u--b64,ok,ok,1,32,512,2,2,-,64,17337373,18808717,54.443,32768000000,3303531196,7316724711,84999287,158167,60086307,3164436,3229384461,7260280284,28495456,2074133493,879031352,3082750835,7251642585,2162716843,132807333,3182223007,7255182823,126028261,5517376,166691053,134274746,12074054,3226388657,7261610440,3237700244,507491765,530765440,394710838,429091972,7267264394,3222636807,7259731922,3222728379,2841583633,158167,84999287,3164436,60086307,3303531196,7316724711,3232272767,113913,2451599273,19414,7261088462,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
408-lib1-t32-k512-r2c2-u--b128,ok,ok,1,32,512,2,2,-,128,14028702,14039194,72.939,32768000000,3052210495,7444491782,252193186,460809,56388698,2223479,3233187171,7464677709,14393511,2827845103,1275170013,3066900777,7454910588,1890904174,143794212,3234515011,7460000077,141215778,4507888,193700923,139314314,15209238,3203247274,7460071840,3222397509,334821226,641296386,539566417,533237430,7455648066,3251786693,7459803612,3252072566,2927816725,460809,252193186,2223479,56388698,3052210495,7444491782,3216236002,124424,2440625290,18382,7456673958,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
409-lib1-t32-k512-r2c4-u--b16,ok,ok,1,32,512,2,4,-,16,23169624,23182784,44.171,32768000000,4987866867,7971095239,91917438,306440,55056904,2299814,5031153379,7971414488,5846885,602234076,332591733,5012483399,7969845956,2431525097,38615788,5050937181,7979929524,37890275,2228179,76137640,53333144,7270972,5048723508,7978669271,5088888983,1105050773,1462909391,711087295,626878385,7985920492,5048790685,7978571316,5048933725,4331105391,306440,91917438,2299814,55056904,4987866867,7971095239,5044593820,121996,2509971747,20197,7976480860,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
410-lib1-t32-k512-r2c4-u--b32,ok,ok,1,32,512,2,4,-,32,16812762,16820007,60.880,32768000000,3647742041,7499201003,62171736,127349,57784652,2231509,3770127998,7513798181,16557032,1149433445,529743787,3680052693,7510337728,2017587374,65719663,3771616113,7512077987,65028184,3082207,132716829,95967065,8675891,3776151466,7515776685,3788511596,746055823,570590671,379503429,421133033,7519721709,3771183156,7510916975,3771381612,3297087366,127349,62171736,2231509,57784652,3647742041,7499201003,3791677763,121588,2157276498,17998,7522166679,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
411-lib1-t32-k512-r2c4-u--b64,ok,ok,1,32,512,2,4,-,64,13462231,13469278,76.025,32768000000,2935935129,7187792636,243857146,584712,59484835,2237302,3096772021,7200811352,13275664,2228035338,1038926791,2937599047,7187585529,1680807318,139105820,3057745910,7190501848,143954360,2805126,180199221,115233811,11245686,3097752189,7199534911,3079981451,317471748,625008586,475458362,526555706,7201357500,3091169320,7198860101,3091366753,2764448366,584712,243857146,2237302,59484835,2935935129,7187792636,3088551367,116600,2041445563,18544,7204023041,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
