tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l1_mem_load_retired_l1_hit,perf_cache_l1_mem_load_retired_l1_miss,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l2_mem_load_retired_l2_hit,perf_cache_l2_mem_load_retired_l2_miss,perf_cache_stalls_cycle_activity_stalls_l1d_miss,perf_cache_stalls_cycle_activity_stalls_l2_miss,perf_cache_stalls_cycle_activity_stalls_l3_miss,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cycles,perf_execution_ports_exe_activity_1_ports_util,perf_execution_ports_exe_activity_2_ports_util,perf_execution_ports_exe_activity_3_ports_util,perf_execution_ports_exe_activity_4_ports_util,perf_execution_ports_instructions,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cycles,perf_tlb_dTLB_load_misses,perf_tlb_dTLB_loads,perf_tlb_iTLB_load_misses,perf_tlb_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
001-lib0-t4-k256-r1c1-u1-b-,ok,ok,0,4,256,1,1,1,-,9847145,9867320,103.777,32768000000,2170041573,4691666514,213210430,1559161,197908791,1562468,2182557286,4690993307,195766930,6002103422,1091871615,2176094931,4691603584,1553389480,242802774,2160911762,4689887076,208033207,35095203,292591024,258516639,17194348,2189926113,4692406217,2178107171,277445464,330728885,373901685,530402000,4691955670,2176097534,4691230392,2176331650,1264686133,1559161,213210430,1562468,197908791,2170041573,4691666514,2177518338,304133,1849370112,18532,4693476186,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
002-lib0-t4-k256-r1c1-u2-b-,ok,ok,0,4,256,1,1,2,-,9834938,9843442,104.029,32768000000,2180681092,4692012100,213287198,1525894,197972552,1737729,2187800759,4694291448,197138809,6028218438,1095126147,2186471850,4694015467,1554074875,242939728,2195957808,4694480268,207503393,35032256,290437706,257471494,15646040,2177749334,4692449799,2178592387,275847658,326806503,373807137,532242414,4693272701,2181955993,4694104938,2182179419,1268219416,1525894,213287198,1737729,197972552,2180681092,4692012100,2175186996,315243,1849325541,18112,4693285575,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
003-lib0-t4-k256-r1c1-u4-b-,ok,ok,0,4,256,1,1,4,-,9843304,9853076,103.927,32768000000,2175384406,4691968990,213330874,1474817,197861264,1692623,2200103568,4696068756,199094364,6075891799,1104673201,2216322133,4698480198,1555793960,242839093,2189258548,4695025885,208053044,34994394,296673781,262651736,19110390,2190629532,4695602571,2190431645,279764052,332961464,374340869,529638788,4692731650,2174543114,4693353378,2174735232,1263748775,1474817,213330874,1692623,197861264,2175384406,4691968990,2177742314,278164,1848726502,18392,4691121969,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
004-lib0-t4-k256-r2c2-u1-b-,ok,ok,0,4,256,2,2,1,-,8928215,8931667,114.648,32768000000,1974656468,4868967237,164184308,675542,196954355,1448908,2015716754,4877015799,117302771,6035722879,1231586067,2008767353,4874727167,739488060,240786277,2001738627,4874505318,222553679,18544862,285699349,231832349,15036663,2017012965,4875416101,2023421806,201267114,580457665,229171427,411411072,4878285542,2053191630,4883417743,2053417264,1193329991,675542,164184308,1448908,196954355,1974656468,4868967237,2012448951,303019,1053327998,17908,4875700401,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
005-lib0-t4-k256-r2c2-u2-b-,ok,ok,0,4,256,2,2,2,-,9164063,9179600,111.552,32768000000,2030168478,4821683737,160117106,3011057,197086828,1741734,2011716392,4819677485,121351192,6105349923,1239546430,2027407111,4822441711,727162219,240148730,2018982955,4821755521,221172994,18915239,295657572,241254994,18988643,2032212295,4823263142,2031895703,211679468,591185326,233006642,375868287,4825029961,2031857896,4824287691,2032079529,1180754483,3011057,160117106,1741734,197086828,2030168478,4821683737,2019641572,311331,1040463592,18739,4824346729,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
006-lib0-t4-k256-r2c2-u4-b-,ok,ok,0,4,256,2,2,4,-,9001435,9054760,113.090,32768000000,1953559202,4465258236,111338343,76860,197193798,1779098,1967578598,4467590840,125696175,5245841244,1023168430,1954943686,4466859485,780480302,202010125,1959886409,4464480785,183394883,18261706,274551299,220769436,13354233,1965237961,4467534222,1972362905,194702708,713982854,152092019,361052522,4467519939,1975678463,4470071142,1975845986,1148014983,76860,111338343,1779098,197193798,1953559202,4465258236,1970948454,292250,1028301500,17874,4465700210,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
007-lib0-t4-k256-r2c4-u1-b-,ok,ok,0,4,256,2,4,1,-,8860058,8874400,115.388,32768000000,1943755846,4749347270,149704622,3078635,197121712,1582957,1974172762,4754063538,124981493,6354027456,1242885644,1951475666,4750330921,503721029,195322677,1955369858,4752313426,187643869,9552799,246138845,152259356,11459125,1969079075,4753547271,1963755221,237107470,610606109,178912029,374256190,4754038294,1967829967,4752459563,1968015528,1143390333,3078635,149704622,1582957,197121712,1943755846,4749347270,1968188285,362918,824274226,16975,4754379800,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
008-lib0-t4-k256-r2c4-u2-b-,ok,ok,0,4,256,2,4,2,-,8777072,8784484,116.569,32768000000,1924141354,4321432673,102503998,79906,197401698,1702683,1940720449,4324339382,177956555,5957731702,1005294477,1911724462,4320605080,578487329,200206241,1948050577,4323255731,194483422,9974344,252110895,155419736,10672273,1930502553,4321928149,1955749156,217684277,756768605,144228595,277515465,4324515005,1951542953,4324054550,1951761231,1134057925,79906,102503998,1702683,197401698,1924141354,4321432673,1962623470,308984,826715697,18212,4327071423,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
009-lib0-t4-k256-r2c4-u4-b-,ok,ok,0,4,256,2,4,4,-,8614001,8621771,118.769,32768000000,1912375527,4075764955,77997358,77528,197340999,1602538,1929929401,4081815307,189526482,5691208247,927793975,1926306022,4078536897,579287837,223058805,1932047865,4081049397,212734246,10404390,268777159,164779246,14077905,1929898753,4080390235,1927570901,220370792,810607457,99933588,276827815,4080134399,1933707908,4082194446,1933943366,1123703925,77528,77997358,1602538,197340999,1912375527,4075764955,1932114780,288291,812544014,17956,4082326929,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
010-lib0-t4-k256-r4c2-u1-b-,ok,ok,0,4,256,4,2,1,-,8228644,8238073,124.301,32768000000,1791669445,4696315830,143957038,3079080,199322381,1736788,1877593949,4704523182,9875190,2993304883,1189266986,1817908230,4697179480,552562270,96373108,1839854318,4699660953,89048328,6967523,194363500,113966503,16218881,1860871202,4702923938,1843075610,170745311,617623307,166160885,378070991,4699098245,1849080818,4701585387,1849277337,1074360625,3079080,143957038,1736788,199322381,1791669445,4696315830,1858899545,326939,807260146,17900,4701540421,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
011-lib0-t4-k256-r4c2-u2-b-,ok,ok,0,4,256,4,2,2,-,7794299,7804159,131.212,32768000000,1740183228,4263313325,95580860,82779,198816884,1732243,1807138662,4265509196,12103098,2265681719,802090226,1763710785,4264014990,688859157,71227735,1795547794,4265030762,64367363,7559425,183817394,106382080,12232570,1785204705,4266010795,1827449826,141784337,753605041,146433926,275913312,4269707822,1839009631,4267092553,1839213603,1068516566,82779,95580860,1732243,198816884,1740183228,4263313325,1761875091,303396,805572244,17190,4263886271,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
012-lib0-t4-k256-r4c2-u4-b-,ok,ok,0,4,256,4,2,4,-,8082664,8098461,126.444,32768000000,1802161050,4037983224,71230551,74176,198848153,1740151,1795754476,4042895139,27002751,3204962310,850518887,1815744045,4042126117,601946744,186114268,1791957911,4043818532,174801883,11505970,214900892,165408565,19204733,1817135522,4041714961,1785306327,132838763,847203207,98746393,275005407,4041492215,1783913438,4040637916,1784111195,1036928033,74176,71230551,1740151,198848153,1802161050,4037983224,1803498110,312880,798170585,18193,4040806922,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
013-lib0-t4-k512-r1c1-u1-b-,ok,ok,0,4,512,1,1,1,-,9863807,9884255,103.599,32768000000,2181876720,4198377079,168402901,75065,198349281,1712358,2178251029,4199332986,296915621,7914749170,1253719352,2188610601,4202771549,1351284652,305856315,2179758575,4199549373,239527562,64732749,365154697,344913464,17046674,2183403840,4199647526,2188304348,316404416,374484279,352643986,492157487,4201715569,2176410423,4198781240,2176574730,1265226208,75065,168402901,1712358,198349281,2181876720,4198377079,2178087432,275834,1710868833,18219,4200426825,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
014-lib0-t4-k512-r1c1-u2-b-,ok,ok,0,4,512,1,1,2,-,9854558,9859891,103.855,32768000000,2184450592,4196022301,167777122,76496,198509111,1795374,2193253117,4204410843,298387826,7936220934,1254371996,2167433226,4196336853,1350547415,304508487,2190757179,4201784689,239947838,64927528,359722326,339473782,14812131,2171202759,4198364766,2193211329,317211916,374533201,352346022,492121296,4202507496,2184442322,4200373920,2184667777,1269493191,76496,167777122,1795374,198509111,2184450592,4196022301,2180335293,291102,1710825468,17836,4200325078,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
015-lib0-t4-k512-r1c1-u4-b-,ok,ok,0,4,512,1,1,4,-,9857394,9869023,103.759,32768000000,2163481407,4194843135,167363889,75709,198278500,1406693,2171713754,4197507805,296478538,7919286845,1252776163,2177362919,4197679568,1351300996,304224946,2174546934,4198334331,239635763,64677997,362793726,342613007,16622202,2178578064,4200166295,2171788948,315647046,374466754,352665754,492022882,4196291611,2183383343,4199363332,2183611203,1268813000,75709,167363889,1406693,198278500,2163481407,4194843135,2182131056,296403,1710200647,18216,4198240783,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
016-lib0-t4-k512-r2c2-u1-b-,ok,ok,0,4,512,2,2,1,-,8695513,8730085,117.296,32768000000,1947115673,4386587071,142461954,3080393,197189804,1653657,1961723853,4389858365,129751074,6813203197,1346125185,1952656985,4387293740,602367508,244855146,1948581286,4386484316,222179454,22290738,339186758,283843828,16346822,1954125594,4389501765,1961316742,231289626,554784295,225642291,352047135,4389264730,1964610815,4390346765,1964736779,1141757150,3080393,142461954,1653657,197189804,1947115673,4386587071,1958849562,333705,930973480,19048,4388081130,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
017-lib0-t4-k512-r2c2-u2-b-,ok,ok,0,4,512,2,2,2,-,8672135,8684653,117.909,32768000000,1911983261,4351497677,137969996,3072960,196884281,1387634,1947097840,4355930679,128603273,6756248364,1348387220,1932430519,4355026186,593680539,241630198,1954237884,4358073697,220799941,21717321,340886401,283808289,14842994,1950141729,4357200048,1952376345,234765623,567028133,218752354,328196401,4358066872,1969781308,4360469841,1969903698,1145012058,3072960,137969996,1387634,196884281,1911983261,4351497677,1963496199,325247,921086099,17426,4358024450,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
018-lib0-t4-k512-r2c2-u4-b-,ok,ok,0,4,512,2,2,4,-,8663308,8736916,117.204,32768000000,1922455205,4012425067,91890784,88431,197249022,1695779,1933723283,4015740754,145403423,6232568049,1147422327,1905409837,4012253966,649919588,215770548,1918709640,4012128827,193666523,22760579,346577944,285980289,14635960,1932450168,4015076830,1924147923,226547173,686836542,118971016,343120429,4013422480,1937357956,4016373233,1937572691,1126098058,88431,91890784,1695779,197249022,1922455205,4012425067,1924346953,305477,915704869,17672,4012992395,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
019-lib0-t4-k512-r2c4-u1-b-,ok,ok,0,4,512,2,4,1,-,8670048,8691095,117.822,32768000000,1916016682,4324648496,135620566,1572921,197727904,1606113,1944504743,4328118733,173287490,7643132082,1352041377,1923948595,4328205999,390541249,198007490,1924876377,4326805232,189426425,10620650,338151755,207585756,17208719,1961005803,4328949982,1925675608,246125924,598448945,154442644,358297891,4328707785,1937117199,4328420593,1937323462,1125669141,1572921,135620566,1606113,197727904,1916016682,4324648496,1936703559,394810,718784375,18093,4328147108,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
020-lib0-t4-k512-r2c4-u2-b-,ok,ok,0,4,512,2,4,2,-,8532220,8551126,119.750,32768000000,1889690835,3890875053,86853297,94109,197875139,1454932,1906436930,3893449040,244796965,7355943272,1124961761,1905733727,3893705357,459747903,212399755,1903119872,3893877879,201570844,10830898,337789149,200089253,10764580,1908601551,3895109953,1912909367,234474922,724526730,129316135,260539512,3894071818,1918116713,3894470380,1918347263,1114624766,94109,86853297,1454932,197875139,1889690835,3890875053,1908897206,305649,718407661,18056,3893188992,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
021-lib0-t4-k512-r2c4-u4-b-,ok,ok,0,4,512,2,4,4,-,8424611,8439089,121.340,32768000000,1890925861,3659892007,62562940,74409,197934223,1641376,1898741423,3661784278,259428486,7097157905,1069200539,1892014269,3660466503,462202048,236478047,1875820036,3659629756,224332008,11869122,351314855,211488865,11822389,1901043297,3662388174,1891095995,241546631,772593834,84134998,262738255,3659817732,1906692251,3661973659,1906912142,1108030266,74409,62562940,1641376,197934223,1890925861,3659892007,1902786434,307082,710723314,17960,3661277455,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
022-lib0-t4-k512-r4c2-u1-b-,ok,ok,0,4,512,4,2,1,-,7678985,7696046,133.055,32768000000,1658909140,4298575136,132956148,1576370,199280151,1786402,1732047934,4304887970,9692718,2970583787,1186724757,1701886738,4300927001,455337501,83706100,1717159631,4303229174,76895679,7058248,189229134,108697430,12108102,1719622187,4302577229,1728162878,147554396,595278942,135673035,377754826,4303091413,1728176671,4302968058,1728389734,1004167741,1576370,132956148,1786402,199280151,1658909140,4298575136,1729497222,345113,710517138,17882,4303032902,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
023-lib0-t4-k512-r4c2-u2-b-,ok,ok,0,4,512,4,2,2,-,7273491,7296396,140.343,32768000000,1689138086,3865620422,84757680,89220,198916114,2468384,1694678466,3868821951,13854122,2205040304,791591054,1640718927,3867912368,609968698,54142251,1664377368,3867279790,49533515,7554437,220950517,124067903,14954520,1701882130,3868071408,1682168699,117732973,724713908,128023761,267771841,3868476978,1705003236,3871210890,1705173653,990466900,89220,84757680,2468384,198916114,1689138086,3865620422,1694534652,326420,710260299,17815,3870223601,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
024-lib0-t4-k512-r4c2-u4-b-,ok,ok,0,4,512,4,2,4,-,7236606,7250588,141.230,32768000000,1636109968,3643752131,60071205,72722,198562773,1615634,1686075001,3645466994,27314451,3393856463,905664200,1691444456,3648082789,507745691,187933072,1682781443,3645589886,175233085,12355376,221950664,171124475,15871047,1691167467,3646552869,1697751225,114963435,817465619,78349167,267801689,3644482506,1724091535,3649044212,1724361572,1001766200,72722,60071205,1615634,198562773,1636109968,3643752131,1711495743,318738,705660363,19524,3647684506,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
025-lib0-t4-k768-r1c1-u1-b-,ok,ok,0,4,768,1,1,1,-,10510294,10530757,97.239,32768000000,2300401824,4208803416,167520871,77799,199062103,1792789,2305252893,4210147011,360441730,9588353954,1579895211,2299664898,4207354000,1267207090,364007543,2296953983,4207619093,299146013,66035559,482040090,435602859,20457131,2305582623,4210002790,2307900636,347055198,359016782,352317931,493569975,4211644178,2303094372,4210647141,2303227624,1338539883,77799,167520871,1792789,199062103,2300401824,4208803416,2306370884,270120,1710071370,17850,4210772531,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
026-lib0-t4-k768-r1c1-u2-b-,ok,ok,0,4,768,1,1,2,-,10467362,10487799,97.637,32768000000,2306615783,4211169081,168300029,76751,199059589,1938033,2306958459,4212316500,357716850,9552552572,1575495960,2319542362,4211722602,1269006998,363783788,2298813315,4208232105,297538087,66409233,477997240,432407793,17770473,2301057545,4209226067,2299986490,345049537,355880644,351373279,495325474,4209112503,2311222607,4212051055,2311442214,1343224291,76751,168300029,1938033,199059589,2306615783,4211169081,2318051842,272038,1711258594,17657,4214598262,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
027-lib0-t4-k768-r1c1-u4-b-,ok,ok,0,4,768,1,1,4,-,10474238,10495790,97.563,32768000000,2301315749,4205621627,166653603,77234,199019294,1661888,2305186073,4210774471,358689450,9576310068,1576845004,2313981527,4212223520,1267916086,364717152,2312339458,4212266905,298798821,66384985,479624322,433674901,18828994,2298492585,4208291824,2308445171,345894814,356872724,350992738,495120317,4211582221,2306250790,4211179893,2306511338,1340255741,77234,166653603,1661888,199019294,2301315749,4205621627,2308641180,282640,1710454943,18461,4211872269,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
028-lib0-t4-k768-r2c2-u1-b-,ok,ok,0,4,768,2,2,1,-,8786335,8799147,116.375,32768000000,1954917593,4393437457,144504230,1013542,197500126,1723204,1964603636,4398194069,140207760,7258402168,1400874549,1949951784,4394888287,548662113,291861267,1951346840,4395538280,266262667,25612507,334505250,297295998,19190969,1967438062,4398930034,1956411857,226282682,552885787,215459904,377281092,4397618604,1957484037,4395703579,1957715951,1137530766,1013542,144504230,1723204,197500126,1954917593,4393437457,1956427295,315720,936317835,18072,4397201824,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
029-lib0-t4-k768-r2c2-u2-b-,ok,ok,0,4,768,2,2,2,-,8855046,8865819,115.500,32768000000,1945767821,4364093986,140990091,1701190,197452058,1769698,1960828056,4369898364,138504241,7214014361,1399922880,1942513588,4364984251,534294098,290606614,1956891325,4369059742,265091824,26024698,330946697,295609239,13890949,1953193216,4367928690,1954151140,230624082,565562147,214535826,341573428,4367002781,1965309291,4370363283,1965521642,1142067691,1701190,140990091,1769698,197452058,1945767821,4364093986,1964009281,317314,922528038,17191,4367984860,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
030-lib0-t4-k768-r2c2-u4-b-,ok,ok,0,4,768,2,2,4,-,8869071,9079730,112.779,32768000000,1945746484,4017629162,94375650,83260,197422644,1801902,1936249039,4018440819,160001038,6700031713,1234660486,1939624696,4016488702,592217279,268074181,1931863370,4016570755,241920196,26760094,344560988,300421337,16095441,1942866261,4019668754,1937179609,230545804,684353702,116197203,343290819,4018108699,1946526533,4020644794,1946679128,1131461600,83260,94375650,1801902,197422644,1945746484,4017629162,1934821177,294388,917996281,17622,4018628312,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
031-lib0-t4-k768-r2c4-u1-b-,ok,ok,0,4,768,2,4,1,-,8449180,8471999,120.869,32768000000,1878927861,4330554470,135868578,1574645,198124978,1579705,1908304735,4336216663,149839431,7239924676,1334961644,1916837789,4335425281,367985883,209258551,1902192437,4335691390,197512679,12292899,284178640,191640530,11262886,1895711986,4333766103,1907867225,242089864,596822640,152855907,360316473,4335684246,1914586207,4335455716,1914873216,1112687416,1574645,135868578,1579705,198124978,1878927861,4330554470,1912265005,316981,721439568,17524,4336692252,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
032-lib0-t4-k768-r2c4-u2-b-,ok,ok,0,4,768,2,4,2,-,8428905,8462764,121.001,32768000000,1883077193,3906266596,88638691,72711,198100434,1799103,1879431174,3908448705,213904040,6903089652,1115089235,1890505678,3909005334,446485605,223547433,1895834310,3913546718,211312096,12691057,305979599,206302021,11924512,1873318946,3905373749,1863970279,221942330,730160220,119326586,264459800,3905025122,1884434626,3908593243,1884658373,1095037258,72711,88638691,1799103,198100434,1883077193,3906266596,1887423342,340648,721379446,17912,3909886476,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
033-lib0-t4-k768-r2c4-u4-b-,ok,ok,0,4,768,2,4,4,-,8501084,8529530,120.054,32768000000,1886989057,3669946287,64553377,73721,198640945,1813274,1869362276,3669440507,230396467,6820122853,1080802763,1879064885,3671024422,441329719,259312071,1891350481,3670935069,246761174,13251631,323680721,215292757,12981218,1875236522,3670394726,1865174572,229645100,775404684,85692237,263953082,3669316591,1872511498,3670293526,1872758663,1088059216,73721,64553377,1813274,198640945,1886989057,3669946287,1887573707,326919,715019028,18920,3674026424,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
034-lib0-t4-k768-r4c2-u1-b-,ok,ok,0,4,768,4,2,1,-,7656634,7683342,133.275,32768000000,1699577359,4299550865,132005648,1574370,199985004,1756193,1731102066,4302683801,8577242,2965931776,1192839785,1740847636,4307044692,461637421,80532240,1762056619,4304455420,73803477,7948857,187999521,110430963,11214474,1709126165,4299929373,1732916420,156715856,596314833,136947548,373025230,4302970913,1745461214,4304430026,1745703742,1013959350,1574370,132005648,1756193,199985004,1699577359,4299550865,1787410639,355133,710148558,18798,4301175432,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
035-lib0-t4-k768-r4c2-u2-b-,ok,ok,0,4,768,4,2,2,-,7645287,7675497,133.412,32768000000,1721511747,3872657961,85452357,89247,199741109,1873406,1716065745,3870253950,10047687,2334292708,834196264,1706966752,3868597953,605359098,54497835,1724798989,3872335054,47407841,8443889,236046891,132300231,13595087,1725872289,3872790879,1737146574,132605335,725557365,135407125,257019083,3875255327,1725936911,3872319363,1726160778,1003030375,89247,85452357,1873406,199741109,1721511747,3872657961,1728063384,305353,711379905,17130,3873091311,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
036-lib0-t4-k768-r4c2-u4-b-,ok,ok,0,4,768,4,2,4,-,7638583,7697599,133.028,32768000000,1708182187,3649498888,60772874,73647,198947704,1929458,1723402421,3650989468,21329945,3553843741,942051022,1689416178,3647899957,508368990,183307217,1677624528,3646056669,169404655,13729413,245073612,201559223,17548139,1715787511,3648082247,1722984432,121026491,813429039,83471345,262590188,3651283690,1709581311,3647320141,1709810981,993500216,73647,60772874,1929458,198947704,1708182187,3649498888,1704055346,288353,705085625,18088,3646411848,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
037-lib0-t4-k1024-r1c1-u1-b-,ok,ok,0,4,1024,1,1,1,-,10531149,10554681,97.019,32768000000,2320033273,3947417634,144570181,1082905,199529935,1808101,2330540152,3951375742,398056121,11004737158,1847301334,2325692981,3948666343,1086169012,453015738,2326016472,3950782001,374387478,79367008,507271536,449225362,18609577,2322795035,3948776274,2324447884,398330062,375934334,329812264,493906002,3947988896,2328266526,3949582662,2328433822,1353352458,1082905,144570181,1808101,199529935,2320033273,3947417634,2331131316,55544,1640828125,17802,3951675663,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
038-lib0-t4-k1024-r1c1-u2-b-,ok,ok,0,4,1024,1,1,2,-,10536186,10570854,96.870,32768000000,2314414452,3946891118,144341817,977395,199401481,1661059,2349257340,3949107738,399592241,10954566186,1832506048,2319938916,3946641483,1084983479,453582560,2325856874,3947883480,374356054,79334193,508650221,450855182,17011280,2322171423,3948098681,2329162499,398184398,375618702,329635461,494506820,3951435209,2325528770,3950166132,2325776034,1351467008,977395,144341817,1661059,199401481,2314414452,3946891118,2325921884,58254,1640541709,17974,3950771435,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
039-lib0-t4-k1024-r1c1-u4-b-,ok,ok,0,4,1024,1,1,4,-,10545391,10624095,96.385,32768000000,2326120033,3947798107,144705022,830698,199432508,1681544,2515173742,3954231112,483275550,12582556395,2021554881,2328031258,3948849633,1086517956,452468191,2322842991,3948202927,373883447,79193324,506360183,448360742,15584368,2320087181,3947816051,3297812556,497671229,373514377,314941514,486093203,3960524711,3269706334,3961073375,3269943792,2860998491,830698,144705022,1681544,199432508,2326120033,3947798107,3245333434,55657,1642789142,20147,3958411517,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
040-lib0-t4-k1024-r2c2-u1-b-,ok,ok,0,4,1024,2,2,1,-,8521761,8540597,119.898,32768000000,1902972471,4145824159,131766755,1571922,197666227,1642404,2806947610,4164922755,341005903,14028189544,2393738050,1913894990,4149316798,417868160,337621367,2031199783,4150117014,310949730,27208917,1085475993,968485839,19390359,2781773033,4156388815,2741940705,380657760,553009247,226326792,302986393,4153782619,2767934063,4158856721,2768097482,2363883225,1571922,131766755,1642404,197666227,1902972471,4145824159,2760280148,235915,873481142,20317,4156694710,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
041-lib0-t4-k1024-r2c2-u2-b-,ok,ok,0,4,1024,2,2,2,-,8530558,8585371,119.273,32768000000,1896403311,4123911386,129128149,1572420,197550824,1593256,2753221992,4135541975,311355268,13466414279,2358790102,1892308268,4122937945,409712916,336712238,1899781290,4125286676,312983304,24785061,1032416471,916595465,17935060,2707343726,4136141914,2696886212,374825315,559451008,215359111,286509261,4134522965,2736346645,4136439805,2736487897,2336040550,1572420,129128149,1593256,197550824,1896403311,4123911386,2725011418,213268,864234654,21210,4134502689,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
042-lib0-t4-k1024-r2c2-u4-b-,ok,ok,0,4,1024,2,2,4,-,8537531,8557341,119.663,32768000000,1896032568,3784842509,81830671,79571,197590214,1654172,2780636986,3796035770,361736546,13442952223,2288551753,1904203983,3788613084,461584050,324240368,1907571452,3789575278,297681784,27229760,1050452143,929689504,21290051,2709440156,3801098715,2727336664,376104569,672610734,113710729,306709378,3797555921,2751753006,3797990474,2751953212,2349814075,79571,81830671,1654172,197590214,1896032568,3784842509,2744961256,197902,862625938,19853,3797421483,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
043-lib0-t4-k1024-r2c4-u1-b-,ok,ok,0,4,1024,2,4,1,-,8512782,8527503,120.082,32768000000,1881373977,4117206030,129801472,824519,198149627,1765634,2851252831,4120829816,508333896,15434422302,2392570268,1898811139,4117463660,277172939,226167999,1893300163,4117372690,213073008,13194895,879612877,625471475,14230686,2537607379,4120796650,2769511340,385927977,599814248,151296028,320413178,4119280577,2804488727,4123281338,2804690197,2375738408,824519,129801472,1765634,198149627,1881373977,4117206030,2789868794,322422,668123712,19937,4122062897,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
