tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_buffers_store_cycles,perf_buffers_store_instructions,perf_buffers_store_offcore_requests_buffer_sq_full,perf_buffers_store_offcore_requests_outstanding_cycles_with_data_rd,perf_buffers_store_offcore_requests_outstanding_demand_data_rd_ge_6,perf_buffers_store_resource_stalls_sb,perf_execution_uops_cycles,perf_execution_uops_instructions,perf_execution_uops_resource_stalls_any,perf_execution_uops_uops_executed_thread,perf_execution_uops_uops_issued_any,perf_execution_uops_uops_retired_retire_slots,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_frontend_cycles,perf_frontend_idq_uops_not_delivered_core,perf_frontend_idq_uops_not_delivered_cycles_0_uops_deliv_core,perf_frontend_idq_uops_not_delivered_cycles_le_1_uop_deliv_core,perf_frontend_instructions,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_summary
207-lib1-t4-k256-r4c2-u--b64,ok,ok,1,4,256,4,2,-,64,16189545,17501134,58.510,32768000000,8627453622,20699107102,935851463,5457522,202302216,399835,9571831042,22068187318,28389065,4078440355,1845991461,8532558964,20525830707,23356051,4117334267,1410286,764750171,9871008409,22466773608,2818510000,24672130085,23247445095,22939164239,9998419681,22620474169,10012192139,10013354690,8743673893,547742916,78576381,116450267,20916717051,5457522,935851463,399835,202302216,8627453622,20699107102,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
208-lib1-t4-k256-r4c2-u--b128,ok,ok,1,4,256,4,2,-,128,15960632,19379881,52.838,32768000000,8872910001,19255235502,1054297175,2570843,203662238,488673,8471412802,18747044139,21564031,4563598286,2037143431,9625221360,20218998577,27285636,5641856400,2209949,1252339490,12591520991,24359633483,3092203550,27844917698,26025155033,25855004492,10675307281,21752983575,10688710022,10688990039,12203490041,1734730381,210589948,405913908,23872186886,2570843,1054297175,488673,203662238,8872910001,19255235502,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
209-lib1-t4-k512-r1c1-u--b16,ok,ok,1,4,512,1,1,-,16,27827519,28366709,36.099,32768000000,14295111075,43452317056,2382029960,5412772,203417513,416496,14189005177,43306521512,3832092,2530433454,2231252924,14283137983,43364653317,6412059,2968343483,550933,22180786,14242836922,43194097957,2819898223,54676204769,42665814066,42558783786,15214789215,44842335927,15224336524,15224445227,15517840814,1433494602,146505673,243212454,45093878658,5412772,2382029960,416496,203417513,14295111075,43452317056,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
210-lib1-t4-k512-r1c1-u--b32,ok,ok,1,4,512,1,1,-,32,29701514,31308785,32.706,32768000000,15328984269,41440258505,1527597055,11462157,203095948,430464,15478176733,41612022059,4811973,2438749633,2097544076,15488666319,41605443107,7496001,3345848435,888686,26153115,15277482648,41142488400,4039484661,53734899150,41516531513,41378015590,16096171964,42533543148,16099577354,16099647975,15542317709,869219758,126656022,188947958,41693299087,11462157,1527597055,430464,203095948,15328984269,41440258505,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
211-lib1-t4-k512-r1c1-u--b64,ok,ok,1,4,512,1,1,-,64,15370948,19299001,53.060,32768000000,8738476026,19993613251,894400009,1761576,201486317,463326,7952107339,18960134737,20770933,3671859795,1717204518,8506262936,19620481581,89350453,1919731374,35433643,22665200,8087887382,19028625190,2469272556,22159540035,20601230011,20480395859,8654703980,19856612801,8663382582,8663481922,8222707072,478623067,67907135,103797179,19272373196,1761576,894400009,463326,201486317,8738476026,19993613251,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
212-lib1-t4-k512-r1c1-u--b128,ok,ok,1,4,512,1,1,-,128,14059581,14426444,70.981,32768000000,7476518152,17307032447,588385068,1591718,204050170,413380,10229246066,21239642166,87618877,5274114196,1875838577,9610057464,20304224537,157910465,2414977956,75819993,26234552,9466611052,20072630338,2265494317,24252404342,22494088430,22416241712,9658969545,20389721660,9671937116,9672333230,8735547536,883148700,112205816,191044946,19076529598,1591718,588385068,413380,204050170,7476518152,17307032447,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
213-lib1-t4-k512-r2c2-u--b16,ok,ok,1,4,512,2,2,-,16,18277004,33420308,30.640,32768000000,11060918856,30863575385,2049708857,6690047,201625909,506491,10156209311,29622867133,6340942,3032311368,1483796423,9571308338,28822958472,13405645,2347923770,919773,27704627,9648111915,28899834837,1602556070,31264023659,29706299288,29331268705,10308071034,29842467731,10316126822,10316639267,10291573735,892123557,106199554,171195325,29812445260,6690047,2049708857,506491,201625909,11060918856,30863575385,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
214-lib1-t4-k512-r2c2-u--b32,ok,ok,1,4,512,2,2,-,32,19450533,19548795,52.382,32768000000,10358244762,26880021651,770460795,2143405,204184199,525675,10809168462,27595702885,32943001,3385252271,1540387731,10739262384,27459342362,88638066,1779933466,14725314,32964535,12021481119,29119858321,2855479565,32580026676,30392910486,30381986932,12091392677,29356361597,12104957516,12105763630,10952857343,862691283,105688778,173884726,27767047518,2143405,770460795,525675,204184199,10358244762,26880021651,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
215-lib1-t4-k512-r2c2-u--b64,ok,ok,1,4,512,2,2,-,64,15898554,16392053,62.469,32768000000,8352130218,20199076787,709744312,6364037,206459342,431168,9199604984,21437252770,66598120,4551973343,1880606263,9984944666,22416111878,128628001,3688087249,15681292,363852116,8891587338,21019053588,2711700304,23043450106,21583947330,21319543352,8327589625,20226445816,8330004718,8330381465,10561967696,1226567202,158921398,278700492,23331922422,6364037,709744312,431168,206459342,8352130218,20199076787,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
216-lib1-t4-k512-r2c2-u--b128,ok,ok,1,4,512,2,2,-,128,14436812,14895692,68.745,32768000000,7801773411,18599326831,783630724,3210221,206432639,427806,9464857783,21227665092,54570113,5367460197,2131045363,9095580331,20677183269,143603353,3465867016,15011354,602459212,7991936406,19230497506,2390360394,21079644428,19541291048,19327418786,8767324694,20268933676,8781452858,8781886697,9761750627,1148081744,146294926,264381019,21549524228,3210221,783630724,427806,206432639,7801773411,18599326831,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
217-lib1-t4-k512-r2c4-u--b16,ok,ok,1,4,512,2,4,-,16,17106197,17508701,58.485,32768000000,9881023745,27404188834,1016030550,3368789,201163753,485254,10941287037,28679803877,29309428,3401216953,1447729518,10260177518,27749862131,111876624,1623123524,6533455,33197677,11240735459,29123099179,1741292749,33303212221,31006074573,30625204202,10959408395,28710119843,10969793707,10970473511,8941172947,491814796,69901553,101033934,25892139319,3368789,1016030550,485254,201163753,9881023745,27404188834,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
218-lib1-t4-k512-r2c4-u--b32,ok,ok,1,4,512,2,4,-,32,17721974,18699721,54.760,32768000000,9405106937,26232717535,751809610,3176996,207113927,449115,10828276960,28175409318,90709092,4350163895,1753190357,9489320849,26190276566,157188189,2997448371,11334838,579321180,10630067795,27881829119,2188095944,30654611472,28791878614,28557637591,9498340312,26347891570,9500883434,9501809217,11230340029,1153517264,141272984,251314134,28774564568,3176996,751809610,449115,207113927,9405106937,26232717535,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
219-lib1-t4-k512-r2c4-u--b64,ok,ok,1,4,512,2,4,-,64,15013344,16743001,61.160,32768000000,8290276276,20070970012,965582876,3188383,204299963,442605,9216508141,21400617089,44001090,4774715024,1906969874,8135269613,19821328814,164371373,4706676194,9933327,892186842,9183405943,21289251770,2549080378,23662272275,21822554272,21686571467,9129152114,21206967565,9133966937,9134524254,10001192869,1201248969,148775639,262304713,22451559861,3188383,965582876,442605,204299963,8290276276,20070970012,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
220-lib1-t4-k512-r2c4-u--b128,ok,ok,1,4,512,2,4,-,128,15529256,18718389,54.706,32768000000,8898985366,18894553257,1134779644,4380725,208779565,523743,9529407584,19936291234,34180926,5130456459,2087354322,9108782755,19279181587,144450520,5915267511,10812931,1382116937,10575073947,21374236587,2965412938,24162462287,22409784953,22119332936,9463283012,19810689823,9468603399,9469022719,10352247618,1259493684,152522659,281020736,21026009358,4380725,1134779644,523743,208779565,8898985366,18894553257,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
221-lib1-t4-k512-r4c2-u--b16,ok,ok,1,4,512,4,2,-,16,16736672,16766684,61.073,32768000000,8844903863,26746129532,1364781326,3197125,201956176,491851,9031542788,27051245527,30630281,3137446174,1427480760,9237529962,27297235081,13560274,2385236933,1218643,40310945,8720277453,26499805507,1522137698,29020775234,27029574215,26918958646,10259214719,28667942860,10275738014,10276471337,10151384718,899261141,119639386,208776125,28567238552,3197125,1364781326,491851,201956176,8844903863,26746129532,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
222-lib1-t4-k512-r4c2-u--b32,ok,ok,1,4,512,4,2,-,32,17753225,18863852,54.284,32768000000,9255584517,25524233888,638114663,1698543,204137636,541780,9264033137,25654657544,61577882,3672668626,1680606763,9419464748,25763012077,27196067,2512106134,1804639,459453706,10765585257,27670326975,2318026656,30357142085,28607048798,28505698409,12095494039,29565340068,12107475426,12107632290,10533981250,818329623,109127224,197223373,27461375026,1698543,638114663,541780,204137636,9255584517,25524233888,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
223-lib1-t4-k512-r4c2-u--b64,ok,ok,1,4,512,4,2,-,64,15954451,16381640,62.509,32768000000,8518914933,20349019155,939401939,3181014,205167101,456344,8775472386,20884162755,28600425,4061904541,1829697304,8295421761,20135623865,23448150,3979501886,1076956,769799550,9461205474,21745587563,2851141665,23749699466,22257694733,22204412986,8332806486,20251702140,8334451337,8334574003,8355494959,433624599,63734796,89916106,20272223390,3181014,939401939,456344,205167101,8518914933,20349019155,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
224-lib1-t4-k512-r4c2-u--b128,ok,ok,1,4,512,4,2,-,128,15957132,16333359,62.694,32768000000,8304515350,18290481127,814131029,3335473,203964332,448187,9089469501,19453619718,21542374,4452943315,2030205690,9807432628,20375228982,27513026,5444004107,1786662,1256122031,10026534502,20700711399,3038275369,23138399010,21558287847,21341693290,8973320010,19249579394,8982275658,8982676575,8977904025,749157041,101014961,168180125,19250569659,3335473,814131029,448187,203964332,8304515350,18290481127,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
225-lib1-t4-k768-r1c1-u--b16,ok,ok,1,4,768,1,1,-,16,29658746,29713985,34.462,32768000000,15013508927,43489598896,2413687357,14464320,205763249,368665,14964729608,43414891363,3859052,3710407100,3195777164,14877663465,43600290825,6863835,2979797241,761990,19835295,15180791192,43551166774,3423893542,55455324209,43551109129,43151456538,15079685316,43527968596,15081354055,15081391718,15088086780,806171516,122351780,178726301,43740996630,14464320,2413687357,368665,205763249,15013508927,43489598896,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
226-lib1-t4-k768-r1c1-u--b32,ok,ok,1,4,768,1,1,-,32,30715006,30799830,33.247,32768000000,15648123868,41504865279,1533507781,3537235,206105818,382957,16500071193,42620602744,6408546,3393835426,2893650082,15407509993,40942217389,15339874,3160573381,492851,22207764,16577648496,42528724223,4533255742,55113679766,42820930113,42697701190,15875955574,41519831629,15877693295,15877836698,18049610520,1638476359,186906946,337697314,44561804265,3537235,1533507781,382957,206105818,15648123868,41504865279,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
227-lib1-t4-k768-r1c1-u--b64,ok,ok,1,4,768,1,1,-,64,16105620,16577977,61.769,32768000000,8395334189,19054799819,644714764,942331,204251503,418951,8197321167,18818581924,35831191,5433791973,2483096713,8378033085,18968156339,99677981,2309570066,34812447,24351977,9022010180,19845025873,2811914425,23199332488,21567704351,21567763658,8202216832,18907194619,8203610785,8203924600,8591497043,502879766,72107478,108978423,19326084981,942331,644714764,418951,204251503,8395334189,19054799819,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
228-lib1-t4-k768-r1c1-u--b128,ok,ok,1,4,768,1,1,-,128,14721134,15501496,66.058,32768000000,7706998831,17253170801,545969207,791416,206025753,418637,9350835904,19592734672,134054829,7247569276,2472726815,7704048464,17224448394,170276124,2294749614,71537800,27099719,9460116332,19705581574,2527036073,23660031755,21972384922,21917118336,8155575059,17931941593,8157417001,8157750324,10137714738,1291561907,146632017,269845335,20668195045,791416,545969207,418637,206025753,7706998831,17253170801,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
229-lib1-t4-k768-r2c2-u--b16,ok,ok,1,4,768,2,2,-,16,18530595,19612615,52.211,32768000000,9813665863,28990238628,1553156104,6686759,203523826,459851,11022127203,30712058813,9336546,3791294397,1726021559,9614227610,28602749939,15647693,2439214129,674990,28025430,9478642034,28480503668,1612025483,31104429089,29414556436,29216211358,11104266922,30786157697,11110675196,11110650403,11982057991,1509839196,179122498,308521908,31893945148,6686759,1553156104,459851,203523826,9813665863,28990238628,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
230-lib1-t4-k768-r2c2-u--b32,ok,ok,1,4,768,2,2,-,32,19698301,19767190,51.803,32768000000,10882411115,27431564119,970100997,3423605,205975204,476096,10235868719,26753626331,49100605,4170255839,1785464103,10185402044,26562401078,85799364,1775746277,13942296,32363982,11315759917,28135942601,2924704326,31038361535,29059127967,28928410394,11021173333,27763993836,11025731016,11026211851,10752635533,740804526,92338920,154492339,27403868772,3423605,970100997,476096,205975204,10882411115,27431564119,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
231-lib1-t4-k768-r2c2-u--b64,ok,ok,1,4,768,2,2,-,64,16183927,16203543,63.196,32768000000,8392064095,20222467755,705959520,4863736,206768150,434622,8407637145,20260296664,93459318,5428135895,2088083166,8474769715,20310849426,129066671,4151843937,14897785,402709961,8377403419,20097924770,2767169540,22229684966,20634031335,20481780412,8825233582,20845903979,8827648714,8827916655,8460241062,490698275,71986876,104587784,20317636544,4863736,705959520,434622,206768150,8392064095,20222467755,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
232-lib1-t4-k768-r2c2-u--b128,ok,ok,1,4,768,2,2,-,128,14639217,14656521,69.867,32768000000,7588109439,18468277214,720219769,4954417,206505697,343634,7776677739,18777432365,65997702,6218322946,2311792550,8436506893,19678341227,146354912,3887283206,14215219,639379143,7695446249,18685350241,2441749072,20419748719,18948731187,18656517084,7608202990,18576183614,7610116572,7610404072,8737097226,798135733,107051945,180793918,20166562616,4954417,720219769,343634,206505697,7588109439,18468277214,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
233-lib1-t4-k768-r2c4-u--b16,ok,ok,1,4,768,2,4,-,16,16879781,17910048,57.175,32768000000,9428234852,26513345825,841974864,2188496,205038216,422660,8883287413,25829463217,28284863,3837497488,1560660953,9018893964,25983434321,109218043,1697259517,6528729,40111137,8848662110,25780437865,1784976157,28819572121,26645731799,26475914115,9391697440,26544300085,9393795356,9394193176,8911204030,472762674,64755179,94647838,25879385194,2188496,841974864,422660,205038216,9428234852,26513345825,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
234-lib1-t4-k768-r2c4-u--b32,ok,ok,1,4,768,2,4,-,32,17801048,33202553,30.841,32768000000,10286704749,27326954718,1101020897,2395395,208373225,471069,9241664990,25948792776,100419739,4700438680,1830614370,9303663916,25938402616,159812793,3659278164,9017893,640460941,9207553688,25734950106,2231490241,28254745290,26274982825,26224580850,9729345399,26616903709,9731533444,9731615330,9318978879,495260805,65412562,97726595,26034137211,2395395,1101020897,471069,208373225,10286704749,27326954718,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
235-lib1-t4-k768-r2c4-u--b64,ok,ok,1,4,768,2,4,-,64,15056248,23605169,43.380,32768000000,8655595281,20459262434,1073493300,3342226,206457135,439796,9013474151,20990015620,49083270,5385101286,2007883873,7807851710,19262238318,172657177,5140809825,10075973,932633319,8913190904,20793354187,2612118876,23046833501,21226097631,21118508831,8551637974,20355227423,8559373668,8559385368,8107660674,519052598,71434707,106991882,19735659350,3342226,1073493300,439796,206457135,8655595281,20459262434,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
236-lib1-t4-k768-r2c4-u--b128,ok,ok,1,4,768,2,4,-,128,15575332,16051059,63.796,32768000000,8514204779,18376618588,969899437,4758069,207337903,458280,8287878574,18184613267,38155696,5859589976,2179824624,7923385287,17587877622,167322823,6159721236,8074694,1396202369,8395048704,18202759375,2974853026,20328530123,18639695859,18421931311,8354137881,18234067831,8356372035,8356683537,10296241841,1233882401,147691220,272184116,20897485646,4758069,969899437,458280,207337903,8514204779,18376618588,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
237-lib1-t4-k768-r4c2-u--b16,ok,ok,1,4,768,4,2,-,16,16779024,17322616,59.113,32768000000,9067603506,26684747354,1411092642,3270273,204749630,563830,9121998132,27073592669,26760793,3523346173,1500711902,8700163504,26396601507,13007444,2509527749,1073410,31117010,8757010650,26605068581,1533441840,29059902034,27182615359,26884764154,8873096589,26731933227,8874825283,8875299347,8851752799,451636324,68957062,106366447,26753895306,3270273,1411092642,563830,204749630,9067603506,26684747354,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
238-lib1-t4-k768-r4c2-u--b32,ok,ok,1,4,768,4,2,-,32,17897491,18403723,55.641,32768000000,9422264458,25764031788,629039759,2030001,202325515,580419,9212633773,25543488931,63420762,4045049223,1775070306,9678163785,26085402038,27484226,3895315824,1681882,522068146,9401271311,25841297673,2351979818,27639085547,26105784174,25887379812,11073065682,28073819506,11076578604,11077009959,9505344633,541146349,72408292,117303780,25945071822,2030001,629039759,580419,202325515,9422264458,25764031788,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
239-lib1-t4-k768-r4c2-u--b64,ok,ok,1,4,768,4,2,-,64,15922678,21209460,48.280,32768000000,8877571351,20965159452,1079132191,3185429,202657055,499898,9715945028,22146895374,31610682,4648148082,1946823675,8385593644,20321129897,24354905,5449177667,2139466,845537303,8367950744,20231632552,2817890745,21902205403,20461616583,20341918826,8552892219,20556544498,8555829594,8555846813,8870429678,580280979,79949565,128448538,20937997933,3185429,1079132191,499898,202657055,8877571351,20965159452,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
240-lib1-t4-k768-r4c2-u--b128,ok,ok,1,4,768,4,2,-,128,15629052,16145078,63.425,32768000000,8689964451,18745469915,994697654,3387397,206546159,556601,8114746273,18061767294,23877865,5150360570,2119573732,9162070300,19418012070,28756511,6159827379,3465650,1319768556,11330146784,22418873265,3074019448,25499771562,23775416920,23614173184,10058990871,20727602207,10064028094,10064185660,9936205389,1045209773,134084820,235939354,20551909414,3387397,994697654,556601,206546159,8689964451,18745469915,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
241-lib1-t4-k1024-r1c1-u--b16,ok,ok,1,4,1024,1,1,-,16,30152185,36199948,28.287,32768000000,15351049454,43929493114,2606886546,9357733,205739343,530928,15462237280,43912324070,4943785,4834414800,4167027480,15648158000,43995444174,6351688,3066268997,579412,21263260,15474055929,43608730502,3711375985,54944542662,43069612616,42835212293,15731668261,44086506338,15734412525,15734516873,15366272065,1166501623,117658090,179177930,43602203963,9357733,2606886546,530928,205739343,15351049454,43929493114,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
242-lib1-t4-k1024-r1c1-u--b32,ok,ok,1,4,1024,1,1,-,32,31639316,32328527,31.675,32768000000,16286975895,41901988528,1693410831,3305236,206369628,448948,17465137777,43232535846,7242339,4889494979,4212031046,16171773324,41453508915,8313386,3571987048,769738,23073815,16391475689,41744056126,4848930111,54203795360,42023453980,41962840545,16007041901,41083869130,16008708768,16010596660,17233309013,1078249407,143224292,241075795,42778638155,3305236,1693410831,448948,206369628,16286975895,41901988528,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
243-lib1-t4-k1024-r1c1-u--b64,ok,ok,1,4,1024,1,1,-,64,16557279,17776106,57.605,32768000000,8911548709,19515418990,796549735,1083918,206095426,402994,10180821382,21227801662,55664214,6547688416,3027737610,9469832812,20146754430,86600392,2279311204,6209852,22025393,10731891789,21938348709,2933524086,25984269380,24264794278,24223835416,9523920485,20435015700,9528788460,9528986331,9219424537,646534496,88844394,146618291,19848276779,1083918,796549735,402994,206095426,8911548709,19515418990,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
244-lib1-t4-k1024-r1c1-u--b128,ok,ok,1,4,1024,1,1,-,128,15329862,15782853,64.881,32768000000,8960940047,18411484368,928108403,1045347,208898155,469655,9141076927,18738989088,161547539,8921920266,3161402700,9235900926,18755591320,158357780,2497911841,47541971,23760032,10286273436,20217466434,2901484102,24444121255,22679019861,22704865646,8938014488,18381854191,8946193261,8946510882,8382931372,511988743,71799849,116674628,17581214818,1045347,928108403,469655,208898155,8960940047,18411484368,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
245-lib1-t4-k1024-r2c2-u--b16,ok,ok,1,4,1024,2,2,-,16,18502592,19072826,53.689,32768000000,9710968560,28761203691,1504052539,3242230,203219260,440333,10559532717,29997274119,9377594,4384219113,1886365371,10673934086,30041091537,8828133,3194029212,717297,27690104,10565466643,29947011743,1796454371,32494349979,30852180694,30630171107,10662317257,29994725409,10667255099,10667440460,10645934700,931958475,108512757,184443402,29994190245,3242230,1504052539,440333,203219260,9710968560,28761203691,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
246-lib1-t4-k1024-r2c2-u--b32,ok,ok,1,4,1024,2,2,-,32,19824953,24017740,42.635,32768000000,10954698850,27382747254,947841362,3454283,205225584,456268,10531240406,26850395746,60312682,4916744651,2001373394,11773318598,28469145111,75948457,1933762734,5025290,36018095,11276237028,27849266940,2971259975,30575801514,28649205761,28478907749,10320496204,26596041098,10322159762,10322373085,10234362743,604982174,78737748,116323162,26527272057,3454283,947841362,456268,205225584,10954698850,27382747254,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
247-lib1-t4-k1024-r2c2-u--b64,ok,ok,1,4,1024,2,2,-,64,16176414,16227971,63.101,32768000000,8691260224,20405098021,790971529,3361102,207660534,389284,8385598210,20080618176,122446205,6239081747,2327561212,10374966101,22723814308,117356508,4498380094,6309620,442347400,8970095572,20807755610,2872094189,22967649681,21391589535,21222110829,8405084048,20069832908,8406777585,8406958894,8935890774,606463615,85944658,133205234,20833676332,3361102,790971529,389284,207660534,8691260224,20405098021,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
248-lib1-t4-k1024-r2c2-u--b128,ok,ok,1,4,1024,2,2,-,128,14597375,14627510,70.005,32768000000,7600417035,18294734193,720279616,3106329,207129422,413934,8887594395,20191838131,84105594,6914164572,2529125416,8034827145,18978515539,131965363,4148414926,7410483,715647291,7731723130,18531912078,2520507427,20289061196,18746684521,18539168933,7804089557,18642653637,7805950011,7806093849,7849749684,480917188,74406307,113888677,18783166429,3106329,720279616,413934,207129422,7600417035,18294734193,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
249-lib1-t4-k1024-r2c4-u--b16,ok,ok,1,4,1024,2,4,-,16,17078814,17518521,58.452,32768000000,9023249394,25792740422,707427968,1838416,206286096,436692,8884918386,25718901808,31292074,4270221119,1669507905,8854390888,25540017143,113342115,1725678210,6505098,25783729,9400232189,26391624716,1831423078,29620434327,27417968926,27365518800,9041094316,25914312375,9043802669,9044014618,9274382711,584575198,77327788,120053492,26203291740,1838416,707427968,436692,206286096,9023249394,25792740422,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
250-lib1-t4-k1024-r2c4-u--b32,ok,ok,1,4,1024,2,4,-,32,17892053,19401257,52.780,32768000000,10212893442,27078074512,1053818159,1991160,208512062,376903,9147647382,25650932986,120304643,5299579837,1933938222,10072364576,26820828548,157933099,3617326627,10724347,686170690,10675105644,27716960967,2304227272,30475747920,28581061692,28444493048,9431556309,26032554105,9433613707,9433915070,9450179331,536970102,70415194,107454319,26058180773,1991160,1053818159,376903,208512062,10212893442,27078074512,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
251-lib1-t4-k1024-r2c4-u--b64,ok,ok,1,4,1024,2,4,-,64,15102503,15208873,67.329,32768000000,8273239564,19656043761,878728123,1688978,208091069,620275,7982071159,19481227984,53211660,6026758559,2111392222,7915129698,19333058190,173171503,5246120726,10420767,1011342065,9355925979,21290716455,2681884244,23622212662,21783102647,21710103349,7951835951,19407688822,7953497664,7953933696,8091406773,478664512,63761159,96318520,19571157910,1688978,878728123,620275,208091069,8273239564,19656043761,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
252-lib1-t4-k1024-r2c4-u--b128,ok,ok,1,4,1024,2,4,-,128,15323980,18100824,56.572,32768000000,8321964576,18024191969,919689232,2047202,211277899,479171,8623379528,18599728548,43439712,6453712261,2275590980,8091535239,17747366380,172768515,6196340997,8443268,1444249015,8367244455,18182434604,3019881498,20049677688,18364369656,18295355220,9028075826,19086675607,9030671677,9030833108,9987297912,1082672121,135410897,246525250,20383837554,2047202,919689232,479171,211277899,8321964576,18024191969,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
253-lib1-t4-k1024-r4c2-u--b16,ok,ok,1,4,1024,4,2,-,16,16636023,18085495,56.620,32768000000,8796255986,26570103750,1354485098,1841318,202305822,568816,8652211056,26344266957,22094913,3939720738,1577842448,8732595626,26350556628,8652032,2432342793,1410835,39902834,9569870788,27594962003,1564478824,30271567315,28284907702,28238294404,9735475797,27880910629,9739754578,9739862892,11043646044,1160995787,146768992,267840277,29687070511,1841318,1354485098,568816,202305822,8796255986,26570103750,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
254-lib1-t4-k1024-r4c2-u--b32,ok,ok,1,4,1024,4,2,-,32,17891419,18567520,55.150,32768000000,9689999639,25947897984,760297588,1937595,204448377,559912,10044961373,26544158050,58463901,4678394578,1872750442,9761711805,25982861284,25150258,4262886736,3664445,608315000,9452800397,25690424616,2385667621,27735609579,26183265704,25976778183,10296496480,26860330034,10308936897,10309133306,9293995515,429851341,64755474,98809917,25515871870,1937595,760297588,559912,204448377,9689999639,25947897984,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
255-lib1-t4-k1024-r4c2-u--b64,ok,ok,1,4,1024,4,2,-,64,15993134,16610529,61.648,32768000000,8371570345,20195735221,830999367,1620950,201697568,414881,8441677222,20255455653,27860516,5027779970,2036456434,8441945457,20348004361,20561436,5995546412,1374058,907990302,9321115219,21489770523,2891091488,23329236465,21890172712,21790045731,8402154781,20223862736,8405068678,8405515302,8929475741,581415282,78448454,126973766,20965367127,1620950,830999367,414881,201697568,8371570345,20195735221,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
