tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_buffers_store_cycles,perf_buffers_store_instructions,perf_buffers_store_offcore_requests_buffer_sq_full,perf_buffers_store_offcore_requests_outstanding_cycles_with_data_rd,perf_buffers_store_offcore_requests_outstanding_demand_data_rd_ge_6,perf_buffers_store_resource_stalls_sb,perf_execution_uops_cycles,perf_execution_uops_instructions,perf_execution_uops_resource_stalls_any,perf_execution_uops_uops_executed_thread,perf_execution_uops_uops_issued_any,perf_execution_uops_uops_retired_retire_slots,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_frontend_cycles,perf_frontend_idq_uops_not_delivered_core,perf_frontend_idq_uops_not_delivered_cycles_0_uops_deliv_core,perf_frontend_idq_uops_not_delivered_cycles_le_1_uop_deliv_core,perf_frontend_instructions,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_summary
087-lib0-t8-k1024-r1c1-u4-b-,ok,ok,0,8,1024,1,1,4,-,15613830,16499830,62.061,32768000000,8537638557,19605776024,1032742202,7511089,136120412,432334,8498744319,19570727840,4890591,5738525466,3462901885,8544528884,19578382036,18174298,2930008353,637723,16253599,8679292901,19657957636,2237787451,21258718193,21618650496,21506166122,8592469539,19654870442,8594109405,8595339380,8559993282,696187290,96161217,156069102,19558232111,7511089,1032742202,432334,136120412,8537638557,19605776024,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
088-lib0-t8-k1024-r2c2-u1-b-,ok,ok,0,8,1024,2,2,1,-,14580185,16036749,63.853,32768000000,8388542172,18656649290,958871322,2532200,131683540,426058,8866870296,19120386049,5577311,3457590429,2638745710,9100210272,19526631433,7649253,2454375626,453531,20675476,9246405859,19584719009,2797014703,20053028694,20032265997,19770648301,8895092635,19269551236,8898185865,8898315235,9144293385,1470539969,101069372,181862127,19386310458,2532200,958871322,426058,131683540,8388542172,18656649290,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
089-lib0-t8-k1024-r2c2-u2-b-,ok,ok,0,8,1024,2,2,2,-,14962994,15010115,68.221,32768000000,7983357290,18054106288,756848849,2894438,131834404,490800,7980991345,18006418475,4689579,3738468986,2299014844,9081706534,19473796223,9079078,2011172007,329320,21255895,8573337009,18801571641,2538668515,19413973204,19361474603,19243816769,8700665735,18972753006,8712933770,8713590951,8277335504,693083493,94812517,160071195,18382074795,2894438,756848849,490800,131834404,7983357290,18054106288,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
090-lib0-t8-k1024-r2c2-u4-b-,ok,ok,0,8,1024,2,2,4,-,14789322,15204953,67.346,32768000000,7481779837,17531045646,621790682,1336247,131123524,391825,7615540643,17812230862,4895517,3659346330,2030004706,7381463132,17423497249,12790628,2635517154,431273,18757409,7553067687,17683262591,2211529407,18164864036,18124817266,17997441866,7541234615,17721322707,7542849004,7542880779,8265796293,864444628,112617625,193980169,18667304274,1336247,621790682,391825,131123524,7481779837,17531045646,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
091-lib0-t8-k1024-r2c4-u1-b-,ok,ok,0,8,1024,2,4,1,-,14686718,16475589,62.153,32768000000,8128649826,18248747738,778191893,2255663,128394890,406412,8149678537,18274023811,4710759,4464658332,2645650509,9181321306,19620909701,25355899,2552005360,742852,24378699,8231735724,18298438398,2542673979,21500131727,19127794599,19010892531,8074700518,18155345852,8076431104,8076731824,8077617093,602674129,84002465,138749468,18180387043,2255663,778191893,406412,128394890,8128649826,18248747738,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
092-lib0-t8-k1024-r2c4-u2-b-,ok,ok,0,8,1024,2,4,2,-,15394975,18044059,56.750,32768000000,7997291017,17875327144,739001668,2014654,129946800,445835,9028408380,19258437889,7106485,4044943509,2298296775,8022454216,17877012952,21749600,1920826765,815952,21313888,7882859522,17553363593,2483626440,20612794736,18212666554,18216596276,7864013852,17595077695,7865844842,7866386990,7935633607,604735562,85078015,145935506,17687998422,2014654,739001668,445835,129946800,7997291017,17875327144,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
093-lib0-t8-k1024-r2c4-u4-b-,ok,ok,0,8,1024,2,4,4,-,16230170,16748163,61.141,32768000000,8229813723,18492518872,852614373,2055868,129596286,377734,8146555139,18384264740,4670140,4415289631,2458206873,8348487873,18603104500,26314352,2967574454,994360,21612936,8556388190,18844136589,2595816407,22280997206,19665197087,19604379475,8382541598,18643430193,8384885830,8385077823,8325754584,633803024,88185915,149222619,18582801256,2055868,852614373,377734,129596286,8229813723,18492518872,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
094-lib0-t8-k1024-r4c2-u1-b-,ok,ok,0,8,1024,4,2,1,-,14196040,14673095,69.788,32768000000,7546010497,17362255628,707703696,1990701,120158439,507316,7826282055,17767987103,4527504,3548679870,2309447336,7865231117,17695571364,8383647,2731568727,432460,22062213,7853344153,17697858398,2472133788,18073292336,18006770634,17930830158,7874112116,17757710717,7876527974,7876552755,7949172766,677423903,92023251,148105381,17791902025,1990701,707703696,507316,120158439,7546010497,17362255628,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
095-lib0-t8-k1024-r4c2-u2-b-,ok,ok,0,8,1024,4,2,2,-,14728527,17790600,57.558,32768000000,7739593249,17302810996,685635142,2092485,119681759,468989,8270881487,17999407204,5581183,3640612931,2460495405,8687627885,18596557271,6451013,2098528180,269981,22823376,8663145470,18459675868,2519075544,19380007836,19238032542,19187857621,9508084884,19704903245,9525196542,9525530681,8514329665,860076733,111634483,195587054,18346027032,2092485,685635142,468989,119681759,7739593249,17302810996,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
096-lib0-t8-k1024-r4c2-u4-b-,ok,ok,0,8,1024,4,2,4,-,14421974,16084275,63.665,32768000000,8337802660,18797057275,1008569891,2270039,120282973,441349,9310657218,20166116395,7835078,3518495609,2225112281,9334201582,20144385621,7058683,2960151218,558206,22944595,8519996123,18972630477,2453011890,19493115463,19475267600,19418773016,9387534025,20202403854,9399180799,9399411556,8014541111,679947306,93667492,156141890,18396638731,2270039,1008569891,441349,120282973,8337802660,18797057275,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
097-lib0-t16-k256-r1c1-u1-b-,ok,ok,0,16,256,1,1,1,-,16995077,31623269,32.381,32768000000,10203563894,22167431206,1673335957,2902132,98895167,499450,9516511612,21290255262,6916535,4490887310,2634474262,9402906171,20998371473,16244242,1876567534,1004113,19714570,9886584265,21627142437,2339016191,23461839868,23748474697,23620847396,10530287526,22558756569,10545517549,10545893051,8950693076,718594018,98210164,165024634,20370210085,2902132,1673335957,499450,98895167,10203563894,22167431206,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
098-lib0-t16-k256-r1c1-u2-b-,ok,ok,0,16,256,1,1,2,-,16966854,20108171,50.925,32768000000,9489884061,21137702097,1388001415,2683605,100641662,483279,11258266100,23591247541,10384878,5207978904,2920193705,9965564278,21730047453,14411792,1618511994,696008,20073883,10574742026,22628572753,2321348102,24720077543,25014105431,24813305102,10566971875,22611884588,10572817459,10573137933,10570563249,1258935342,160115975,293735236,22611417127,2683605,1388001415,483279,100641662,9489884061,21137702097,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
099-lib0-t16-k256-r1c1-u4-b-,ok,ok,0,16,256,1,1,4,-,16979444,18375918,55.725,32768000000,9505233941,21150584063,1354777473,2716310,95554428,548255,9959019299,21916502686,7731213,4430322266,2626350745,9578499171,21249680647,13907609,1699970604,746179,18762319,10248143640,22148448558,2292023025,24340516750,24540005406,24467978970,9946448961,21777141061,9958216739,9958363271,9265119246,833999636,112287818,190909661,20792963378,2716310,1354777473,548255,95554428,9505233941,21150584063,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
100-lib0-t16-k256-r2c2-u1-b-,ok,ok,0,16,256,2,2,1,-,17734406,18712246,54.724,32768000000,9808339873,20686109159,1481180832,7894517,97438792,477855,11699203127,23382971062,10874389,2619683874,2227989715,11439875386,23070783865,9034648,1450282223,554050,21016325,10273447706,21278680985,2712098995,22332361288,22274147164,22056513548,11067543533,22302494858,11076081398,11076456651,11231223225,1988278779,194590358,356498577,22620305916,7894517,1481180832,477855,97438792,9808339873,20686109159,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
101-lib0-t16-k256-r2c2-u2-b-,ok,ok,0,16,256,2,2,2,-,15819131,15930560,64.279,32768000000,8515021729,18863568400,949718445,1689589,105798325,460131,8931567813,19540771881,6446495,2887021854,2036298849,9270155059,20016057639,7982156,1359972604,341950,20521908,9095545378,19710149553,2567477785,20523657923,20424953303,20307251932,9539643854,20359961185,9550141968,9550615914,8679128252,791089627,103773476,179378061,19158580663,1689589,949718445,460131,105798325,8515021729,18863568400,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
102-lib0-t16-k256-r2c2-u4-b-,ok,ok,0,16,256,2,2,4,-,14970745,14993032,68.298,32768000000,8023275861,18528476286,823106941,1679907,94352731,448547,7849081144,18465311892,5274404,2421822057,1451067194,8141958521,18755015395,8844075,1920056612,642626,20362586,8441016977,19041255276,2209373877,19974680026,19845154024,19785287205,8215443312,18810062710,8219873117,8220275124,8381530966,846353020,110269556,192737047,19073676405,1679907,823106941,448547,94352731,8023275861,18528476286,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
103-lib0-t16-k256-r2c4-u1-b-,ok,ok,0,16,256,2,4,1,-,16138706,16972136,60.334,32768000000,8886888382,19639889608,1064148801,1913746,97721959,498474,8364884437,18822360234,5146438,3445492129,2268471202,8720696752,19154008999,16613443,2194601578,503156,20706560,8940512674,19615637861,2450710206,23089864174,20691682630,20594509763,8610097332,19159921166,8613147080,8613871686,9529054042,1091163597,138876471,248374868,20508424993,1913746,1064148801,498474,97721959,8886888382,19639889608,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
104-lib0-t16-k256-r2c4-u2-b-,ok,ok,0,16,256,2,4,2,-,15715074,15805932,64.786,32768000000,8316697122,18465287536,845666653,2505002,96666905,449493,9357281107,19873332411,7445700,3541220760,2188260295,8445041183,18493415246,16302329,1528486609,702419,20296164,8660091845,18968713931,2438454882,22098708564,19800009013,19581014662,8441483125,18587870044,8443985060,8444272501,8398452757,752205068,100030228,167846949,18472287875,2505002,845666653,449493,96666905,8316697122,18465287536,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
105-lib0-t16-k256-r2c4-u4-b-,ok,ok,0,16,256,2,4,4,-,15142004,18221971,56.196,32768000000,8914393138,19640871645,1095560447,1837424,123143974,451435,10292423027,21770354642,9255168,2987583983,1950447057,8970302074,19784959867,16696636,2309959896,802379,18917806,9085262832,19980551736,2456711864,23628789293,20992945854,20891988253,8890105825,19628042939,8894464217,8894862500,8876810675,836385380,110492374,191311267,19682209538,1837424,1095560447,451435,123143974,8914393138,19640871645,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
106-lib0-t16-k256-r4c2-u1-b-,ok,ok,0,16,256,4,2,1,-,15051051,18733627,54.661,32768000000,8424089743,18774688533,1050875649,1475532,95343933,516871,8959899849,19672125570,7120646,1953874444,1398554320,8109465216,18364003504,8457967,1965388367,429666,20203501,8277056832,18705695214,2310941710,19295947171,19198204404,19107176499,9069330960,19773141728,9073592328,9073597555,8321342420,800185284,105379597,182248525,18764578094,1475532,1050875649,516871,95343933,8424089743,18774688533,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
107-lib0-t16-k256-r4c2-u2-b-,ok,ok,0,16,256,4,2,2,-,14367812,15005313,68.242,32768000000,8346743979,18328881229,919012091,3268961,95341504,486829,8366716896,18341743707,5759010,1919789102,1450512937,8613948731,18634134267,8547311,1553398338,518197,21812774,7926376941,17626319956,2474468131,18335400212,18197528791,18168902796,9056520924,19333853812,9063280004,9063612413,8139826006,707442305,93506950,161786075,18048480110,3268961,919012091,486829,95341504,8346743979,18328881229,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
108-lib0-t16-k256-r4c2-u4-b-,ok,ok,0,16,256,4,2,4,-,15179026,15220645,67.277,32768000000,8057044523,18857181838,932678799,1282320,95101752,551548,8066298763,18892309511,5452320,1725193580,1197142502,8464372194,19259580477,8407798,2289213055,437824,20958897,8342886499,19214380270,2269829106,19741930216,19708599031,19639258090,8274366890,19098532539,8278013668,8278289382,8110945064,706341937,91890556,157869295,18827561384,1282320,932678799,551548,95101752,8057044523,18857181838,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
109-lib0-t16-k512-r1c1-u1-b-,ok,ok,0,16,512,1,1,1,-,16726361,16757976,61.105,32768000000,9070309198,20440061415,1273718081,8916788,103320133,414639,9173154749,20612889836,6420096,5097941500,3065257810,9099257256,20481857954,15613839,2031236276,588615,17823937,9432731438,20851295430,2172186355,22736285953,23031112944,22974834132,9223365674,20748515352,9228522487,9228775386,9031080246,851839574,123537431,204240368,20380841297,8916788,1273718081,414639,103320133,9070309198,20440061415,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
110-lib0-t16-k512-r1c1-u2-b-,ok,ok,0,16,512,1,1,2,-,16686355,16735085,61.189,32768000000,9164591896,20622636279,1294722234,8761173,114287804,425302,11123850585,23333403990,10135402,4906102078,2937076940,9169677812,20538344639,15537716,2016998173,515464,19717365,8872378039,20087911451,2173436429,21809395308,22156550251,21971907161,8714361473,19953632548,8717008391,8717207933,9810131666,1126382884,154790796,262806253,21480990736,8761173,1294722234,425302,114287804,9164591896,20622636279,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
111-lib0-t16-k512-r1c1-u4-b-,ok,ok,0,16,512,1,1,4,-,16708723,16723284,61.232,32768000000,9580140188,21214551174,1481448074,8395478,106026441,421825,8911255440,20288378207,5676918,4766292981,2888369707,9777828218,21378635822,17358006,1870219360,609148,18666508,9445761629,20954651631,2130057207,22843715907,23174710514,22960974710,9136987489,20511439319,9140796532,9141226930,9132177117,900637627,128573164,208047303,20484812037,8395478,1481448074,421825,106026441,9580140188,21214551174,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
112-lib0-t16-k512-r2c2-u1-b-,ok,ok,0,16,512,2,2,1,-,17425617,19229676,53.251,32768000000,9630305289,20373673120,1514115830,4599076,104252991,429678,10071598471,21002153533,8103082,2715058476,2306653215,10056166446,21038441483,7950400,1920441857,291374,18500614,10703737074,21777570053,2731576096,22870242924,22742125134,22521841300,9576461827,20206524146,9581576462,9581863926,10235505962,1793402815,149448935,269824186,21069424749,4599076,1514115830,429678,104252991,9630305289,20373673120,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
113-lib0-t16-k512-r2c2-u2-b-,ok,ok,0,16,512,2,2,2,-,15357668,15418923,66.412,32768000000,8407743703,18788892950,944937560,1300665,98963986,462337,8503601691,19004446153,6059465,2788006394,1994413325,8503190292,18853598514,7657558,1501304192,390522,18530790,8559899194,18968207639,2410060271,19783332833,19661983750,19561807761,8320181547,18693159087,8323777786,8323903488,8399038641,757817520,98948199,171147601,18757068767,1300665,944937560,462337,98963986,8407743703,18788892950,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
114-lib0-t16-k512-r2c2-u4-b-,ok,ok,0,16,512,2,2,4,-,14531166,14558754,70.336,32768000000,7832363199,18084294959,773453110,1281381,101819218,500822,7821735652,18311316789,5440405,2453021383,1464895682,7704165937,18048005652,10295157,1795514436,436298,16474316,7800209112,18185848114,2085330363,18938602353,18809635830,18791286903,7985052101,18470168907,7987746975,7988102726,8039437184,782719206,104217098,176147753,18569952220,1281381,773453110,500822,101819218,7832363199,18084294959,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
115-lib0-t16-k512-r2c4-u1-b-,ok,ok,0,16,512,2,4,1,-,15937214,15999056,64.004,32768000000,8312887516,18634421769,904293984,2777063,110665150,529896,8362069722,18836222879,5515968,3224589684,2144721907,8354767796,18666547366,18225754,2135356429,475135,16896196,8910874614,19472462989,2412991292,22992770764,20528012832,20482996794,8320512700,18671311242,8323929973,8324195641,8197448235,693749322,93274452,155997769,18504337391,2777063,904293984,529896,110665150,8312887516,18634421769,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
116-lib0-t16-k512-r2c4-u2-b-,ok,ok,0,16,512,2,4,2,-,15324951,18335620,55.848,32768000000,9007476597,19258554070,1134933842,1559415,111996109,441631,9020480969,19360594934,7251321,3326182501,2072461170,8729238222,18878564143,17623883,1537382567,400423,18174199,9937133226,20597715843,2437689743,24396884380,21902850744,21906456805,9714941184,20296554209,9730314315,9730684285,8281281254,760248965,100033653,166385329,18288946507,1559415,1134933842,441631,111996109,9007476597,19258554070,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
117-lib0-t16-k512-r2c4-u4-b-,ok,ok,0,16,512,2,4,4,-,15901242,22365128,45.786,32768000000,9045548741,19835670690,1242137661,2937834,106138175,482045,8451392432,19118010416,5825779,3092111343,1993941080,9116193323,19985397764,18081845,2521089043,628634,18429795,9039221828,19772304645,2390159628,23618430843,20913803417,20837862495,8714681715,19342027580,8720231750,8720496296,8798373560,856107062,113076968,198658572,19529411373,2937834,1242137661,482045,106138175,9045548741,19835670690,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
118-lib0-t16-k512-r4c2-u1-b-,ok,ok,0,16,512,4,2,1,-,14749788,16337934,62.676,32768000000,8861352744,19260636187,1256603654,2708559,102508736,533829,8604195385,19028107242,6481890,1970371698,1410523312,8491355482,18815676712,11452130,2087189140,381103,19182757,8720089380,19231498191,2174959359,20066510314,19969462484,19833090994,8876875729,19386549879,8891126804,8891056471,8539811371,986567943,136165008,225412002,18938649942,2708559,1256603654,533829,102508736,8861352744,19260636187,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
119-lib0-t16-k512-r4c2-u2-b-,ok,ok,0,16,512,4,2,2,-,14934758,17987067,56.930,32768000000,8342057907,18258431078,927549592,2472429,95567909,531792,8231447284,18220224354,5788107,1760186697,1398217926,9475684576,19931212735,9956234,1483582358,363970,19864366,9918030975,20501969510,2340967679,21923484693,21715811879,21642045767,11073735692,22111712187,11096310626,11096690692,10491355129,1583764653,194903200,364239216,21325275124,2472429,927549592,531792,95567909,8342057907,18258431078,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
120-lib0-t16-k512-r4c2-u4-b-,ok,ok,0,16,512,4,2,4,-,14932473,16177785,63.297,32768000000,8704668081,19496468663,1235751416,2802822,103714387,483018,8834915409,19712378743,7003581,1934770808,1373163239,9068489493,20045428954,12280273,2508225085,478371,19463432,8535078057,19316119839,2199780243,19918792116,19967182080,19771207875,8972936829,19933134622,8984855280,8985088181,8717775819,976253510,129284151,224335005,19671274227,2802822,1235751416,483018,103714387,8704668081,19496468663,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
121-lib0-t16-k768-r1c1-u1-b-,ok,ok,0,16,768,1,1,1,-,16687568,23603609,43.383,32768000000,10694313929,22661477253,1899653799,8054005,127886448,413198,8983105457,20362079891,5930887,5213087774,3079869563,9103880856,20579674104,21850815,2238918779,806485,18227672,9439970841,20974479078,2140124437,22798267842,23138270749,22935305925,9106436973,20516795788,9110706422,9110951781,9543100381,1060756340,136124673,230093158,21078552026,8054005,1899653799,413198,127886448,10694313929,22661477253,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
122-lib0-t16-k768-r1c1-u2-b-,ok,ok,0,16,768,1,1,2,-,16703137,17169965,59.639,32768000000,9634112808,21333174474,1503410007,7788151,113069441,528869,10821569310,22977302635,9989578,4420241760,2706108518,9724502955,21334534744,24289330,2342956728,946127,18818255,10164958260,21908450959,2131889242,24277141455,24472465502,24335579466,11281403506,23427166843,11287649950,11287625659,9307982709,1014937033,136606170,225013535,20791443892,7788151,1503410007,528869,113069441,9634112808,21333174474,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
123-lib0-t16-k768-r1c1-u4-b-,ok,ok,0,16,768,1,1,4,-,16719555,20099868,50.946,32768000000,8954143762,20283496489,1175457109,7633191,133900361,459417,8942354199,20261145888,5874125,5124027612,3029119075,9308046436,20718093007,25723477,2379970777,826971,19442414,9363219497,20993323889,2063559946,22792887035,23166413963,22975405717,9196558707,20626492747,9203668948,9204015941,9076562477,954144212,128718651,211809652,20441319576,7633191,1175457109,459417,133900361,8954143762,20283496489,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
124-lib0-t16-k768-r2c2-u1-b-,ok,ok,0,16,768,2,2,1,-,17497063,17535067,58.397,32768000000,9476050740,20292917041,1344383601,4447789,119001490,578827,11084515890,22315164316,11187941,2774844863,2295012990,8578123567,19184623106,13818655,3444229697,326180,18798870,9773347834,20773050746,2563738842,21431451768,21368937821,21261058629,9576095402,20181848358,9582172059,9582098174,10582177703,1935764575,172927117,312243729,21719654359,4447789,1344383601,578827,119001490,9476050740,20292917041,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
125-lib0-t16-k768-r2c2-u2-b-,ok,ok,0,16,768,2,2,2,-,15793282,15818677,64.734,32768000000,8288748401,18361820780,847248664,2702090,124949416,483583,8599198955,18840139509,6076861,3024682845,2096677685,9162387932,19582529559,7873522,2034635288,534377,19185016,9009320160,19384556002,2545163524,20092367821,20016712904,19876136986,10148523238,20993974685,10160437824,10160407816,11534958209,1806726612,225503745,420091198,22848299958,2702090,847248664,483583,124949416,8288748401,18361820780,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
126-lib0-t16-k768-r2c2-u4-b-,ok,ok,0,16,768,2,2,4,-,14725545,16454512,62.232,32768000000,8247410554,18816353390,896024291,1339366,122270090,584205,9209828496,20055578112,7867916,3135323782,1888313715,8571657179,19257058620,14152608,3011457386,465754,21165246,8946318270,19725002497,2134251466,20739541385,20599869914,20490784494,8431954329,18903494764,8436274061,8436382779,7853261982,714202072,95335116,161939940,18190649633,1339366,896024291,584205,122270090,8247410554,18816353390,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
127-lib0-t16-k768-r2c4-u1-b-,ok,ok,0,16,768,2,4,1,-,16142831,17477422,58.590,32768000000,9148888965,19750429403,1199106710,2667374,131536058,560958,9096385944,19685010433,7328027,3497132029,2278103285,8652097173,19064168572,18735873,3240716953,651913,17187993,9086446729,19800627976,2360084457,23309761950,20887288272,20748537116,8732511607,19217694953,8736882192,8736951105,8766265156,868139654,114683406,198063236,19313041689,2667374,1199106710,560958,131536058,9148888965,19750429403,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
128-lib0-t16-k768-r2c4-u2-b-,ok,ok,0,16,768,2,4,2,-,15488206,16789143,60.992,32768000000,8769790530,18956295250,1036616009,2202345,128198313,476907,8167963772,18141546331,5125536,3595605553,2156450964,8282596411,18276638109,17157478,2149147316,381125,18671812,8500744166,18537482298,2437905760,21864434079,19400029509,19366561295,8667779780,18805440406,8672285596,8672539926,8466505100,805860852,105901395,184875835,18538601557,2202345,1036616009,476907,128198313,8769790530,18956295250,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
129-lib0-t16-k768-r2c4-u4-b-,ok,ok,0,16,768,2,4,4,-,16125309,18222196,56.195,32768000000,9063728639,19608513268,1181070266,2540173,114298084,451272,8589857843,18981428369,5598208,3882277917,2343713861,9519341319,20211219096,18024706,2732793802,466430,18212732,8612110324,19031729848,2530437182,22588279007,19924872359,19926655917,8898752826,19495703920,8904037145,8904126069,8501745217,736075993,96281069,165421673,18949874297,2540173,1181070266,451272,114298084,9063728639,19608513268,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
130-lib0-t16-k768-r4c2-u1-b-,ok,ok,0,16,768,4,2,1,-,15168633,21559257,47.497,32768000000,8867031778,19304251508,1204579745,2376866,122950761,473365,8353613307,18555473545,5851273,2860342357,1916850079,10943820787,22097354301,10918617,2615284451,448547,23234890,8338552094,18404295974,2427732213,19082756504,18974004142,18925121766,8161619845,18232061007,8166081779,8166414232,9008676844,1025440366,129764209,234071545,19397654072,2376866,1204579745,473365,122950761,8867031778,19304251508,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
131-lib0-t16-k768-r4c2-u2-b-,ok,ok,0,16,768,4,2,2,-,15226489,15282843,67.003,32768000000,8364294328,18186884012,899994209,2603268,123586776,411852,8643155376,18677574976,6544961,2500864333,1795732055,9182871349,19465014472,10357661,2062614528,264817,18483736,8326444998,18244399315,2406402513,18901295660,18862685378,18703395001,8353116484,18240629676,8360002164,8360238027,8432926595,823440073,106783503,186114011,18282735184,2603268,899994209,411852,123586776,8364294328,18186884012,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
132-lib0-t16-k768-r4c2-u4-b-,ok,ok,0,16,768,4,2,4,-,15355081,15721260,65.135,32768000000,8469602187,19062107874,1076086242,2163753,123429161,446966,9206889826,20220641874,7354459,2647402512,1736238235,9136360539,19934118907,11541202,2724067089,435265,20966409,9150838323,19989174786,2368273823,20812340910,20783092304,20643212203,8290857809,18848356135,8293948423,8294189623,8629927881,837825869,108539198,195822956,19299863521,2163753,1076086242,446966,123429161,8469602187,19062107874,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
133-lib0-t16-k1024-r1c1-u1-b-,ok,ok,0,16,1024,1,1,1,-,16396895,16653816,61.487,32768000000,8852010597,20244892792,1210879654,7274631,122376205,475338,9667364611,21354893134,7635584,5066562279,3068785513,9727115968,21341025200,19671586,2540036338,616143,18788919,9105572770,20547165695,2094142647,22191260548,22586365129,22320735256,8978200771,20348724317,8982522782,8982658936,9126225518,936123135,129365849,218695133,20547796906,7274631,1210879654,475338,122376205,8852010597,20244892792,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
134-lib0-t16-k1024-r1c1-u2-b-,ok,ok,0,16,1024,1,1,2,-,16423811,17533522,58.402,32768000000,8950121584,20318243861,1265803692,7258329,138126359,453513,9365142344,20946079109,7026212,5296965975,3240547919,10582373041,22523627479,20483027,2451339824,866492,17097240,11682789001,24022414207,2130003083,26808822218,26953666455,26825635133,10060665513,21846009327,10069521012,10069669661,9243845260,925213880,127537357,219826901,20715385738,7258329,1265803692,453513,138126359,8950121584,20318243861,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
135-lib0-t16-k1024-r1c1-u4-b-,ok,ok,0,16,1024,1,1,4,-,16419711,18136556,56.461,32768000000,9225320537,20770299738,1352208442,7299798,131841910,428139,9396484936,20965071549,6963327,5075566819,3131628194,9368010296,20771758408,21828822,2392080866,575294,17027404,9062571152,20455675909,2128502899,22008449517,22418473491,22222608312,9172787234,20586176396,9177308196,9177635196,8830976832,804483058,113819997,186173565,20036330683,7299798,1352208442,428139,131841910,9225320537,20770299738,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok
