tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_buffers_store_cycles,perf_buffers_store_instructions,perf_buffers_store_offcore_requests_buffer_sq_full,perf_buffers_store_offcore_requests_outstanding_cycles_with_data_rd,perf_buffers_store_offcore_requests_outstanding_demand_data_rd_ge_6,perf_buffers_store_resource_stalls_sb,perf_execution_uops_cycles,perf_execution_uops_instructions,perf_execution_uops_resource_stalls_any,perf_execution_uops_uops_executed_thread,perf_execution_uops_uops_issued_any,perf_execution_uops_uops_retired_retire_slots,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_frontend_cycles,perf_frontend_idq_uops_not_delivered_core,perf_frontend_idq_uops_not_delivered_cycles_0_uops_deliv_core,perf_frontend_idq_uops_not_delivered_cycles_le_1_uop_deliv_core,perf_frontend_instructions,perf_power_rapl_cycles,perf_power_rapl_instructions,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cycles,perf_tlb_dTLB_load_misses,perf_tlb_dTLB_loads,perf_tlb_iTLB_load_misses,perf_tlb_iTLB_loads,perf_tlb_instructions,perf_uncore_numa_cycles,perf_uncore_numa_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
011-lib0-t4-k256-r4c2-u2-b-,ok,ok,0,4,256,4,2,2,-,27296936,27325440,37.474,32768000000,6874280485,16424136639,241141906,718140,200699530,32786,6797600030,16386844528,1818196,2632323550,1894071824,6874295706,16449179520,4343719,2749666309,219861,18560093,6867805421,16407498598,2536057887,16586928882,16482211266,16478648020,6874013671,16430181514,6874891495,6874938588,6808587468,245137560,39972193,50912467,16363553387,6871558951,16381903789,718140,241141906,32786,200699530,6874280485,16424136639,6872428154,1640010,1483142265,64269,23081,16393420612,6877003751,16404338635,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
012-lib0-t4-k256-r4c2-u4-b-,ok,ok,0,4,256,4,2,4,-,27439337,27483833,37.258,32768000000,6920401832,17193465381,433394716,759447,201430495,41803,6838635636,17270464495,1858782,2449015549,1626450719,6926107300,17271837222,4763092,3173251639,324591,19381027,6914911899,17253739995,2365918494,17245643631,17235169181,17224432806,6931263504,17218455435,6932149524,6932386019,6935395562,265201641,39839019,53595798,17203860091,6877617886,17185279398,759447,433394716,41803,201430495,6920401832,17193465381,6933410818,1516515,1483252554,62586,18993,17256594310,6937506983,17257027814,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
013-lib0-t4-k512-r1c1-u1-b-,ok,ok,0,4,512,1,1,1,-,28596198,28612501,35.789,32768000000,7187256161,18147379596,561786365,11492364,201620480,46134,7178179643,18079431629,1608751,3228667575,2085471993,7191965383,18125596467,10882523,2302520745,385886,10599231,7198171832,18165978902,1939638924,19087767694,19754180588,19308390435,7194555603,18125110341,7195442742,7195414993,7194769728,375253108,59093782,68205512,18072497154,7191737156,18089347604,11492364,561786365,46134,201620480,7187256161,18147379596,7202580150,1754721,3327932602,67387,23750,18199555906,7133545926,18100543186,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
014-lib0-t4-k512-r1c1-u2-b-,ok,ok,0,4,512,1,1,2,-,28627821,28634165,35.761,32768000000,7187192651,18151794317,529131484,12502859,199368827,47312,7178071167,18143009280,2207371,3099284462,2023782625,7191256812,18136995669,10904693,2293966148,358583,10811970,7194175006,18082128281,1951344272,19178448819,19769722002,19380656190,7210948875,18156786753,7211779604,7211836871,7200325339,367705965,60409974,73488494,18136295057,7203786054,18126362282,12502859,529131484,47312,199368827,7187192651,18151794317,7188801892,1684599,3339780626,56642,20238,18088030979,7112560078,18096867979,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
015-lib0-t4-k512-r1c1-u4-b-,ok,ok,0,4,512,1,1,4,-,27551563,27584515,37.122,32768000000,7134724897,18067780521,516149858,11753339,200490204,50391,7232070102,18144541104,1840404,3124061638,2047038464,7202501610,18106660226,9734738,2263397747,365160,11896625,7183330180,18108727714,1965562669,19121693464,19673533066,19392755359,7191874179,18140087902,7192709683,7192684355,7191808402,379212329,62002920,72772549,18086643738,7206852810,18156621775,11753339,516149858,50391,200490204,7134724897,18067780521,7203986311,1772008,3328279403,67057,19305,18082525644,7197035981,18136501282,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
016-lib0-t4-k512-r2c2-u1-b-,ok,ok,0,4,512,2,2,1,-,27526554,28476792,35.959,32768000000,7235790964,17514566722,552298564,3690760,199087735,56343,7218298387,17391949244,2120163,3045790487,2222070892,7232533815,17442473741,4746849,2577992334,244501,21734862,7284410479,17319416151,2615588238,17175047612,17137324922,17131561635,7091103763,17368044872,7091952183,7092098894,7251711323,885510235,47788939,68758593,17509497443,7258835017,17447578789,3690760,552298564,56343,199087735,7235790964,17514566722,7265033045,1707586,1821256190,60949,24135,17376185585,7156543460,17383851086,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
017-lib0-t4-k512-r2c2-u2-b-,ok,ok,0,4,512,2,2,2,-,27104788,27136732,37.735,32768000000,6813727349,16725916708,326630242,1566463,199313435,51967,6779994739,16673114548,1356338,3139939827,2023594525,6813094867,16705748180,4590288,2280477886,250451,19109910,6821564056,16732114620,2442053002,16715552723,16692618988,16627773802,6834721884,16782573598,6835492465,6835623275,6831298482,245997913,42129614,52966011,16755270326,6849174266,16803321001,1566463,326630242,51967,199313435,6813727349,16725916708,6842141943,1723659,1782145418,65604,22736,16776022840,6840182938,16867432600,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
018-lib0-t4-k512-r2c2-u4-b-,ok,ok,0,4,512,2,2,4,-,25993944,25999775,39.385,32768000000,6530273105,16426557812,237512959,690444,200622708,51494,6489603665,16371321550,2508200,3549781843,1936724097,6501680098,16414291811,6198341,2742729759,295884,20757011,6528679787,16403967060,2221050939,16580779676,16511220706,16548111246,6537563267,16478417243,6538348612,6538715701,6549403031,241321270,39471486,54901180,16512384587,6530140503,16499426993,690444,237512959,51494,200622708,6530273105,16426557812,6531137107,1802866,1773587079,48153,22496,16349710278,6533696267,16499710713,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
019-lib0-t4-k512-r2c4-u1-b-,ok,ok,0,4,512,2,4,1,-,27803356,27824861,36.802,32768000000,6870401991,16894399583,323189344,3030247,201565635,73182,6947795876,16968042460,2243330,3410409008,2220520810,6976625477,16949910162,32401135,2345475966,424202,24230364,6977609493,16873069074,2440826654,19749831399,17351764939,17331489732,7000891993,16950438233,7001649687,7001818110,6986352163,259603295,43139015,53766221,16892854927,7003455518,16975081118,3030247,323189344,73182,201565635,6870401991,16894399583,6931769580,1430234,4263628009,53209,21377,16905896997,7007232860,16954442629,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
020-lib0-t4-k512-r2c4-u2-b-,ok,ok,0,4,512,2,4,2,-,26976787,26982189,37.951,32768000000,6778959089,16336493524,233781506,702749,200383117,60622,6760982411,16389846716,2121828,3311584039,2038275812,6762641756,16325153030,30084553,1998022973,432729,19290082,6766533447,16351647582,2404566943,19056410983,16665370182,16613263789,6803997262,16415625670,6804883200,6804897327,6785053670,246744063,39587622,49425390,16354616342,6778145657,16372306598,702749,233781506,60622,200383117,6778959089,16336493524,6789317978,1487082,3993869932,58233,22967,16388647965,6780825123,16391840917,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
021-lib0-t4-k512-r2c4-u4-b-,ok,ok,0,4,512,2,4,4,-,28347850,28381156,36.080,32768000000,7122885899,17155361163,361369199,2949837,199155372,40830,7138861363,17187348913,2102831,3583241107,2116403401,7105987929,17288655591,35506037,3257530385,425373,17829585,7148267002,17163591935,2511840956,20087425733,17547420664,17387968874,7136154313,17269805074,7136989581,7137016958,7151812405,267551329,44023990,57529593,17164019761,7090175538,17217128106,2949837,361369199,40830,199155372,7122885899,17155361163,7153726993,1443983,4286062710,67050,20726,17242728525,7150604266,17210377334,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
022-lib0-t4-k512-r4c2-u1-b-,ok,ok,0,4,512,4,2,1,-,26797105,26849827,38.138,32768000000,6742282462,16289453250,333098350,2988446,200655392,45173,6730895152,16439233956,2117686,2780776369,1882941514,6750601207,16365207949,4394467,3133241314,195910,18814152,6730671564,16347430670,2429867047,16390454045,16389958963,16318150246,6753375716,16424325871,6754276408,6754233081,6744570743,272167423,43511254,54998066,16312771680,6772246164,16441243564,2988446,333098350,45173,200655392,6742282462,16289453250,6694028515,1392324,1394845023,75704,20727,16341929063,6754998173,16373269886,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
023-lib0-t4-k512-r4c2-u2-b-,ok,ok,0,4,512,4,2,2,-,26822154,26837795,38.155,32768000000,6744355705,16084661331,244430564,1716667,200644802,43352,6708399803,16067111031,2547069,2722570903,1931004033,6749352385,16109158492,3720461,2777086801,181407,20334211,6609774544,16011427185,2405714972,16129721761,16053408407,16052476232,6763157260,16081161077,6764015374,6764067364,6769911683,260376073,42969982,58225520,16085507161,6763333023,16137846707,1716667,244430564,43352,200644802,6744355705,16084661331,6748373111,1631824,1394006294,66378,21376,16024656051,6766416563,16111050201,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
024-lib0-t4-k512-r4c2-u4-b-,ok,ok,0,4,512,4,2,4,-,27108701,27163282,37.698,32768000000,6854709228,16938822929,346746065,3022993,198223087,67864,6851873339,16901173586,2087945,3304721578,2082578208,6828236833,16907621907,5216012,3223421435,260576,18198376,6822218756,16825910771,2408381192,16765486237,16838637106,16777060039,6850288825,16896069141,6851118079,6851333629,6836969094,269926382,43449979,56620084,16881683401,6861074731,16924467637,3022993,346746065,67864,198223087,6854709228,16938822929,6849011935,1538956,1397324290,62913,25202,16896298661,6852542156,16866396593,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
025-lib0-t4-k768-r1c1-u1-b-,ok,ok,0,4,768,1,1,1,-,27781324,28321621,36.156,32768000000,7313466081,18249886424,509603439,7000739,200086956,50972,7367489707,18121954344,2108931,5218912711,3007992598,7353028150,18101079042,11995621,2231227035,351833,9614014,7356131676,18188483161,2159726048,19139703715,19595986655,19443627614,7362197036,18202214878,7363013971,7363075639,7369453349,344813115,55105285,71689567,18209102117,7315796215,18155345935,7000739,509603439,50972,200086956,7313466081,18249886424,7420812282,1597247,3354929502,95511,23926,18433011279,7361965626,18251110730,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
026-lib0-t4-k768-r1c1-u2-b-,ok,ok,0,4,768,1,1,2,-,29340002,29347579,34.892,32768000000,7300614282,18092211658,561794551,7087970,204214899,38875,7332154756,18199875915,1645133,4573533964,2679892172,7355071323,18206216636,13857059,2153972431,326410,10114628,7366299471,18230225327,2178511231,19059159558,19551592026,19350022173,7369203266,18172350997,7370105158,7370063272,7363682980,354243182,55434918,67757871,18103952640,7366155632,18165277089,7087970,561794551,38875,204214899,7300614282,18092211658,7233446238,1518932,3320346195,60602,23749,18025427134,7367537996,18158407075,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
027-lib0-t4-k768-r1c1-u4-b-,ok,ok,0,4,768,1,1,4,-,29349958,29359982,34.877,32768000000,7378375233,18255916965,538156552,6951230,199656343,47733,7333135539,18119146953,2581732,5057509780,2967327961,7358612455,18210418920,12456880,2182298034,378899,9536758,7373426661,18189219512,2202159953,19040116861,19549296966,19280551604,7330814658,18135768852,7331698210,7331792339,7383556967,353690232,56990976,72363790,18186599426,7376726014,18164181010,6951230,538156552,47733,199656343,7378375233,18255916965,7362340307,1854697,3333982570,52039,25023,18054835191,7368448361,18170521275,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
028-lib0-t4-k768-r2c2-u1-b-,ok,ok,0,4,768,2,2,1,-,29519142,29792537,34.371,32768000000,7297409931,17319433701,559588738,3734900,203586364,44984,7424082029,17312742802,2540738,3793593828,2650730093,7332468274,17453035308,5432169,2840307591,308625,20947883,7393931630,17506531127,2483937135,17949090483,17957616900,17684950914,7507097365,17492490636,7507952813,7508072993,7487263863,609960722,51401109,64169151,17496802720,7494329716,17509001724,3734900,559588738,44984,203586364,7297409931,17319433701,7484190324,1676426,1807345675,87892,21749,17556695824,7501354890,17524280664,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
029-lib0-t4-k768-r2c2-u2-b-,ok,ok,0,4,768,2,2,2,-,27928126,27956453,36.628,32768000000,6986416051,16725639674,357351984,3331124,202131662,42775,6962073304,16703895475,1737680,3846111242,2280212729,6997565845,16768062537,4277197,2338933766,290440,21998687,7023569220,16745009166,2585087174,16778941875,16809265833,16670068080,7019564284,16788689367,7020472496,7020472539,7019981786,281822362,45425315,61327324,16799724492,6982630015,16782943119,3331124,357351984,42775,202131662,6986416051,16725639674,7021079271,1754547,1798007622,59863,20372,16686945102,7021403480,16794982647,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
030-lib0-t4-k768-r2c2-u4-b-,ok,ok,0,4,768,2,2,4,-,26299928,26342236,38.873,32768000000,6613448427,16419644880,226805618,1018550,200158667,45978,6600613585,16476835299,1791399,3980496644,2054042094,6626183086,16513128804,4975107,2892691004,386810,18920232,6638800677,16532417205,2289233624,16493861231,16525384161,16445316231,6635184961,16468626437,6636051329,6636288477,6637168962,240975570,41967468,55488672,16498494724,6630083975,16518650054,1018550,226805618,45978,200158667,6613448427,16419644880,6608529950,1671611,1791496199,67763,24011,16476565845,6515558169,16465339121,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
031-lib0-t4-k768-r2c4-u1-b-,ok,ok,0,4,768,2,4,1,-,28080376,28198341,36.314,32768000000,7048283411,16902139931,333643957,2267243,201268059,53473,7036750175,16928799197,1837979,4348894374,2628516091,7035084072,16975516679,36834384,2842281084,408413,17634231,7036120815,16921112276,2493419195,19648128484,17350202962,17258196523,6908300655,16941329361,6909157511,6909115064,7063866388,261455691,44650990,60880848,17004287076,7047864201,16971879576,2267243,333643957,53473,201268059,7048283411,16902139931,7037348135,1448091,4271184201,53104,22341,16898896326,7039850004,16996614283,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
032-lib0-t4-k768-r2c4-u2-b-,ok,ok,0,4,768,2,4,2,-,27196117,27208524,37.635,32768000000,6845775761,16395271223,255586231,1968112,201697461,52721,6772068979,16328996923,1584129,3704512339,2235938542,6821709421,16331776347,30580824,1898632824,491229,15667637,6739710336,16399199957,2355939832,18900767204,16654615194,16499226056,6861347605,16436327618,6862164477,6862407363,6854225801,253332687,41475184,54818782,16379331274,6849414744,16406424066,1968112,255586231,52721,201697461,6845775761,16395271223,6863170160,1500560,3993743469,56467,22559,16367784188,6856027993,16410773532,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
033-lib0-t4-k768-r2c4-u4-b-,ok,ok,0,4,768,2,4,4,-,28919540,28923161,35.404,32768000000,7249117470,17125588764,375551154,1815576,203263114,29228,7088834341,17075208333,1826790,3800911792,2276821103,7234434886,17257389314,36905459,3076175267,392144,19379300,7240382962,17164946184,2620055889,20091261468,17526391934,17482956891,7251588243,17178210277,7252510565,7252636728,7238898392,243568542,41622569,57983399,17184981897,7262193792,17209417364,1815576,375551154,29228,203263114,7249117470,17125588764,7233567908,1460938,4286496200,67972,22740,17167573288,7196628718,17134498789,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
034-lib0-t4-k768-r4c2-u1-b-,ok,ok,0,4,768,4,2,1,-,27007682,27014680,37.905,32768000000,6775592143,16319319586,350677804,2449635,201829144,38619,6775926250,16307911912,1467752,3604818168,2326268090,6768193476,16324461939,5175803,3012719979,200769,18144022,6786562550,16297164164,2479787964,16401801418,16350499010,16330650891,6800131559,16411058466,6800949971,6801088344,6796609202,280237201,45860317,56221144,16364124507,6809019750,16412518913,2449635,350677804,38619,201829144,6775592143,16319319586,6823204117,1513625,1404870440,68184,21786,16399829749,6817400974,16408848576,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
035-lib0-t4-k768-r4c2-u2-b-,ok,ok,0,4,768,4,2,2,-,26851534,26909218,38.054,32768000000,6773317095,16103704109,237838504,1448160,200466184,47097,6740769970,16070579089,1614207,3184959971,2182342372,6639107655,16043462868,3941113,2887355913,204836,18550324,6757299477,16062807144,2509423443,16241270176,16160584980,16187773347,6791723419,16120770424,6792640737,6792805742,6777895897,242745753,40345057,52127340,16046018263,6786619821,16088414487,1448160,237838504,47097,200466184,6773317095,16103704109,6770176586,1602210,1396692140,58932,23489,16056160328,6778012994,16170993890,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
036-lib0-t4-k768-r4c2-u4-b-,ok,ok,0,4,768,4,2,4,-,27239887,27287634,37.526,32768000000,6763293143,16890135364,371783878,2071566,199324588,45819,6854299567,16913115732,2171548,3317732872,2070780204,6884789909,16990333740,4401551,3320500860,251244,19863190,6871465999,17049864505,2370099952,16804774963,16958458925,16815784963,6885456891,16940490713,6886296528,6886256156,6874407335,268298747,44116222,60374849,16969509225,6878608628,16938832008,2071566,371783878,45819,199324588,6763293143,16890135364,6864976973,1470129,1400841990,60757,22673,16985658841,6880689452,16949827173,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
037-lib0-t4-k1024-r1c1-u1-b-,ok,ok,0,4,1024,1,1,1,-,29724138,29749050,34.421,32768000000,7479006908,18147126672,490572270,6644641,199281241,49983,7433338486,17948031809,1811867,6799693798,3937802579,7471255549,17984268051,9923006,2564492147,357936,10801162,7465308553,18013860486,2316166078,18976583792,19451411327,19219161905,7500860066,18004205102,7501726266,7501748621,7470572096,314556557,51474423,66403154,18017478308,7523681996,17971926825,6644641,490572270,49983,199281241,7479006908,18147126672,7456944999,1628124,3283253364,61808,21629,17799644197,7493525835,18041061951,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
