tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_buffers_store_cycles,perf_buffers_store_instructions,perf_buffers_store_offcore_requests_buffer_sq_full,perf_buffers_store_offcore_requests_outstanding_cycles_with_data_rd,perf_buffers_store_offcore_requests_outstanding_demand_data_rd_ge_6,perf_buffers_store_resource_stalls_sb,perf_execution_uops_cycles,perf_execution_uops_instructions,perf_execution_uops_resource_stalls_any,perf_execution_uops_uops_executed_thread,perf_execution_uops_uops_issued_any,perf_execution_uops_uops_retired_retire_slots,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_frontend_cycles,perf_frontend_idq_uops_not_delivered_core,perf_frontend_idq_uops_not_delivered_cycles_0_uops_deliv_core,perf_frontend_idq_uops_not_delivered_cycles_le_1_uop_deliv_core,perf_frontend_instructions,perf_power_rapl_cycles,perf_power_rapl_instructions,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cycles,perf_tlb_dTLB_load_misses,perf_tlb_dTLB_loads,perf_tlb_iTLB_load_misses,perf_tlb_iTLB_loads,perf_tlb_instructions,perf_uncore_numa_cycles,perf_uncore_numa_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
011-lib0-t4-k256-r4c2-u2-b-,ok,ok,0,4,256,4,2,2,-,13705628,13729544,74.584,32768000000,7057128131,16571141995,340014746,801802,201980404,291274,7011971795,16583951957,2928562,2816491370,1952540579,6987408289,16458101992,10887297,2899822355,255680,23568098,7061241486,16592031482,2546152028,16840228898,16766282502,16691514589,6982606830,16609249967,6984410911,6984954395,7081845008,327842069,54374193,79213602,16702700223,7057710451,16632900829,801802,340014746,291274,201980404,7057128131,16571141995,7125527545,1698779,1593513288,95421,31104,16800908332,7073969055,16677059002,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
012-lib0-t4-k256-r4c2-u4-b-,ok,ok,0,4,256,4,2,4,-,13833441,13866593,73.847,32768000000,7095217209,17325919986,481806843,799300,203211866,365948,7084463728,17483879318,3085408,2766034352,1783256325,7107742454,17367793055,9054622,3457676155,380032,23078242,7081983619,17435707486,2417040875,17383477886,17368220577,17388578884,7144876341,17555634122,7146598033,7150396779,7133634080,333435259,53349191,82315090,17595146020,7148802120,17519958509,799300,481806843,365948,203211866,7095217209,17325919986,7013797308,1449941,1549177819,86109,28772,17436650014,7131487293,17543464834,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
013-lib0-t4-k512-r1c1-u1-b-,ok,ok,0,4,512,1,1,1,-,14355160,14380967,71.205,32768000000,7377239696,18254153488,620976413,12033486,203161533,424679,7363625678,18348709867,2847855,3023610333,2004424971,7404533029,18228926796,30779788,2295364433,466932,14658943,7400119555,18314404248,2007074130,19540264672,20061874081,19718111096,7468923029,18402208072,7470560002,7472731295,7430600936,432340884,70856593,93017086,18386624045,7425074822,18365277221,12033486,620976413,424679,203161533,7377239696,18254153488,7405801200,1731029,3394162144,78058,22736,18332241855,7444191630,18363820449,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
014-lib0-t4-k512-r1c1-u2-b-,ok,ok,0,4,512,1,1,2,-,14322766,14344255,71.387,32768000000,7431805087,18335857854,575116824,12232833,201553695,297310,7380250362,18352929837,2796380,3234030182,2080936671,7425344384,18364811833,46346000,2280897568,488293,16151773,7417267828,18341557636,1978262220,19384076348,20018034783,19489590286,7433730658,18401732993,7435458714,7435738464,7361533171,400648739,67824419,88793359,18305817105,7464520988,18413013826,12232833,575116824,297310,201553695,7431805087,18335857854,7398252679,1706808,3385295776,79530,25963,18315301430,7452923957,18367847214,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
015-lib0-t4-k512-r1c1-u4-b-,ok,ok,0,4,512,1,1,4,-,14299322,14317472,71.521,32768000000,7404895013,18339781306,597119877,9235611,202940227,352598,7451170904,18430529355,3026843,3225097725,2029007830,7388585046,18344388213,42990396,2295245924,490479,15206033,7413539536,18368270261,2011062695,19461296076,20036626036,19558013505,7473860564,18448300117,7475602193,7476497120,7455091379,429942343,72013455,96897857,18433116610,7445366557,18396469319,9235611,597119877,352598,202940227,7404895013,18339781306,7429704375,1739217,3407078854,79761,32678,18334835760,7436213649,18404463737,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
016-lib0-t4-k512-r2c2-u1-b-,ok,ok,0,4,512,2,2,1,-,14538651,14555524,70.351,32768000000,7426159121,17645781861,656813261,3886090,203614589,275209,7418566387,17753658162,3259714,2752577511,1942321842,7449333977,17697572486,9360073,2631929848,370994,25119297,7425424107,17678865923,2446551231,17716601971,17677364300,17584832949,7483131536,17816672489,7484844018,7486636181,7486591435,974436083,60162319,92946683,17807481334,7465787691,17788940074,3886090,656813261,275209,203614589,7426159121,17645781861,7438588929,1720127,1928184929,81329,25837,17703484601,7460024676,17801118419,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
017-lib0-t4-k512-r2c2-u2-b-,ok,ok,0,4,512,2,2,2,-,13596920,13618225,75.193,32768000000,7024623512,16897492122,399791659,1830061,201100471,343240,7038575388,17086648760,2884865,2608904174,1704629120,7039415725,16954699471,19197546,2397187843,357436,24953311,6967529936,16834151898,2455352096,17047514989,16963821242,16971889777,7076106590,17103098033,7077899207,7079893333,7065003636,344508907,53358749,75176680,17024159567,7058931599,17040375771,1830061,399791659,343240,201100471,7024623512,16897492122,7037420080,1716238,1875812488,78095,28982,16991264363,7045149320,17024215283,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
018-lib0-t4-k512-r2c2-u4-b-,ok,ok,0,4,512,2,2,4,-,13005429,13040516,78.524,32768000000,6727484756,16699535268,305699455,816874,201061788,411100,6681918071,16756731901,2678467,2846069040,1579886850,6731876974,16616865482,16739822,2844869720,519483,24196153,6700126734,16732319041,2191666303,16861008474,16827139263,16821375427,6731449004,16741083667,6733145569,6737068250,6741559004,315532703,49958469,77238259,16730300025,6749306738,16823053262,816874,305699455,411100,201061788,6727484756,16699535268,6734051577,1671107,1863258357,91372,25068,16775315448,6722369077,16746090190,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
019-lib0-t4-k512-r2c4-u1-b-,ok,ok,0,4,512,2,4,1,-,13964811,13992342,73.183,32768000000,7215504175,17227786478,419774925,3135243,200413410,309162,7139508344,17167639858,3305528,3366458759,2137866008,7203894049,17220525459,41151288,2820471035,519093,27349277,7202154966,17180767025,2397112908,20102276186,17700691326,17626483290,7494310651,17578198017,7496143106,7496334802,7294898677,436814125,68391827,93691657,17257079226,7240261263,17312379273,3135243,419774925,309162,200413410,7215504175,17227786478,7179282715,1517072,4320763315,74630,27009,17193670317,7183697655,17233774544,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
020-lib0-t4-k512-r2c4-u2-b-,ok,ok,0,4,512,2,4,2,-,13474403,13493581,75.888,32768000000,6928588679,16503811972,318840666,878568,202771139,521970,6872461876,16579485956,2935883,3029321661,1950276003,6930589197,16595009857,42378454,2003126569,557527,24161062,6883151638,16458488075,2402895793,19244702091,16864650957,16842992458,6981344206,16684071272,6983197769,6985419022,6941735973,316673957,50512291,68792136,16527548680,6971065278,16616298602,878568,318840666,521970,202771139,6928588679,16503811972,6926120918,1522357,4056395609,86531,30900,16546580933,6996883401,16669361266,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
021-lib0-t4-k512-r2c4-u4-b-,ok,ok,0,4,512,2,4,4,-,14291601,14337578,71.421,32768000000,7388254173,17467784001,472725984,3128278,201908598,480593,7269296131,17415407712,3078530,3208667128,1973329765,7328175444,17462001323,38998826,3205730023,558132,22812992,7331820831,17400757689,2480429977,20441515624,17924287512,17691612311,7378897304,17494762978,7380587599,7381155267,7357483367,356717633,56208020,80309103,17467716319,7425384212,17547069042,3128278,472725984,480593,201908598,7388254173,17467784001,7357082026,1532154,4384075518,88825,25638,17449881350,7345977557,17468006094,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
022-lib0-t4-k512-r4c2-u1-b-,ok,ok,0,4,512,4,2,1,-,13477395,13488160,75.918,32768000000,6906307473,16565733309,410996588,3145870,201775019,522003,6823811977,16512175484,2922092,2859015803,1944684978,6947645509,16622199712,8661540,3217735874,313525,23626824,6876525126,16567554913,2355904001,16747212171,16753634185,16575909842,6950552642,16677590257,6952266275,6954327695,6920156140,340978580,53323189,76907513,16610249906,6978546840,16703183658,3145870,410996588,522003,201775019,6906307473,16565733309,6901335550,1572186,1462760126,75162,26406,16572447627,6931082554,16678453788,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
023-lib0-t4-k512-r4c2-u2-b-,ok,ok,0,4,512,4,2,2,-,13463932,13531363,75.676,32768000000,6927302979,16265300348,333363163,2029149,201834682,468943,6872432925,16279561999,2934273,2704036246,1895777437,6951221266,16275561506,7933570,2872293338,270498,24500848,6904612731,16270489798,2433749417,16495427619,16469460404,16332917837,6953603253,16359484552,6955293456,6955759020,6947901309,340892000,55749312,78542293,16345162663,6943018665,16356833792,2029149,333363163,468943,201834682,6927302979,16265300348,6947350245,1673580,1494268710,84767,24351,16336689035,6970820473,16377433525,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
024-lib0-t4-k512-r4c2-u4-b-,ok,ok,0,4,512,4,2,4,-,13672765,13704539,74.720,32768000000,6985180197,17003648282,476687466,3147018,201780273,401830,7007282896,17155991470,2951110,3015601678,1962322119,6972242754,17010763102,7799307,3455554609,367330,23028703,7011507327,17051092481,2386163503,17155317535,17201713694,17197240725,7072883804,17228584374,7074538769,7074736339,7057489786,349345324,56132947,83614238,17244995068,7042973155,17184112387,3147018,476687466,401830,201780273,6985180197,17003648282,7002888753,1611006,1484965628,80532,27524,17031573480,7032015226,17167780772,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
025-lib0-t4-k768-r1c1-u1-b-,ok,ok,0,4,768,1,1,1,-,14689903,14736916,69.485,32768000000,7568211037,18285492275,622784357,7158968,203411124,324534,7600015716,18412503293,3201702,4718900756,2722401389,7569116816,18395663432,47169972,2199018803,436645,15583872,7608282056,18433499482,2264064212,19319441029,19815966488,19632607680,7609523871,18427879570,7611333526,7611951923,7587492925,425416686,63042748,86894601,18290915334,7625992201,18447269726,7158968,622784357,324534,203411124,7568211037,18285492275,7577317614,1720929,3404722452,78748,29913,18436104851,7618313475,18444608314,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
026-lib0-t4-k768-r1c1-u2-b-,ok,ok,0,4,768,1,1,2,-,14691064,14704032,69.641,32768000000,7546460724,18237891397,634127036,7094802,205030929,281001,7578840303,18450490611,2987020,4518960357,2630469985,7566054907,18405864628,39518965,2219151389,431061,14221902,7508491353,18470630622,2136348991,19321767471,19923719227,19563819465,7593792368,18418297951,7595511041,7598363023,7605081374,389897568,64497352,97148417,18352944222,7616373532,18439936781,7094802,634127036,281001,205030929,7546460724,18237891397,7593153569,1792188,3394400814,78927,25811,18334440146,7593604307,18389383528,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
027-lib0-t4-k768-r1c1-u4-b-,ok,ok,0,4,768,1,1,4,-,14706970,14728346,69.526,32768000000,7582008217,18328421704,627516974,7114702,204135220,357256,7573285913,18312482163,3405878,4869531925,2821189673,7642196459,18558573361,35579781,2179105861,462112,14310365,7577745691,18446648488,2265323005,19319158353,19819712862,19611337182,7623206453,18447126928,7624864476,7626680964,7599623331,409492228,68254928,96900801,18456247078,7591951899,18437701385,7114702,627516974,357256,204135220,7582008217,18328421704,7572162370,1737395,3404032240,79446,27629,18376765530,7567210746,18387300587,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
028-lib0-t4-k768-r2c2-u1-b-,ok,ok,0,4,768,2,2,1,-,15065195,15087284,67.872,32768000000,7524651920,17731178538,671869476,3818030,202350671,344320,7611467728,17670169389,3375926,3382889347,2411472376,7692563631,17756608894,12947054,2927093645,432120,26343562,7736073305,17895774842,2601261918,18145130702,18201474940,18053902323,7726782903,17886746382,7728511594,7728898053,7716921177,683790270,61145717,96087949,17865428883,7743361018,17840886148,3818030,671869476,344320,202350671,7524651920,17731178538,7714428442,1743544,1927516688,94532,28995,17822007337,7723618839,17884614178,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
029-lib0-t4-k768-r2c2-u2-b-,ok,ok,0,4,768,2,2,2,-,14009458,14016545,73.057,32768000000,7262857387,17145677563,382026424,3378609,198028714,383407,7161649424,16907606460,2793671,3774056040,2232589375,7235881447,17043790637,18473959,2426616154,354782,26091036,7220484490,17002404692,2602314531,16958432324,16984751197,16906161265,7248778150,17098771085,7250505202,7253539645,7191400849,356645300,53307422,79316693,16924228680,7240366460,17019408080,3378609,382026424,383407,198028714,7262857387,17145677563,7203681803,1731302,1879561938,81735,25150,17039625955,7212300089,17020045168,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
030-lib0-t4-k768-r2c2-u4-b-,ok,ok,0,4,768,2,2,4,-,13241104,13271745,77.156,32768000000,6834426718,16771154266,283224978,1146302,199007142,327319,6806103724,16740763608,3025664,3913343466,2039512852,6882367422,16856002495,17830807,3248117161,519339,23790988,6840277328,16749580107,2278820003,16944204505,16880764377,16879750698,6851778630,16814532974,6853512618,6856231499,6804390171,322473266,50984346,76524984,16758269431,6829840602,16788048483,1146302,283224978,327319,199007142,6834426718,16771154266,6846127111,1694328,1862383829,85674,25807,16839582613,6848262810,16823231819,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
031-lib0-t4-k768-r2c4-u1-b-,ok,ok,0,4,768,2,4,1,-,14198646,14207237,72.076,32768000000,7307170453,17329949817,442108111,2415975,202029314,377097,7198810487,17160762685,3148869,3878387329,2413763786,7325678206,17364489887,49058845,2801777909,506172,25101623,7300989700,17286555748,2471808462,20082762457,17704107489,17610225145,7328626676,17306828578,7330308337,7330305194,7337517587,357933305,54862839,85952557,17345543715,7311897114,17370137892,2415975,442108111,377097,202029314,7307170453,17329949817,7248872490,1464899,4391690384,113242,29687,17365077665,7333723581,17324939204,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
032-lib0-t4-k768-r2c4-u2-b-,ok,ok,0,4,768,2,4,2,-,13638608,13663541,74.944,32768000000,7020687874,16517958658,349809216,2160182,202787271,363023,6978211638,16598307682,2819049,3560651752,2157027633,6958905216,16492342200,50666602,2100188150,518366,20210746,6995871332,16536423991,2437008058,19349597468,16956527326,16919812055,7027115065,16640746437,7028864648,7029337088,7044797899,333229747,53925792,79652294,16668656487,7018282888,16623288364,2160182,349809216,363023,202787271,7020687874,16517958658,6968028241,1529517,4043780262,77795,32173,16488368261,7060370415,16699451195,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
033-lib0-t4-k768-r2c4-u4-b-,ok,ok,0,4,768,2,4,4,-,14467899,14490816,70.665,32768000000,7406113568,17323772765,485718923,2014810,205007243,464180,7389890608,17420322820,3202664,3954937818,2298770763,7411696904,17400149234,50225068,3218328987,432443,25841249,7427819579,17427452415,2587247104,20453843541,17894738491,17775067319,7464404377,17527191780,7466239211,7466486808,7457778987,331859570,55017474,86152538,17547665549,7466038269,17472629713,2014810,485718923,464180,205007243,7406113568,17323772765,7418372152,1523278,4360702547,75879,27119,17355473704,7424639259,17420792445,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
034-lib0-t4-k768-r4c2-u1-b-,ok,ok,0,4,768,4,2,1,-,13651505,13678449,74.862,32768000000,6865847735,16575335893,425375776,2579564,200754364,502464,6972925340,16634955544,3006748,3296058351,2164730832,6982938191,16571807635,7916449,3243002104,245928,22866253,6980896522,16599721734,2479272407,16756376793,16700737859,16712109797,7055545182,16762505834,7057360454,7058552978,7024371261,360670150,55656994,79180360,16648455343,7060037757,16750231573,2579564,425375776,502464,200754364,6865847735,16575335893,6988633046,1588063,1498632677,87085,25908,16545450631,7048918839,16670834665,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
035-lib0-t4-k768-r4c2-u2-b-,ok,ok,0,4,768,4,2,2,-,13532122,13573226,75.443,32768000000,7002503696,16360191092,334281415,1618464,200955804,546135,6913760113,16358003209,3150895,2996867749,2138875124,6981826192,16281889911,7764614,2809620957,315900,24877826,6963129100,16300636108,2490049969,16570324411,16483946919,16490428874,6994762855,16350268970,6996429483,6997113551,6985552629,367752349,57854628,76019236,16323540369,7020638111,16428109966,1618464,334281415,546135,200955804,7002503696,16360191092,6972050403,1653218,1508558854,82559,29273,16302023342,7004771671,16397549785,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
036-lib0-t4-k768-r4c2-u4-b-,ok,ok,0,4,768,4,2,4,-,13761640,13799088,74.208,32768000000,7040857494,17074946943,472331478,2292711,200957276,371012,7025209013,17158573309,3076078,2982825623,1913050898,7212468639,17370848216,7710688,3418007715,286982,23206019,7194381369,17300896097,2364551648,17238413183,17305304078,17226984951,7093109492,17243380211,7094937828,7095100107,7108895446,345603468,55536107,79551279,17199544006,7103339105,17209894466,2292711,472331478,371012,200957276,7040857494,17074946943,7100724258,1565794,1485872045,93141,34068,17214932737,7123200068,17237225799,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
037-lib0-t4-k1024-r1c1-u1-b-,ok,ok,0,4,1024,1,1,1,-,15492947,15582119,65.716,32768000000,7984123397,18584627684,713354111,6752537,205093211,448892,7800030419,18247817061,3316372,6318825349,3625469657,7781110504,18381634079,35713269,2519972483,441122,16199265,7783299018,18370856839,2405715746,19323388350,19926611661,19424960551,7771593120,18358358354,7773265069,7773449644,7794417503,450529461,65873556,88761634,18355480176,7756330081,18339129366,6752537,713354111,448892,205093211,7984123397,18584627684,7762515073,1518139,3370791772,98264,25399,18371833098,7755245397,18328160642,ok,ok,failed,failed,failed,failed,failed,ok,ok,ok,ok,ok,ok,ok,failed
