tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cpu_core_l1d_pend_miss_fb_full_,perf_buffers_pending_cpu_core_l1d_pend_miss_pending_,perf_buffers_pending_cpu_core_l1d_pend_miss_pending_cycles_,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_cache_l1_cpu_core_mem_load_retired_l1_hit_,perf_cache_l1_cpu_core_mem_load_retired_l1_miss_,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l2_cpu_core_mem_load_retired_l2_hit_,perf_cache_l2_cpu_core_mem_load_retired_l2_miss_,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l3_dram_cpu_core_mem_load_l3_miss_retired_local_dram_,perf_cache_l3_dram_cpu_core_mem_load_retired_l3_hit_,perf_cache_l3_dram_cpu_core_mem_load_retired_l3_miss_,perf_cache_l3_dram_cycles,perf_cache_l3_dram_instructions,perf_cache_stalls_cpu_core_cycle_activity_stalls_l1d_miss_,perf_cache_stalls_cpu_core_cycle_activity_stalls_l2_miss_,perf_cache_stalls_cpu_core_cycle_activity_stalls_l3_miss_,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cpu_core_exe_activity_1_ports_util_,perf_execution_ports_cpu_core_exe_activity_2_ports_util_,perf_execution_ports_cpu_core_exe_activity_3_ports_util_,perf_execution_ports_cpu_core_exe_activity_4_ports_util_,perf_execution_ports_cycles,perf_execution_ports_instructions,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cpu_atom_dTLB_load_misses_,perf_tlb_cpu_atom_dTLB_loads_,perf_tlb_cpu_atom_iTLB_load_misses_,perf_tlb_cpu_core_dTLB_load_misses_,perf_tlb_cpu_core_dTLB_loads_,perf_tlb_cpu_core_iTLB_load_misses_,perf_tlb_cycles,perf_tlb_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
205-lib1-t4-k256-r4c2-u--b16,ok,ok,1,4,256,4,2,-,16,131018194,131800644,7.769,32768000000,12834648960,26075384537,1109289320,727649,110380326,6872457,16257325,1168396095,832331868,12860598544,26082896700,8078796633,142148383,12815144245,26072818480,137975413,1624153,12860636958,26077469884,105409,1406593,105409,12891587444,26085239954,98592245,49262440,24828706,12841705335,26078559680,3599876670,2937940740,2063064928,1358297092,12839937595,26078039469,12836629210,26077894806,12835734414,7328487994,727649,1109289320,6872457,110380326,12834648960,26075384537,1106765,8351272194,14452,1108513,8349354879,12864,12863378759,26097924534,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
206-lib1-t4-k256-r4c2-u--b32,ok,ok,1,4,256,4,2,-,32,134412368,134905597,7.590,32768000000,13112045587,25125910571,391164046,880697,104597155,6757723,15888511,1525924612,1012301411,13123282629,25131856438,7822186504,182535679,13122123043,25131582631,179005287,2427243,13122745681,25131418795,164314,1993530,164314,13092839573,25130256795,183195727,67839564,32994381,13099571715,25132562732,3714054962,3113211832,2095614578,1369712440,13091024553,25130455159,13126702964,25132128879,13124657202,7385584264,880697,391164046,6757723,104597155,13112045587,25125910571,1111747,8138179265,14656,1112982,8136860654,13643,13001254356,25140225488,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
207-lib1-t4-k256-r4c2-u--b64,ok,ok,1,4,256,4,2,-,64,112687594,112852556,9.074,32768000000,10138297760,19510555083,554906393,783100,104846527,7555073,14321924,1761712604,1170849822,10120564782,19518573872,3082213862,218990254,10115443892,19515239318,215761807,2399986,10096998943,19513065875,176874,2064994,176874,10125959186,19515014282,325568741,82515011,37944161,10111789165,19510981038,2000828744,2471373350,1729332480,873777203,10124208183,19514613634,10115303093,19512095542,10113837429,5707421001,783100,554906393,7555073,104846527,10138297760,19510555083,1120731,3478815493,13533,1121061,3474967712,12771,10106670251,19523720528,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
208-lib1-t4-k256-r4c2-u--b128,ok,ok,1,4,256,4,2,-,128,103626331,103860867,9.859,32768000000,9293901235,17096096044,397964211,927185,103739747,6538357,14918799,2083537072,1370476657,9266943777,17103562775,2740230744,260099227,9296439391,17102023799,258122989,2297893,9289873544,17103424017,186384,2006436,186384,9291064917,17104636907,436083076,64671511,30566845,9569701588,17103617659,1623780621,2187331898,1727788662,740028808,9270140174,17101202817,9294520894,17100329809,9293366746,5377113507,927185,397964211,6538357,103739747,9293901235,17096096044,1118846,3202456770,13039,1118711,3205302798,11976,9264288465,17093908767,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
209-lib1-t4-k512-r1c1-u--b16,ok,ok,1,4,512,1,1,-,16,165885269,167776214,6.103,32768000000,16156018127,42158751577,2002923005,5336275,103814797,6546782,20194797,850271454,628142565,16126280811,42149121340,18561920816,78486074,16131969028,42154313303,72935212,2706073,16300902441,42144537447,176446,2392719,176446,16153225747,42156502845,202999970,71070195,33054319,16151099742,42153415876,2251570571,2754624153,2501237979,2147250133,16183179810,42156944278,16163406336,42155438560,16160157942,9430828146,5336275,2002923005,6546782,103814797,16156018127,42158751577,1110903,19054943255,14964,1114928,19020966429,13225,16180164820,42193920020,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
210-lib1-t4-k512-r1c1-u--b32,ok,ok,1,4,512,1,1,-,32,191624396,192094307,5.331,32768000000,17102607548,39828523652,1035607933,1995039,103895688,4862113,23659112,879699293,660693810,17002608031,39837078629,18313342188,91827842,17012066506,39834875956,88631362,2833431,16950433731,39841048598,165743,2578442,165743,16999942024,39839409479,180177274,61490509,28206845,16988283995,39837553719,2799224194,3470387362,2633495899,2060148258,17030043665,39837593126,16959917773,39829631032,16956486390,9765057661,1995039,1035607933,4862113,103895688,17102607548,39828523652,1100393,18896649093,15114,1101624,18889871384,13953,16952968953,39836489473,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
211-lib1-t4-k512-r1c1-u--b64,ok,ok,1,4,512,1,1,-,64,111078556,115504736,8.865,32768000000,10839737517,18198940639,363111130,243625,104592877,6896497,53427836,1469732935,753208439,10809930768,18194097724,4873010728,133117557,10817425231,18193835295,128454250,5489401,10849674272,18200889176,300860,4809542,300860,10819847576,18196867290,247501289,121511967,50061652,10847124937,18197625643,2008547805,2382394949,1626337221,895163154,11535918014,18187639403,11567756989,18192529503,11565976403,6472989380,243625,363111130,6896497,104592877,10839737517,18198940639,1125185,5148205260,13230,1124914,5149014271,11970,10852400567,18204813329,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
212-lib1-t4-k512-r1c1-u--b128,ok,ok,1,4,512,1,1,-,128,107885566,111495271,9.184,32768000000,10609696668,16507134894,312548668,290509,105684791,7132345,112764142,2711802719,1129461509,10654776699,16511363083,4583500352,203899778,10633971538,16509717715,193177509,9557691,10606798602,16509008203,545403,8407697,545403,10853740728,16506337669,450774905,168702350,61496440,10613913649,16508322826,2145662098,2378362840,1421425782,649705642,10626478104,16510645536,10607871847,16509981183,10606625024,6124335910,290509,312548668,7132345,105684791,10609696668,16507134894,1123422,5004512975,13512,1127261,4998174968,11327,10625555488,16523395980,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
213-lib1-t4-k512-r2c2-u--b16,ok,ok,1,4,512,2,2,-,16,130727736,135124199,7.578,32768000000,12872837413,27884302229,1201932901,2893615,107860749,6638227,14122449,979588593,694847791,12893099263,27891840370,8700791889,109847437,12899877423,27890995079,108335513,1680552,12906169752,27893348958,120949,1433955,120949,12921346152,27888512102,124018151,57125704,28170169,12922799282,27895549726,3176248439,2956834243,2172520940,1470574151,12878347384,27884817338,12907622301,27894017273,12905832686,7443414814,2893615,1201932901,6638227,107860749,12872837413,27884302229,1097122,8923524208,13970,1099118,8922592785,13632,12928522500,27922308781,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
214-lib1-t4-k512-r2c2-u--b32,ok,ok,1,4,512,2,2,-,32,135137245,142292550,7.196,32768000000,13164576077,25831565268,436702482,954560,111097116,7190491,38084914,2135514189,1203084878,13181184277,25831917374,8301808711,244182528,13175647686,25830906955,245045677,2897492,13137194872,25827844724,146622,2666922,146622,13122890355,25829427142,147752713,56937533,30288618,13177188089,25829992406,3672230397,3140978345,2051598174,1317604102,13190109673,25830542158,13201680787,25826374404,13199815989,7472544684,954560,436702482,7190491,111097116,13164576077,25831565268,1114315,8785099178,14877,1115798,8779928045,13489,13071998360,25827170439,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
215-lib1-t4-k512-r2c2-u--b64,ok,ok,1,4,512,2,2,-,64,114379589,114617287,8.934,32768000000,10256616719,19499833835,481170880,1601820,104697836,6633421,22164354,1598123765,876818317,10270090757,19502042673,3576775480,168051410,10260944447,19497603565,170231159,4007845,10274236187,19503356940,199167,3376684,199167,11066023709,19485232860,282728489,94643982,44305059,10291991281,19498690180,2043195734,2421791447,1622372086,813184456,10265745453,19502501002,10287785900,19501110331,10286433312,5891415867,1601820,481170880,6633421,104697836,10256616719,19499833835,1122448,3899723008,13337,1124007,3893909759,11579,10325502160,19528970718,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
216-lib1-t4-k512-r2c2-u--b128,ok,ok,1,4,512,2,2,-,128,97829717,98321940,10.415,32768000000,9689318409,17483026577,408377204,728239,109364819,6667050,23430001,2585018974,1459938768,9663937624,17479521180,3014171674,293347865,9692650308,17484786422,295642201,4240090,9675173829,17483549845,330401,3575088,330401,9658598486,17477813616,405758011,80963210,40715381,9657429059,17486215954,1793198947,2265369372,1576664046,721707147,9694691763,17483747239,9674369452,17485480646,9673195997,5519790994,728239,408377204,6667050,109364819,9689318409,17483026577,1115229,3573313317,12054,1117595,3571548706,10208,9637394398,17490645219,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
217-lib1-t4-k512-r2c4-u--b16,ok,ok,1,4,512,2,4,-,16,145101876,145891345,7.019,32768000000,13005184420,25152620019,428705862,687093,144306286,6102545,11555912,1687394266,1132742949,12947133313,25152968626,8097939563,212211698,13012730973,25152629684,210116456,2303451,12985554670,25149121037,117898,1990868,117898,13003919204,25150291045,127049270,58058726,32642307,13210604235,25146733889,3716994420,3082592930,2087277872,1363647818,12992750589,25152963388,12972758674,25151792821,12971300013,7724067296,687093,428705862,6102545,144306286,13005184420,25152620019,1113746,8512013252,14546,1114815,8514231701,12018,12812453788,25139108741,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
218-lib1-t4-k512-r2c4-u--b32,ok,ok,1,4,512,2,4,-,32,133155393,134742061,7.600,32768000000,13081184748,25252935322,478464645,767091,104522275,6480843,21912775,1835267080,1103047509,13047993316,25257649256,7625641710,219788970,13051896181,25256959007,223453873,2602920,13055996007,25260191744,184828,2266311,184828,13059363957,25254449253,174961915,56410432,28666820,13065856626,25257081304,3636903305,3095050515,2057565549,1419396162,13050759811,25252050033,13067358411,25255118553,13065528281,7374874708,767091,478464645,6480843,104522275,13081184748,25252935322,1116351,8024751730,14402,1115887,8036808646,13164,13014530333,25218171561,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
219-lib1-t4-k512-r2c4-u--b64,ok,ok,1,4,512,2,4,-,64,110631617,110890374,9.234,32768000000,9902772726,18503349883,499134607,648190,104212061,6244087,16896870,1529096977,1006027217,9920029639,18501807293,3043552814,178375430,9938518619,18499324409,177002975,2415276,9921195864,18504334087,176651,2231865,176651,9951665824,18502066212,263416949,59189234,28535889,9919445235,18503040193,2088476610,2546998426,1635357716,752362985,9931047331,18501106840,9927140268,18502643857,9925936546,5795163850,648190,499134607,6244087,104212061,9902772726,18503349883,1132231,3363507926,13352,1133927,3363660380,12026,9940424752,18498290152,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
220-lib1-t4-k512-r2c4-u--b128,ok,ok,1,4,512,2,4,-,128,100802985,101219967,10.117,32768000000,9423261274,16535426352,413720278,694108,103413388,6311020,18064504,1751967417,1158876362,9146004202,16539754734,2737333673,204816342,9108953456,16537194930,212379904,2317240,9103719651,16538145422,166109,2018669,166109,9111053671,16537770150,341912300,55543411,30632449,9078335992,16537579134,1696352578,2242069509,1652485907,675607769,9144975338,16538888065,9112648190,16536465211,9111529206,5257330400,694108,413720278,6311020,103413388,9423261274,16535426352,1121077,3107257028,13497,1122001,3106894298,12598,9099757379,16543507318,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
221-lib1-t4-k512-r4c2-u--b16,ok,ok,1,4,512,4,2,-,16,130655377,131404959,7.793,32768000000,12800448075,25824295208,1097718903,2849096,111044001,6885611,14074152,1416241594,947982816,12788215201,25828030692,7918858827,175789714,12795228840,25829822740,171824036,1773074,12789178184,25824479004,109682,1537764,109682,12808881513,25829856510,115700433,53366307,26958149,12793172379,25828587173,3591350505,2932126449,2053854528,1344911470,12773365672,25830341141,12826556152,25827041677,12824582313,7200497964,2849096,1097718903,6885611,111044001,12800448075,25824295208,1119918,8260910615,13522,1120353,8260109984,12643,12801235367,25853339410,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
222-lib1-t4-k512-r4c2-u--b32,ok,ok,1,4,512,4,2,-,32,133016609,137234590,7.462,32768000000,12990388333,24877796036,380935291,698920,104149497,6724976,24415253,2011004689,1207521944,12985672555,24878911154,7604069071,251047996,12979640444,24878768999,235333123,2295168,13112855463,24872200636,160386,2031203,160386,12983557171,24876337835,206362603,70449840,34155435,13007152125,24877641042,3681407195,3110341766,2083484581,1353685650,12993831656,24880032188,13162521410,24878169535,13161624856,7404383440,698920,380935291,6724976,104149497,12990388333,24877796036,1115134,8031762606,13857,1116340,8039094279,13613,12925348576,24859471440,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
223-lib1-t4-k512-r4c2-u--b64,ok,ok,1,4,512,4,2,-,64,103232265,110497330,9.267,32768000000,10115692970,19265992343,544666987,3168141,103893385,6384463,16701037,1929677964,1244243050,10134914045,19267681229,2956606666,233759857,10128284190,19265196913,231764348,2366445,10149567300,19265721526,196852,2076592,196852,10144129631,19265191024,352468243,85303514,41812384,10130893322,19263989212,2048211949,2480347246,1718150533,858230892,10156112911,19266481484,10151896225,19267526645,10150604833,5849828204,3168141,544666987,6384463,103893385,10115692970,19265992343,1120489,3371464152,13935,1121913,3369862028,12531,10123197445,19279823853,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
224-lib1-t4-k512-r4c2-u--b128,ok,ok,1,4,512,4,2,-,128,93783675,94073328,10.885,32768000000,9264692094,16851202065,387870546,1254072,104540823,7736891,15458719,2228190933,1420667633,9226259996,16854096563,2619263824,271311125,9236726321,16853440578,263246962,2357155,9228494175,16849985122,243626,2112472,243626,9277175213,16852433589,446430978,73988325,37761970,9208849859,16848077236,1644700908,2190911363,1699712589,724423206,9240521679,16854800844,9244032702,16850526936,9242809411,5246471926,1254072,387870546,7736891,104540823,9264692094,16851202065,1106544,3099921368,13157,1108315,3097616745,11713,9239367078,16862239763,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
225-lib1-t4-k768-r1c1-u--b16,ok,ok,1,4,768,1,1,-,16,179543257,180208400,5.682,32768000000,15840929825,42144320645,1999420525,2870338,104131585,6716192,14055083,791943508,580831396,15870638970,42153020882,18616030607,71482458,15869186511,42149184980,69559550,2720590,15863406299,42149761001,143712,2462315,143712,15835392058,42144427633,194019424,72640132,34458842,15897174925,42140248322,2222693777,2739782022,2475083973,2123736515,15830483570,42144854661,15844052319,42142588530,15841019427,9271534990,2870338,1999420525,6716192,104131585,15840929825,42144320645,1108888,19108503194,15387,1110889,19074221586,13416,15819257571,42210347299,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
226-lib1-t4-k768-r1c1-u--b32,ok,ok,1,4,768,1,1,-,32,173572433,174520121,5.868,32768000000,16749192949,39830450831,1037044763,1329280,104405607,4234406,22014589,748044494,584266820,16830577007,39831338023,18398142728,81434957,16911703214,39835596248,80139704,2001836,16845319616,39830942715,182370,1789528,182370,16786823366,39833071672,147658153,44294216,25168723,16731409951,39829784495,2741135739,3455696377,2587434440,2049023837,16791463217,39828375025,16741495604,39830734978,16738744353,9820242982,1329280,1037044763,4234406,104405607,16749192949,39830450831,264843,18909979203,14676,265459,18895070301,13814,16700495596,39836030353,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
227-lib1-t4-k768-r1c1-u--b64,ok,ok,1,4,768,1,1,-,64,108953669,109930766,9.315,32768000000,10699663591,18200866154,363256320,256083,104328179,6722775,39345858,1056467767,655692963,10663816331,18193943366,4918217563,119015499,10681552850,18196668829,124867891,1313305,10715020161,18203383623,166050,1116705,166050,10648891242,18199690368,170456656,47598227,27250660,10667991261,18195941481,2005274245,2391688254,1621935252,904933721,10687030472,18199607583,11030923301,18192859832,11029373789,6212577301,256083,363256320,6722775,104328179,10699663591,18200866154,270507,5152631514,13270,271527,5151642608,12090,10699656916,18193416130,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
228-lib1-t4-k768-r1c1-u--b128,ok,ok,1,4,768,1,1,-,128,108176588,115974404,8.830,32768000000,10608946551,16512515569,313571937,285890,105255079,6815089,92620475,2599497282,1160501778,10612576573,16512696076,4570995014,210401228,10687525007,16508214394,206970852,9669694,10646830480,16513346080,707047,8667010,707047,10672449912,16509954795,452796499,169075430,62993272,10648595541,16513366173,2162860422,2388699469,1422314419,648013937,10633709000,16510193563,10653587987,16512050828,10652268460,6175615255,285890,313571937,6815089,105255079,10608946551,16512515569,1106625,5016453660,13354,1110109,5007260447,12421,10706374817,16516522420,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
229-lib1-t4-k768-r2c2-u--b16,ok,ok,1,4,768,2,2,-,16,144267506,144578722,7.083,32768000000,12866401950,27889575274,1202618726,4512581,116043870,6126935,15079593,926268549,675542339,12936622148,27891736537,8703553896,108430189,12892587496,27892089042,106224585,1731711,12902472122,27890015216,144663,1514066,144663,12962344969,27891945853,109855206,53505984,26359510,12902498023,27895406111,3187144775,2956767110,2172979913,1474789886,12903790221,27890371382,12888318506,27892613715,12886659272,7614233425,4512581,1202618726,6126935,116043870,12866401950,27889575274,1097446,8935639793,14385,1097100,8930844720,13703,12905529940,27899855356,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
230-lib1-t4-k768-r2c2-u--b32,ok,ok,1,4,768,2,2,-,32,134237727,142655252,7.178,32768000000,13029054084,25829285848,435371944,911324,105577750,8140616,35785941,1648488950,993938567,13080880701,25834078773,8402244678,191883485,13070114702,25832052359,192297721,2086914,13061473304,25834354890,164958,1828854,164958,13038842284,25833744164,124163466,53059593,30057877,13021900574,25833959277,3575977492,3050627559,2049228178,1330853864,13040639275,25834464349,13037177112,25831620518,13035631217,7710787340,911324,435371944,8140616,105577750,13029054084,25829285848,771285,8775874927,14449,772934,8776645792,12995,12989976471,25833466758,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
231-lib1-t4-k768-r2c2-u--b64,ok,ok,1,4,768,2,2,-,64,104731434,104849102,9.766,32768000000,10294941641,19499027762,480340708,739131,105334206,7084710,22791999,1679441179,956991955,10273926866,19501396365,3557249484,177409765,10319329243,19499315638,152354933,3749613,11132130565,19483484584,318099,3521191,318099,10299648761,19500578114,273991704,80687620,37104962,10251182015,19500543267,2047856230,2423759964,1618910008,810980718,10335899760,19498954893,10302944158,19499989694,10301469087,5762734274,739131,480340708,7084710,105334206,10294941641,19499027762,1110014,3893678648,12852,1112459,3888344393,11647,10347087268,19545755355,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
232-lib1-t4-k768-r2c2-u--b128,ok,ok,1,4,768,2,2,-,128,99021972,99454674,10.296,32768000000,9741577782,17489039802,409548297,824594,110209694,6440342,25562049,2707288078,1516983226,9705835824,17484906099,2990664733,304369657,9700426592,17484214155,294997958,4245158,9701305978,17489696599,295772,3732045,295772,9663046381,17484996656,453095393,107544338,48802918,9710821883,17484453691,1797016409,2267849627,1577942656,721006727,9676925418,17484595509,9722468963,17487035157,9721207068,5606462517,824594,409548297,6440342,110209694,9741577782,17489039802,1128907,3574969018,12846,1129681,3575660506,11967,9692045357,17477997044,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
233-lib1-t4-k768-r2c4-u--b16,ok,ok,1,4,768,2,4,-,16,131134360,135255940,7.571,32768000000,12861382313,25157715107,429551835,635761,118131896,7447428,13302600,1590925135,1082811326,12829654698,25152955240,8133107004,195333295,12847062910,25156520190,195934359,1966197,12864542170,25156579759,103693,1681922,103693,12847649409,25152465563,106768164,54686777,31138675,12839973246,25151222848,3552996383,2972812192,2123655718,1405435680,12834704638,25153579027,12837954143,25157018823,12836368676,7516757277,635761,429551835,7447428,118131896,12861382313,25157715107,1161490,8509439024,13990,1161565,8521625714,12827,12810755739,25107967404,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
234-lib1-t4-k768-r2c4-u--b32,ok,ok,1,4,768,2,4,-,32,133068645,135438904,7.561,32768000000,13090798611,25257230520,479011141,1300393,105189855,6820602,31948184,1864182756,1099905686,13102384766,25259950981,7648097499,207853852,13226775992,25256772590,215926986,2606909,13082968299,25258193583,149437,2303400,149437,13061538448,25255521853,184103810,59788307,31368493,13106707610,25258163868,3687073208,3112295599,2056295817,1399658492,13127967486,25257231896,13073420487,25258635789,13071773883,7606058298,1300393,479011141,6820602,105189855,13090798611,25257230520,1109590,8039901779,14759,1110234,8038135358,13581,13015015523,25260473849,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
235-lib1-t4-k768-r2c4-u--b64,ok,ok,1,4,768,2,4,-,64,111358609,111685174,9.169,32768000000,9949960199,18504474814,498841917,1276061,104685662,7058410,18209443,1588141345,1025943510,9958275624,18503639180,3073800572,164405149,10726692328,18499048953,178929916,2579673,9957452561,18503442763,190998,2332415,190998,9963804745,18502151996,283830186,68626994,33006249,9972181926,18506106953,2105576811,2554538135,1635454894,751969985,9951737614,18502188797,9992206219,18501998881,9990715688,5562293293,1276061,498841917,7058410,104685662,9949960199,18504474814,1123150,3364583450,14449,1124236,3365118526,12913,9947605428,18508839590,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
236-lib1-t4-k768-r2c4-u--b128,ok,ok,1,4,768,2,4,-,128,95183830,99399002,10.302,32768000000,9164918439,16538655603,413909540,1848076,103071007,6303952,19237985,1815657215,1181422028,9158571061,16540200308,2730621332,208830287,9127414209,16541494049,210294945,2293156,9133455374,16538556038,212853,2144586,212853,9167990359,16540775055,372921914,67720060,36235084,9154118459,16540508895,1704151983,2242925879,1649050191,679071179,9156697823,16539750896,9180933561,16538446355,9179554469,5134304545,1848076,413909540,6303952,103071007,9164918439,16538655603,1111197,3106051645,13627,1112059,3106930656,12256,9145140192,16531138451,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
237-lib1-t4-k768-r4c2-u--b16,ok,ok,1,4,768,4,2,-,16,142674610,143377538,7.142,32768000000,12737670907,25831218566,1098937683,1742934,104893229,6280175,15301478,1194476494,841695964,12757710407,25829904636,7975455154,144236256,12774772507,25827609692,141118421,1628541,12771705542,25824829873,117562,1412709,117562,12790072388,25833836141,109696708,58604954,30595360,12783130044,25832516217,3561724443,2903060447,2040166605,1341238970,12792302502,25828997927,12771137609,25833090239,12769377392,7308567002,1742934,1098937683,6280175,104893229,12737670907,25831218566,1105602,8245893847,14235,1108286,8239815823,12114,12753322521,25831565184,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
238-lib1-t4-k768-r4c2-u--b32,ok,ok,1,4,768,4,2,-,32,135359450,144126639,7.105,32768000000,13131760218,24875853625,379742344,257985,105229426,6470282,25469965,2101945814,1253812909,13205577090,24876703191,7597593975,252568234,13175333948,24877782434,255361035,1801436,13163215811,24874353653,132268,1555077,132268,13140117589,24876529771,212658958,68733199,36447303,13206174197,24875892269,3848800468,3254829368,2089685183,1290260266,13205930656,24880333465,13146102441,24873540863,13144062027,7424035960,257985,379742344,6470282,105229426,13131760218,24875853625,772461,8048842688,13866,773277,8051020929,12149,13015958368,24866770908,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
239-lib1-t4-k768-r4c2-u--b64,ok,ok,1,4,768,4,2,-,64,103099835,103377280,9.905,32768000000,10177947186,19264517862,543390424,2194622,106461623,8512507,16329787,2065242885,1310346581,10151530197,19267275027,2937299661,247089510,10106758332,19268812320,240302646,2373521,10424817185,19266695458,207208,2153059,207208,10132883120,19269515708,388190705,99115216,46899189,10179025538,19265871553,2042170524,2480572824,1711749875,856800056,10151090657,19266686009,10670208901,19257037376,10668661308,5939454048,2194622,543390424,8512507,106461623,10177947186,19264517862,1117308,3378239976,13802,1119247,3372298598,12610,10147385174,19272668789,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
240-lib1-t4-k768-r4c2-u--b128,ok,ok,1,4,768,4,2,-,128,93404725,98556477,10.390,32768000000,9237404426,16854825605,388278841,1582953,104164546,6179801,16842696,2217969024,1421636455,9231207987,16856789630,2632214599,266322095,9279137621,16854160926,265490330,2349775,9236048242,16856936460,223978,2062298,223978,9233036740,16853486366,482350188,86066989,47068123,9569106912,16851968750,1645615959,2188293279,1707199950,722676092,9241910842,16857286983,9508144871,16856568583,9506971573,5430227007,1582953,388278841,6179801,104164546,9237404426,16854825605,1111127,3098712061,12483,1112974,3098408018,10944,9239391814,16855390560,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
241-lib1-t4-k1024-r1c1-u--b16,ok,ok,1,4,1024,1,1,-,16,163168005,167556800,6.111,32768000000,15679585040,41897722368,1975185676,2075004,103009813,5927300,16188428,506819363,403836449,15757603508,41896130756,18660807715,51151815,15767521631,41902885982,49067389,528162,15671780992,41899662359,52321,435209,52321,15740299805,41900510736,123755920,24665595,13248335,15744684871,41899922936,2181120919,2719585616,2482801128,2145629375,15768553814,41905825480,15750912895,41908517747,15747819663,9164250553,2075004,1975185676,5927300,103009813,15679585040,41897722368,133473,18974306989,14718,134457,18975612962,13915,15755972724,41895770522,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
