tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cpu_core_l1d_pend_miss_fb_full_,perf_buffers_pending_cpu_core_l1d_pend_miss_pending_,perf_buffers_pending_cpu_core_l1d_pend_miss_pending_cycles_,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_cache_l1_cpu_core_mem_load_retired_l1_hit_,perf_cache_l1_cpu_core_mem_load_retired_l1_miss_,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l2_cpu_core_mem_load_retired_l2_hit_,perf_cache_l2_cpu_core_mem_load_retired_l2_miss_,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l3_dram_cpu_core_mem_load_l3_miss_retired_local_dram_,perf_cache_l3_dram_cpu_core_mem_load_retired_l3_hit_,perf_cache_l3_dram_cpu_core_mem_load_retired_l3_miss_,perf_cache_l3_dram_cycles,perf_cache_l3_dram_instructions,perf_cache_stalls_cpu_core_cycle_activity_stalls_l1d_miss_,perf_cache_stalls_cpu_core_cycle_activity_stalls_l2_miss_,perf_cache_stalls_cpu_core_cycle_activity_stalls_l3_miss_,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cpu_core_exe_activity_1_ports_util_,perf_execution_ports_cpu_core_exe_activity_2_ports_util_,perf_execution_ports_cpu_core_exe_activity_3_ports_util_,perf_execution_ports_cpu_core_exe_activity_4_ports_util_,perf_execution_ports_cycles,perf_execution_ports_instructions,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cpu_atom_dTLB_load_misses_,perf_tlb_cpu_atom_dTLB_loads_,perf_tlb_cpu_atom_iTLB_load_misses_,perf_tlb_cpu_core_dTLB_load_misses_,perf_tlb_cpu_core_dTLB_loads_,perf_tlb_cpu_core_iTLB_load_misses_,perf_tlb_cycles,perf_tlb_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
001-lib0-t4-k256-r1c1-u1-b-,ok,ok,0,4,256,1,1,1,-,103799601,104097139,9.837,32768000000,10090805387,18238197974,479287326,3515229,103457235,3981554,32597735,767764892,389556276,10155611581,18233631363,3294224032,34222850,10068907523,18241083423,31848072,3026897,10169271668,18233685122,156850,2713952,156850,10109090681,18234195171,158839092,84203042,31823679,10124013148,18235635668,3042242572,3410604487,1608139530,428589995,10109244069,18234352744,10146965612,18232156882,10145608950,5761843156,3515229,479287326,3981554,103457235,10090805387,18238197974,1132652,3373190662,13715,1133626,3372984281,11990,10120421844,18221797330,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
002-lib0-t4-k256-r1c1-u2-b-,ok,ok,0,4,256,1,1,2,-,112175196,112475204,9.104,32768000000,10100786900,18235399718,478344243,2766400,104252405,5158715,31920803,678255209,353994797,10112248442,18233269353,3291260702,33826609,10129226123,18232928579,31026021,2989447,10087693098,18235808209,214052,2627506,214052,10140811164,18232278020,140626377,75995349,27708861,10093250974,18234742177,3044398477,3409215640,1607346980,428540719,10130725793,18232382116,10169942856,18230978607,10168621114,5864228084,2766400,478344243,5158715,104252405,10100786900,18235399718,1130425,3370465867,13850,1132654,3369403950,12476,10137898903,18241316575,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
003-lib0-t4-k256-r1c1-u4-b-,ok,ok,0,4,256,1,1,4,-,103426805,108142468,9.469,32768000000,10083236926,18235266276,478358426,2826492,103909950,4499356,34725389,730596996,376690496,10146784103,18233747196,3292462907,33434517,10106463826,18233498695,30714540,3052244,10110163803,18232221147,174463,2685631,174463,10124373908,18235212262,147084833,79864205,29320311,10109576848,18235619855,3039043260,3409979815,1608821639,428992629,10078715440,18235077867,10085094786,18233117131,10084087574,5995426770,2826492,478358426,4499356,103909950,10083236926,18235266276,1125143,3371488584,13018,1128647,3367516751,11940,10153525316,18247315828,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
004-lib0-t4-k256-r2c2-u1-b-,ok,ok,0,4,256,2,2,1,-,111473386,111805762,9.159,32768000000,9995347677,17390149162,448887649,4072453,103648972,6558933,11923966,610448870,471179369,9994406178,17386140963,1724077685,63750285,9953765036,17389605063,56828720,1254051,9973103267,17388358716,98971,1050780,98971,9981467352,17385347433,142541889,48108617,21508588,9968933852,17387365095,3359594414,3364032299,1308761904,309230561,9980925454,17384178826,9963366861,17385054237,9962202152,5797812526,4072453,448887649,6558933,103648972,9995347677,17390149162,1131783,1807873982,13194,1132136,1808775934,12001,9978265900,17403045091,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
005-lib0-t4-k256-r2c2-u2-b-,ok,ok,0,4,256,2,2,2,-,103944281,108325804,9.453,32768000000,9937613003,16846123969,256070563,1359817,104116097,5524377,11251938,430559377,310730720,9936944551,16846062811,1760981541,30923620,10128366963,16847448353,28545051,1475033,9938099708,16846197502,96680,1308510,96680,9932314311,16844480602,134464197,57381918,25890002,9945209867,16844560818,3356950103,3389117976,1332083614,273739517,9927604755,16844911565,9938742103,16844609394,9937631318,5728856562,1359817,256070563,5524377,104116097,9937613003,16846123969,1131756,1823037763,13058,1134005,1823954650,12458,9956461725,16838962252,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
006-lib0-t4-k256-r2c2-u4-b-,ok,ok,0,4,256,2,2,4,-,101091683,106742432,9.593,32768000000,9841693721,16564670869,160651541,1056505,103656245,4310865,19191685,450336936,307066385,9881351422,16560757971,1753777581,34993650,9903330819,16559549288,32665970,1678469,9862671580,16561153382,122396,1418183,122396,10361869666,16558274778,127320288,66201881,31350865,9888143255,16558404479,3288187242,3454997372,1419787048,244180586,9881571643,16560592756,9878218813,16558325231,9877023773,5744563762,1056505,160651541,4310865,103656245,9841693721,16564670869,1132445,1807074297,13055,1131828,1810271197,11518,9875354337,16533798463,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
007-lib0-t4-k256-r2c4-u1-b-,ok,ok,0,4,256,2,4,1,-,104871605,110125780,9.298,32768000000,10068380863,16977043669,246578939,882335,104628527,6415647,12114509,523193500,441483584,10078968395,16979205851,4225282356,59989834,10086009342,16976684421,57141657,1182166,10072772445,16979473900,88031,989191,88031,10052033850,16977260087,102916400,44020496,22133609,10058958526,16979386063,2822571931,3373479280,1834272354,607092545,10101382694,16976755290,10112425620,16977093695,10110941606,5623533534,882335,246578939,6415647,104628527,10068380863,16977043669,1124464,4294068122,13246,1126216,4290824177,12071,10069758100,16985392967,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
008-lib0-t4-k256-r2c4-u2-b-,ok,ok,0,4,256,2,4,2,-,103321462,107852871,9.494,32768000000,10025644860,16424300202,150593451,1038486,106593078,6109499,11235129,419096361,335983209,10028124058,16423138425,3948689991,39592224,10020034244,16423663236,37670053,1146338,10013182790,16427421909,103490,958817,103490,10066152783,16425276785,101275451,50741039,25319994,10035199919,16425713760,2853157661,3382473318,1824149580,583917666,10044934903,16423776031,10389721558,16433437439,10388671118,6177506404,1038486,150593451,6109499,106593078,10025644860,16424300202,1121058,4003196583,13168,1122588,3997394089,11667,10055743664,16441486908,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
009-lib0-t4-k256-r2c4-u4-b-,ok,ok,0,4,256,2,4,4,-,103494556,109040699,9.391,32768000000,10066160039,17191781534,294809358,920676,104598318,6118020,11954376,580764492,494737692,10083009983,17191399796,4220470862,63065307,10111637452,17195314749,63000931,1032150,10104062618,17197480826,68596,942394,68596,10065452406,17190522947,130728305,51005359,25413984,10114261409,17191287191,2790857781,3347489819,1863962911,644594103,10119951692,17194517889,10086174867,17193871370,10084931297,5878190362,920676,294809358,6118020,104598318,10066160039,17191781534,1128908,4295007082,13378,1126861,4303190934,12206,10143082455,17182283022,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
010-lib0-t4-k256-r4c2-u1-b-,ok,ok,0,4,256,4,2,1,-,110921016,111040124,9.222,32768000000,9910144618,16388063045,239698259,965906,104192657,5749695,12803850,648652638,570340413,9932815261,16391801682,1299121387,73705682,9943709837,16391360942,72567423,1025420,9948314425,16393957440,88078,885914,88078,9998948456,16394690374,133575282,45114538,20019931,10085045446,16395804109,3434121841,3483272526,1316988929,189490485,9937670623,16392293497,9941461781,16391358087,9940274589,5806546702,965906,239698259,5749695,104192657,9910144618,16388063045,1124469,1389898611,13582,1125222,1390404323,11920,9946236514,16396248148,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
011-lib0-t4-k256-r4c2-u2-b-,ok,ok,0,4,256,4,2,2,-,102072163,106840504,9.584,32768000000,9911412565,16089176602,145694757,1098807,104054370,6507595,15150948,509386728,426600190,9976684825,16090738533,1325911860,50926725,9939565652,16088321550,51435675,1090374,9915630275,16084522547,92671,924878,92671,9931614560,16088555453,106531473,51584473,24553670,9902354128,16087597907,3390412941,3519584215,1400886885,209913405,9941683995,16087663559,9947105449,16085414239,9945739372,5634733815,1098807,145694757,6507595,104054370,9911412565,16089176602,1128569,1392824832,14164,1130548,1392649194,12402,9908327084,16095585515,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
012-lib0-t4-k256-r4c2-u4-b-,ok,ok,0,4,256,4,2,4,-,111317717,111521422,9.182,32768000000,9933409480,16900963771,288582365,887004,104705275,6742713,13134620,679815568,592792616,9959156526,16899499153,1299238343,78395264,9953424703,16902032972,78864621,1031800,9969578803,16899970428,82401,894608,82401,9980988328,16897971341,138527979,50649543,24015671,9944339245,16902915013,3416477388,3479666465,1337084196,223423276,10138986958,16908032666,9979306453,16900184102,9978005604,5606947192,887004,288582365,6742713,104705275,9933409480,16900963771,1131910,1390356544,13801,1133393,1390791939,11843,9928794171,16898518537,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
013-lib0-t4-k512-r1c1-u1-b-,ok,ok,0,4,512,1,1,1,-,103800447,110606634,9.258,32768000000,10447725152,17834485975,443372551,7009977,104807013,7511496,34818001,1214793595,589498411,10073377567,17838170436,3048825374,85236245,10116955591,17840379083,82161176,3559492,10113147423,17839312953,239322,3066648,239322,10110361758,17840687401,230104314,77132505,31891728,10092824746,17841132431,3065323423,3381815633,1575649178,427028251,10109391182,17838206101,10553977460,17844781029,10554277553,6282712267,7009977,443372551,7511496,104807013,10447725152,17834485975,1150765,3247443648,15801,1151872,3245513843,15219,10630346839,17855066143,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
014-lib0-t4-k512-r1c1-u2-b-,ok,ok,0,4,512,1,1,2,-,107618786,110160848,9.295,32768000000,10171851110,17838446022,444776022,6910738,111544402,9532353,39749829,1263543471,610210728,10105649620,17839872045,3040495703,89018240,10093329387,17841069902,84795667,3483978,10092047556,17841492005,236085,3114406,236085,10075133790,17837902713,227951475,77219086,32314073,10091299914,17842099299,3068469304,3385298198,1573871074,425549220,10108969264,17839714384,10085300483,17838882743,10084167262,5890392574,6910738,444776022,9532353,111544402,10171851110,17838446022,1136033,3245015062,14568,1136931,3243287011,13243,10096471854,17864558303,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
015-lib0-t4-k512-r1c1-u4-b-,ok,ok,0,4,512,1,1,4,-,112403877,112429201,9.108,32768000000,10065231289,17841347770,445247645,6890619,114246926,5819501,50969360,1337982855,625820609,10145979428,17840698552,3042307149,87904228,10145250926,17840421426,83132021,3693719,10146048114,17841924282,238533,3092241,238533,10081280489,17838095258,247443618,85802046,37563176,10126829001,17841010166,3063402393,3381352080,1576474996,427840280,10093793632,17838349331,10104745001,17838456849,10103216697,5610184440,6890619,445247645,5819501,114246926,10065231289,17841347770,1138277,3235596263,13895,1138929,3238505319,12168,10764668861,17835039964,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
016-lib0-t4-k512-r2c2-u1-b-,ok,ok,0,4,512,2,2,1,-,101792064,107773503,9.501,32768000000,9883046738,17038286494,430784989,2610191,103676903,5898858,9642820,605505324,476875611,9890774457,17036091953,1613770923,59650986,9895052877,17034709265,58205285,1245513,9906499249,17036724646,111905,1136475,111905,9920341610,17036416826,161186869,56348504,25352513,9914812036,17034553874,3393717299,3368446158,1251817896,295627394,9909592660,17035680370,9940760357,17034803892,9939316416,5652308786,2610191,430784989,5898858,103676903,9883046738,17038286494,1125384,1690855912,12331,1126425,1692474644,11419,9940890294,17004264568,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
017-lib0-t4-k512-r2c2-u2-b-,ok,ok,0,4,512,2,2,2,-,110243904,110586556,9.260,32768000000,9836790960,16477166972,237888528,948108,104065330,5649201,11120356,578239052,432852134,9870330673,16475325507,1588498113,53714076,9913440460,16475522812,49682258,1566821,9898727279,16473751699,106015,1329094,106015,9881530131,16477762126,127649793,48476822,20746603,9835137282,16478018013,3401617232,3392615142,1272465096,247270576,9903982932,16475781575,9879632650,16477641934,9878450541,5747514996,948108,237888528,5649201,104065330,9836790960,16477166972,1133041,1700192591,13515,1134089,1699602416,12202,9855139327,16477336417,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
018-lib0-t4-k512-r2c2-u4-b-,ok,ok,0,4,512,2,2,4,-,100412265,101068150,10.132,32768000000,9859738739,16188428501,141183939,477063,106784470,9151572,19259222,588801564,397681918,9789787316,16188643349,1606932863,53856863,9871245148,16186313079,53583554,1710058,9776365394,16191245929,124839,1434913,124839,9925703504,16188517315,128445448,56802361,25521304,9771551052,16190063461,3326713461,3459255203,1361514858,216388092,9855908296,16189956621,9854643500,16189536068,9853088241,5436379615,477063,141183939,9151572,106784470,9859738739,16188428501,1127817,1690097443,13447,1129209,1689384076,11669,9869932383,16217252481,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
019-lib0-t4-k512-r2c4-u1-b-,ok,ok,0,4,512,2,4,1,-,102242196,103763240,9.869,32768000000,9994679439,16634886535,232337659,967065,106837294,9554827,10092509,603251416,517355301,9930709895,16638042711,4105068233,68679004,9986831636,16638690520,68208922,1246848,9960167057,16636881539,99447,1061597,99447,9978641831,16638425070,131015730,43099939,23638583,10764739953,16635292356,2846410237,3376463013,1801143722,581335619,10370350722,16635942466,9943661404,16637793245,9942579367,5866479703,967065,232337659,9554827,106837294,9994679439,16634886535,1116601,4181581586,13950,1115873,4186379649,12455,9969134168,16634524831,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
020-lib0-t4-k512-r2c4-u2-b-,ok,ok,0,4,512,2,4,2,-,110985929,111027444,9.223,32768000000,9929585870,16073085641,136625591,267582,105993846,8411808,10849864,489302624,397517048,9887982742,16073152075,3829236632,50139669,9900284183,16074944856,47436115,1219458,9921984381,16074945671,96795,1014796,96795,9892240846,16074999688,126739446,61612791,30451232,9935121453,16072924221,2869801571,3384932798,1788629363,557796204,9921196051,16073642315,9884990769,16074306285,9883671841,5674920995,267582,136625591,8411808,105993846,9929585870,16073085641,1125874,3891007931,13667,1124366,3897211289,12856,9890079708,16066989659,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
021-lib0-t4-k512-r2c4-u4-b-,ok,ok,0,4,512,2,4,4,-,101773309,105483643,9.708,32768000000,9977541126,16837747359,280151325,749086,105407796,7708315,12791235,675514330,571611682,10012769561,16843268301,4100888577,70171545,9995750661,16839336541,69283016,1246835,9994221096,16842860798,78122,975476,78122,9979139919,16839740911,128062483,51459953,25655694,9964165585,16840637937,2806478471,3348506587,1834621552,619641970,9993879394,16842239366,11321244343,16845472710,11319679648,6446700692,749086,280151325,7708315,105407796,9977541126,16837747359,1119058,4175244723,13003,1120077,4182023502,11551,10003651105,16820906865,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
022-lib0-t4-k512-r4c2-u1-b-,ok,ok,0,4,512,4,2,1,-,100430366,100842766,10.154,32768000000,9874341292,16057356355,230121704,863897,103856642,5748477,13319460,722719356,627300977,9894466266,16058775831,1188568166,85066117,9900414158,16060421310,84523674,1043770,9871553308,16059289569,84755,883211,84755,9896180285,16057100506,144213800,51994054,24891438,9867895012,16058209051,3461953577,3478790535,1267540816,165070003,9881044968,16058112578,9896661130,16058446483,9895356330,5572001145,863897,230121704,5748477,103856642,9874341292,16057356355,1120796,1290798297,14268,1123455,1290153800,12503,9876885265,16045160427,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
023-lib0-t4-k512-r4c2-u2-b-,ok,ok,0,4,512,4,2,2,-,100571654,102524545,9.988,32768000000,9870222846,15759393435,133794857,336737,105276428,8724281,13065550,593950310,494686249,9841705166,15762218502,1203504423,68548904,9859357945,15759202281,67127421,1134350,9851990645,15761086097,108305,939947,108305,9836153760,15759943225,142594416,60174957,29658902,9867329356,15760995884,3419798305,3519281530,1345649473,182659992,9874001364,15762419994,9874675023,15763314586,9873465413,5688334747,336737,133794857,8724281,105276428,9870222846,15759393435,1121950,1291889824,13478,1123413,1291685321,12157,9821177358,15753844946,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
024-lib0-t4-k512-r4c2-u4-b-,ok,ok,0,4,512,4,2,4,-,100957950,107844242,9.495,32768000000,9893837378,16575722458,277927157,721729,104368098,6790353,13238843,745353675,641857156,9891095943,16579165148,1185540791,90347818,9893975057,16574491329,85865721,1106570,9874032864,16575971497,94013,929597,94013,9898301910,16575952959,178639363,59430676,30220864,9944475619,16578077193,3428963451,3463202704,1302968506,202071902,9909287676,16576546942,9879950884,16575793228,9878795391,5706047079,721729,277927157,6790353,104368098,9893837378,16575722458,1119665,1292949020,13747,1119675,1292611509,12567,9939205416,16563684431,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
025-lib0-t4-k768-r1c1-u1-b-,ok,ok,0,4,768,1,1,1,-,102140724,108494698,9.438,32768000000,9994384867,17849966612,444510182,4072478,116771418,6424073,33384822,1196160924,558201393,10047507982,17853032599,3090851284,66712236,10017056452,17854424317,62726564,3491169,10029933343,17851782949,220030,3045399,220030,10035386188,17855851303,189854640,76499567,31968278,10030472802,17855156829,3055654359,3389222086,1567007843,420159852,10050477126,17851327243,10041448515,17849460315,10040145104,5743253897,4072478,444510182,6424073,116771418,9994384867,17849966612,1118840,3240239456,13797,1120087,3240863539,12315,10056493692,17850491957,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
026-lib0-t4-k768-r1c1-u2-b-,ok,ok,0,4,768,1,1,2,-,112107768,112283141,9.120,32768000000,9984279309,17848698333,444159123,3994020,109676224,6022213,27247586,1104940469,524156720,10023843581,17852542772,3092213065,65666964,10080403783,17854440547,63946905,3564118,10037520954,17851421290,350264,2955693,350264,10064364722,17851693828,195751704,80671758,34441870,10030123852,17853358338,3061622428,3390439614,1566651508,420663489,10088420550,17852826212,10390305173,17848652417,10388769665,5821219242,3994020,444159123,6022213,109676224,9984279309,17848698333,1124252,3244897474,12061,1126398,3242133569,10463,10058256870,17858122674,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
027-lib0-t4-k768-r1c1-u4-b-,ok,ok,0,4,768,1,1,4,-,109453587,111670613,9.170,32768000000,10001587199,17850259383,444719584,4055860,104384320,6285234,32458415,1124943185,532854099,10023311820,17850008020,3096183571,63549187,10065484667,17850749141,63483324,3561634,10069320923,17852584003,281469,2979463,281469,10032466418,17852932983,211209567,86006050,38001225,10037948895,17850438831,3055233607,3387780096,1569132625,424067310,10057923290,17850993946,10042501668,17851924602,10041167413,5755285440,4055860,444719584,6285234,104384320,10001587199,17850259383,1122865,3244000168,13721,1124169,3238221153,11945,10064103180,17897596399,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
028-lib0-t4-k768-r2c2-u1-b-,ok,ok,0,4,768,2,2,1,-,110728909,110746942,9.246,32768000000,9912187659,17033968395,429874900,2488681,103753926,6937448,11535386,847669847,665837428,9924330980,17031873886,1580919007,83406292,9899153448,17031842289,80617087,1240873,9899118415,17031289457,115660,1070497,115660,9941812293,17033819879,173595957,55788443,28200892,9915911745,17030810055,3395437929,3445248423,1272689641,266008916,9891212493,17031383764,9921162664,17033958303,9919895712,5708243317,2488681,429874900,6937448,103753926,9912187659,17033968395,1128553,1691798701,13034,1130626,1691808535,11407,9914181147,17014480556,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
029-lib0-t4-k768-r2c2-u2-b-,ok,ok,0,4,768,2,2,2,-,102363268,108759008,9.415,32768000000,9880253935,16484677374,237370459,1196142,105651964,6920772,10851531,568363404,424247038,9866334910,16484501086,1610814539,47968001,9925276926,16484482279,46089697,1576089,9912521183,16485623864,134064,1370147,134064,9920007975,16484333290,145000013,56513187,25553028,9879089475,16485916773,3399193894,3392427639,1274817126,248396747,9891797805,16484662955,9892738743,16484446645,9891598758,5737448053,1196142,237370459,6920772,105651964,9880253935,16484677374,1121988,1710460378,12179,1122944,1711324780,12182,9915094457,16474470352,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
030-lib0-t4-k768-r2c2-u4-b-,ok,ok,0,4,768,2,2,4,-,101528058,108085609,9.474,32768000000,9809528679,16195240055,141496748,486417,106066601,7811854,22710519,597068815,395172300,9830349034,16195014691,1622835850,45343925,9834013499,16192967487,44076577,1791634,9838588512,16196453309,168296,1497612,168296,9854604862,16191605179,134666501,52050994,27474875,10303978309,16197347441,3320014253,3456233426,1363028756,219325411,9806667418,16193614413,9834002807,16191371780,9832560133,5354143204,486417,141496748,7811854,106066601,9809528679,16195240055,1122545,1696717530,17368,1121270,1697692958,16948,9807948893,16167331163,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
031-lib0-t4-k768-r2c4-u1-b-,ok,ok,0,4,768,2,4,1,-,108031072,110037540,9.306,32768000000,9947720239,16640396041,232584320,799383,105274407,6968409,11171022,687812479,579546660,9971875588,16643046089,4094112009,76622925,9933337566,16640787555,75123929,1183415,9944525640,16641223130,93224,1003480,93224,9952736156,16640447143,155887556,64277706,31910121,10024241763,16643020993,2843508136,3377296780,1800470864,578408095,9982611394,16642807901,9943483752,16644120241,9942269348,5809957347,799383,232584320,6968409,105274407,9947720239,16640396041,1110630,4179341086,13101,1112255,4176955903,12058,9994431241,16645229262,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
032-lib0-t4-k768-r2c4-u2-b-,ok,ok,0,4,768,2,4,2,-,110214153,110388946,9.276,32768000000,9876216930,16073245259,137051936,291664,105202361,6760952,10896033,537193758,439355411,9876336644,16072161547,3825449017,56496479,9905143794,16073580846,53963964,1187801,9923979473,16071637395,110082,1057565,110082,9909295782,16074118032,107311439,52651770,26060049,9891526601,16072479161,2865450698,3383170208,1791392873,560049054,9920230226,16071872890,9906428746,16073081582,9905073799,5633303214,291664,137051936,6760952,105202361,9876216930,16073245259,1115757,3895188165,14094,1116945,3897374884,12933,9889597313,16058349979,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
033-lib0-t4-k768-r2c4-u4-b-,ok,ok,0,4,768,2,4,4,-,101299679,101870031,10.052,32768000000,9969723450,16842078870,280706467,619019,105410275,7263170,12204379,701676112,594364056,9980538737,16845107801,4093375616,79313482,9957756886,16843981535,76651683,1126603,9971726095,16846446647,77186,964521,77186,9969052006,16843301254,134559014,49532092,24601494,9977443930,16844544224,2801726565,3346693321,1833972376,617865996,9971724493,16842861034,9945803919,16841732315,9944708944,5840321571,619019,280706467,7263170,105410275,9969723450,16842078870,1123724,4183081471,12608,1124186,4183586369,10467,10003408440,16841603594,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
034-lib0-t4-k768-r4c2-u1-b-,ok,ok,0,4,768,4,2,1,-,110583975,110607100,9.258,32768000000,9877459728,16049520306,230163138,391212,105155596,7679067,13940371,855794500,748802257,9873695013,16049756917,1201503144,80941542,9837039120,16055316422,96002631,1059717,9867474618,16049950071,83578,912078,83578,9862644687,16050116165,238583733,99691687,52923434,9983303919,16048657843,3466510825,3476520767,1258351192,163932423,9899044073,16048095001,9865749116,16049951334,9864560642,5670647854,391212,230163138,7679067,105155596,9877459728,16049520306,1128580,1293180643,12477,1130093,1293299922,11875,9873601521,16055933159,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
035-lib0-t4-k768-r4c2-u2-b-,ok,ok,0,4,768,4,2,2,-,110310462,110469708,9.270,32768000000,9823561570,15767967040,134741249,320652,104409991,5522685,12636635,626026169,530248958,9824837196,15765909795,1197621848,75115627,9887059629,15768144344,69988666,1079718,9878625166,15768284883,115182,922505,115182,9891263281,15764706213,146952755,60329846,29592752,9855177976,15766949187,3410171686,3517221969,1352530078,183877508,9831775467,15766020371,9882693939,15765559337,9881114821,5468571078,320652,134741249,5522685,104409991,9823561570,15767967040,1133362,1290825648,13903,1131380,1291655771,12776,9864260513,15767988330,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
036-lib0-t4-k768-r4c2-u4-b-,ok,ok,0,4,768,4,2,4,-,100723349,101091266,10.129,32768000000,9866055639,16582092725,278406027,373273,104350365,6069419,13995106,859354142,744659497,9897911545,16579870376,1177252851,98499637,9904978602,16582735836,97550735,1053762,9893276518,16578600645,99318,913371,99318,9906424876,16579599331,195719456,65446870,33128557,9917987739,16580756340,3432025804,3462053397,1298038665,201445494,9911981358,16581846492,9952323617,16583309883,9950972639,5643709294,373273,278406027,6069419,104350365,9866055639,16582092725,1139398,1291662412,13147,1139289,1293103380,11508,9888392606,16586309437,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
037-lib0-t4-k1024-r1c1-u1-b-,ok,ok,0,4,1024,1,1,1,-,106106098,108717546,9.419,32768000000,9777071908,17638690615,427467891,3773130,117756208,6105962,30088700,650841517,355323744,9804022069,17637756186,3088416501,41843466,9811257374,17641130761,41383321,555939,9784710746,17640493761,122120,357245,122120,9810180180,17639577015,113605305,29413196,17852718,9785533207,17638080950,3018893979,3387795296,1554820384,443653833,9806917492,17639225493,9802058934,17638516811,9800764602,5584258936,3773130,427467891,6105962,117756208,9777071908,17638690615,106726,3176547316,13445,107762,3176739353,11596,9820124695,17644090606,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
