tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_buffers_store_cycles,perf_buffers_store_instructions,perf_buffers_store_offcore_requests_buffer_sq_full,perf_buffers_store_offcore_requests_outstanding_cycles_with_data_rd,perf_buffers_store_offcore_requests_outstanding_demand_data_rd_ge_6,perf_buffers_store_resource_stalls_sb,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l1_mem_load_retired_l1_hit,perf_cache_l1_mem_load_retired_l1_miss,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l2_mem_load_retired_l2_hit,perf_cache_l2_mem_load_retired_l2_miss,perf_cache_l3_dram_cycles,perf_cache_l3_dram_instructions,perf_cache_l3_dram_mem_load_l3_miss_retired_local_dram,perf_cache_l3_dram_mem_load_retired_l3_hit,perf_cache_l3_dram_mem_load_retired_l3_miss,perf_cache_stalls_cycle_activity_stalls_l1d_miss,perf_cache_stalls_cycle_activity_stalls_l2_miss,perf_cache_stalls_cycle_activity_stalls_l3_miss,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cycles,perf_execution_ports_exe_activity_1_ports_util,perf_execution_ports_exe_activity_2_ports_util,perf_execution_ports_exe_activity_3_ports_util,perf_execution_ports_exe_activity_4_ports_util,perf_execution_ports_instructions,perf_execution_uops_cycles,perf_execution_uops_instructions,perf_execution_uops_resource_stalls_any,perf_execution_uops_uops_executed_thread,perf_execution_uops_uops_issued_any,perf_execution_uops_uops_retired_retire_slots,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_frontend_cycles,perf_frontend_idq_uops_not_delivered_core,perf_frontend_idq_uops_not_delivered_cycles_0_uops_deliv_core,perf_frontend_idq_uops_not_delivered_cycles_le_1_uop_deliv_core,perf_frontend_instructions,perf_power_rapl_cycles,perf_power_rapl_instructions,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cycles,perf_tlb_dTLB_load_misses,perf_tlb_dTLB_loads,perf_tlb_iTLB_load_misses,perf_tlb_iTLB_loads,perf_tlb_instructions,perf_uncore_numa_cycles,perf_uncore_numa_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
115-lib0-t16-k512-r2c4-u1-b-,ok,ok,0,16,512,2,4,1,-,20063357,20104596,50.934,32768000000,4415927541,8971380109,179690306,978411,52616808,1921439,4416168752,8946020869,1079826,1580917286,1216645144,4409999894,8946920866,19003159,597174781,730060,10176431,4400141608,8937024384,581441639,128864293,4380583188,8933780898,128567919,1250880,4410560794,8942794913,79632,1141994,79711,103308640,54820507,13598700,4393152850,8938552238,4432495637,300476099,2774145871,187934253,489901758,8965541014,4421883039,8968787610,1372336825,8972693450,9025165172,8944680803,4423955821,8945587030,4424330019,4081453627,4398023210,240301949,41962149,50648385,8938225345,4411659006,8942661263,978411,179690306,1921439,52616808,4415927541,8971380109,4399885851,560828,724583033,35316,25905,8919706207,4418604518,8940971656,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
116-lib0-t16-k512-r2c4-u2-b-,ok,ok,0,16,512,2,4,2,-,19701209,19753349,51.839,32768000000,4384768944,8515174675,132155546,793491,52721419,1983572,4350535354,8508418148,1743525,1327938073,732868747,4385207199,8523445862,28168783,618025980,4660140,10053839,4369395977,8514068858,610227855,102334903,4390101078,8520021227,102308150,1493602,4357856426,8514619064,82667,1346042,82738,102934655,59810553,15743830,4390912673,8523000899,4374552925,242144388,2908774295,333046209,271118558,8506407689,4389297622,8510645062,1424727388,8623894256,8635384745,8588488318,4379247427,8516584685,4379677012,4041960431,4371879963,250203060,43826791,52542531,8512694701,4374769205,8514419184,793491,132155546,1983572,52721419,4384768944,8515174675,4387705540,532345,721652094,38512,22036,8549756085,4357783814,8511794592,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
117-lib0-t16-k512-r2c4-u4-b-,ok,ok,0,16,512,2,4,4,-,19977646,20081715,50.992,32768000000,4423624647,8639440133,202818611,733678,52793782,2103818,4397567694,8626291169,1117427,1565736295,1206922748,4417821444,8683586057,27007001,617712824,852585,9832373,4382780350,8626812530,584725401,124203399,4379252198,8625981653,126286546,1327130,4392885602,8633221617,77264,1221792,77339,99946872,56100154,13991099,4406445574,8638410440,4397473294,299309499,2951769133,189138611,320121369,8656688554,4405195283,8642111963,1427880794,8606148821,8673975198,8608361770,4384152372,8626485639,4384506081,4064109017,4410115178,246776346,42629540,51925655,8632710253,4387151862,8627646325,733678,202818611,2103818,52793782,4423624647,8639440133,4422886194,599862,715638500,31822,24100,8637980220,4428406567,8620433916,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
118-lib0-t16-k512-r4c2-u1-b-,ok,ok,0,16,512,4,2,1,-,20050350,20114498,50.909,32768000000,4412922642,8914067148,177181789,509908,52908810,1999303,4409691687,8935727783,1085255,1037615060,852110470,4393862354,8915227028,5242346,836108989,435127,9478511,4407325224,8938435682,633190373,83078316,4408144456,8938696729,74039740,1144944,4432568265,8927655096,102480,1063895,102594,108262753,56776055,12364604,4393866816,8934257193,4396826754,276012696,2781694741,177219470,487958981,8938239666,4382109069,8942205672,1355537298,8978772474,8974104705,8913094274,4396991524,8935399968,4397436127,4057732837,4371705608,225812566,40613388,49523528,8933038779,4390220457,8931809668,509908,177181789,1999303,52908810,4412922642,8914067148,4376157224,528116,721024223,37335,23845,8946655258,4387160717,8933744330,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
119-lib0-t16-k512-r4c2-u2-b-,ok,ok,0,16,512,4,2,2,-,19646860,19704542,51.968,32768000000,4328136033,8493271430,127597520,510621,52801037,1807086,4368117581,8502695160,1245304,820284207,488529490,4371159122,8512280481,4870581,858747582,828283,9726921,4345515662,8500237796,654584887,62212454,4352993942,8501908441,62045472,1498542,4354132902,8501728152,96670,1339737,96761,104123124,62387359,15746365,4342145208,8500232669,4375908142,204969652,2961056815,206797834,362855349,8521119810,4353443155,8494500866,1425187557,8596404501,8608127524,8542541140,4377759624,8511698103,4378238567,4026911516,4370375910,230814867,41317726,50492338,8510376743,4346408468,8501340249,510621,127597520,1807086,52801037,4328136033,8493271430,4357314091,535367,723986217,40515,21808,8506435682,4348024477,8500423107,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
120-lib0-t16-k512-r4c2-u4-b-,ok,ok,0,16,512,4,2,4,-,19890900,19985990,51.236,32768000000,4396057771,8644253457,201910141,1870447,52996177,2065759,4413712746,8621701288,1097751,1013524171,828408977,4372184870,8590839761,5066755,854794964,474894,9681898,4400055601,8618048072,631895516,81281058,4419820252,8624924739,85607870,1195307,4413082908,8621025342,84104,1082913,84204,109613700,58631432,13773644,4394432695,8614405947,4409102169,288193752,2936703152,188960404,317710892,8624727307,4401696445,8612749002,1411894525,8603495310,8674879957,8625633629,4440666941,8631280081,4441231617,4082975787,4388784067,233206538,41535788,50563172,8620804715,4441834539,8631567090,1870447,201910141,2065759,52996177,4396057771,8644253457,4410722005,531369,722961557,35036,20363,8636497455,4413827458,8624199692,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
121-lib0-t16-k768-r1c1-u1-b-,ok,ok,0,16,768,1,1,1,-,20869876,21047616,48.652,32768000000,4643709342,9265033284,291190677,1099020,53024213,1841785,4675960602,9276476078,1668898,3641205363,1387199140,4675097305,9275510430,14722721,495662802,34750921,9475552,4686312394,9275966612,1213040775,156732721,4730982819,9294861100,149723104,6288601,4708150465,9285780012,262965,5898552,263054,210411364,124889289,22061039,4657394691,9279529798,4774865161,529767820,2047709480,922937237,461922136,9264041888,4686224827,9285515049,1428575592,9949810986,10002194391,9898373519,4687104318,9275107131,4687526270,4338919664,4668970434,242803676,42986952,51521722,9272474204,4690614912,9282450282,1099020,291190677,1841785,53024213,4643709342,9265033284,4724646008,648407,1715984758,33644,24066,9284560237,4711659098,9284798453,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
122-lib0-t16-k768-r1c1-u2-b-,ok,ok,0,16,768,1,1,2,-,21348364,21510912,47.604,32768000000,4711630059,9282611581,292682783,1126309,52647121,2043141,4653651236,9265190369,1658977,3647498995,1386688805,4826363520,9312019402,16346662,518924222,35228532,10312103,4634597518,9265724341,1201470800,157802235,4747782528,9297824630,150215276,6233823,4740616849,9288006797,288385,5892881,288438,251718680,140050127,28486274,4760501435,9254048103,4710278545,440621047,2035374577,936066200,477856898,9275174652,4665396336,9304701193,1431660131,9903624139,9970149611,9910714634,4657517288,9267860912,4657939019,4292492181,4707416366,244874277,42985691,51781771,9284531934,4660377607,9270101977,1126309,292682783,2043141,52647121,4711630059,9282611581,4688579835,652176,1710450069,39445,24187,9253062988,4635361495,9261761212,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
123-lib0-t16-k768-r1c1-u4-b-,ok,ok,0,16,768,1,1,4,-,21161513,21339328,47.987,32768000000,4667945312,9283787483,290404778,1122197,52578790,1892611,4691909906,9279608678,1665662,3639335690,1379388488,4712721978,9265124254,15380529,504037314,34922799,10362831,4703773535,9279019600,1219628258,154940526,4657688236,9272763703,150281079,6266831,4730450974,9285335106,286103,5899910,286204,231137462,133902622,24895330,4735561446,9281226532,4671580142,435690518,2033995175,928637841,478912698,9275310978,4692757245,9262820876,1427902221,9997165591,10002141582,9935243944,4708584689,9277205308,4708999210,4344906278,4653888469,230047572,40067598,48463253,9267152947,4692089532,9278647288,1122197,290404778,1892611,52578790,4667945312,9283787483,4687023118,648472,1711534575,35721,23734,9277598714,4729276148,9286133825,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
124-lib0-t16-k768-r2c2-u1-b-,ok,ok,0,16,768,2,2,1,-,20343573,20436802,50.106,32768000000,4495815060,9646861743,278765053,2233023,52761943,1798437,4534683875,9654253084,1144110,1634451016,1139841753,4533788876,9609020160,16747389,598447776,291423,10174152,4474631613,9646451892,640612249,67387777,4526765690,9655577122,67039384,1977698,4540031115,9657960940,100307,1851509,100385,140059255,66853850,14573117,4476708169,9641140114,4527858989,316085465,2489614125,352823806,608654821,9631163265,4520871596,9646929490,1330018307,9607285853,9644345576,9571403222,4507429459,9651219297,4507814754,4186817769,4506705998,252573719,43966126,52926309,9650639580,4554277705,9662562545,2233023,278765053,1798437,52761943,4495815060,9646861743,4563171372,568028,933104808,37986,23566,9664177179,4542313755,9663157987,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
125-lib0-t16-k768-r2c2-u2-b-,ok,ok,0,16,768,2,2,2,-,20200627,20366071,50.280,32768000000,4445212302,9016398824,184246730,695272,52851007,2062857,4417791517,8984396494,1123111,1298703449,694504397,4444448128,8984978161,25656929,574294001,563140,9822095,4437065628,8989274213,824087507,93676069,4425724199,8988803537,90942283,2187778,4431910320,8990639726,124211,2046219,124330,146472912,75596186,16845992,4424215553,8984386578,4424910296,239896133,2747728143,299233557,435547982,9000247762,4424127688,8994893193,1386170765,9037396890,9041284985,8961519281,4452203732,8994317127,4452670859,4110192393,4423198324,253682558,44385644,53136711,8982617745,4420919360,8983969197,695272,184246730,2062857,52851007,4445212302,9016398824,4436126598,499373,926978726,33632,24345,8992237995,4429080150,8988603927,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
126-lib0-t16-k768-r2c2-u4-b-,ok,ok,0,16,768,2,2,4,-,19817907,20057608,51.053,32768000000,4404325813,8662837437,134485597,561105,52553291,2009042,4450300462,8642830019,3585928,2527803258,895833536,4461010910,8642804659,38573909,612607352,14231354,10013862,4445697371,8643193025,719948886,204831584,4434002538,8643741387,202520226,2878482,4512856007,8615229127,228635,2731655,228723,155849806,97143055,22277914,4419210627,8633679804,4456869426,230114483,2878331497,307393711,345923039,8640898837,4450779146,8653251719,1477061713,8740421643,8740303833,8685303772,4420301431,8638843096,4420816953,4064346178,4431777241,250282862,44211929,53136910,8639617694,4432036825,8640388115,561105,134485597,2009042,52553291,4404325813,8662837437,4424703637,444315,929985784,36413,21813,8617956139,4419042475,8632391651,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
127-lib0-t16-k768-r2c4-u1-b-,ok,ok,0,16,768,2,4,1,-,20100519,20197859,50.698,32768000000,4432659139,8941718364,177867386,1505093,52673285,1769470,4437164151,8942237382,1172139,1760261557,1260029010,4415724457,8928161638,38249361,549035877,1017824,9764041,4430154875,8941921781,566079776,144659595,4439994735,8945272645,138186073,1552139,4454393775,8950357554,87297,1442834,87344,126018397,63911073,14647893,4423487982,8936968892,4442766996,315244472,2785048259,179542944,481268884,8931533132,4441264002,8930230787,1392068374,9037168023,9036973191,8948748398,4419816753,8939799519,4420205968,4086922335,4437591245,241345174,42023198,50926816,8947085919,4442487626,8939968691,1505093,177867386,1769470,52673285,4432659139,8941718364,4417744050,577331,722956003,35858,23141,8921502127,4430652737,8943484850,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
128-lib0-t16-k768-r2c4-u2-b-,ok,ok,0,16,768,2,4,2,-,19961002,20042280,51.092,32768000000,4397339380,8513229071,129712159,592384,52904332,1983684,4381170503,8503178644,2281038,1658465703,865805401,4380512698,8493118381,50124189,545770839,5107010,9780370,4385454051,8506070346,582674282,128802639,4399472352,8506353405,126942547,1617974,4369610841,8501488636,92828,1484320,92926,116542861,64406639,16842195,4378026295,8503435578,4406901701,239569346,2876582594,405886392,235051906,8494678012,4384206796,8561328990,1453036638,8606881957,8572075226,8531193000,4360334603,8494625776,4360820368,4053198069,4405672674,248210121,42940453,52005175,8509979333,4395966384,8507932769,592384,129712159,1983684,52904332,4397339380,8513229071,4408423904,527521,721047876,33541,22460,8499250234,4391543160,8507707418,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
129-lib0-t16-k768-r2c4-u4-b-,ok,ok,0,16,768,2,4,4,-,19964197,20111878,50.915,32768000000,4442715094,8641009688,203384394,743372,52731321,2004282,4411896175,8624701807,1186103,1720934873,1251115727,4395107275,8630807172,42909951,547218155,997164,9637633,4444992122,8634371578,570959686,135337121,4410594927,8626936905,137050017,1576180,4422062946,8629185083,84845,1454689,84940,125686427,65908321,14205449,4421400931,8627945043,4403942020,303699298,2957838555,196353121,306416377,8611957846,4451466401,8655300900,1463365356,8606290404,8677451379,8601348402,4437554532,8634806734,4437948627,4116805004,4425839762,247824459,43351437,52226182,8633907330,4423608740,8628090422,743372,203384394,2004282,52731321,4442715094,8641009688,4439108038,576207,719636521,38961,22914,8651283382,4438119187,8630733090,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
130-lib0-t16-k768-r4c2-u1-b-,ok,ok,0,16,768,4,2,1,-,20338095,20375407,50.257,32768000000,4440132494,8937842353,173113128,1246024,52974122,2068047,4455338354,8941964558,1119590,1380780585,1067004909,4464671210,8936581448,7553807,828545352,576391,10281490,4499500010,8933640644,598968267,115719088,4450027031,8939637129,113305464,1294242,4451257970,8937107556,87005,1186935,87104,127343037,63666785,14481149,4466376267,8943666484,4466175822,345081461,2758575412,172128999,498012224,8968847857,4452228651,8946811952,1400491718,8978218470,9001920672,8946009111,4484273792,8945712095,4484723326,4140247688,4460901349,237826707,43337201,52394130,8940596656,4452601215,8940717546,1246024,173113128,2068047,52974122,4440132494,8937842353,4456851949,501145,725232433,36136,23125,8931342899,4459126000,8941527879,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
131-lib0-t16-k768-r4c2-u2-b-,ok,ok,0,16,768,4,2,2,-,19855169,19904690,51.445,32768000000,4395869767,8542531794,132157270,542504,52639643,2043239,4373937671,8503982550,1389134,1349974334,771622052,4389530924,8528233351,5811661,779630167,856796,10555895,4391526281,8507697216,604619087,113310181,4388442297,8512315180,110154381,1583853,4369156137,8500835293,107320,1455409,107431,117269640,70406014,17444961,4381625342,8505808393,4393099106,225677828,2937883241,248702552,334690647,8533531836,4382812604,8490385286,1435021278,8590103508,8610834822,8573694979,4383278683,8507416714,4383682800,4075990304,4385812682,232361627,41661393,50805150,8508490138,4381703376,8508993708,542504,132157270,2043239,52639643,4395869767,8542531794,4377069949,537439,723473198,40112,24556,8537305380,4383665796,8507599921,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
132-lib0-t16-k768-r4c2-u4-b-,ok,ok,0,16,768,4,2,4,-,20121036,20250026,50.568,32768000000,4463369954,8639876443,203481027,575658,52904934,1990245,4478854573,8635157453,1107577,1349548923,1058518489,4485106639,8622179225,7161588,831804191,607752,10037497,4438969411,8616311372,593022360,116704755,4443813773,8621726878,113685298,1371159,4478596893,8630504257,92315,1244975,92369,132900106,67578085,15393494,4466998712,8623183866,4464752994,355033612,2923816391,197320180,312116867,8612233234,4480672174,8625465680,1476218024,8638694107,8653290512,8628405622,4480057728,8630774729,4480482717,4155629077,4457435021,238970567,41164038,50292760,8625594455,4464602022,8624763035,575658,203481027,1990245,52904934,4463369954,8639876443,4479069801,518496,724943867,35086,25924,8622815069,4440313528,8621333346,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
133-lib0-t16-k1024-r1c1-u1-b-,ok,ok,0,16,1024,1,1,1,-,20212537,20634559,49.625,32768000000,4573499260,9104562896,280408416,693453,52202012,2055111,4546409654,9102818800,1933043,3214254057,1343918829,4549445269,9080700584,8616701,487294816,13928156,9616030,4596765059,9114402196,1166305598,95840263,4554340206,9105739437,91510977,4848456,4522794179,9093354585,277630,4466870,277708,172910992,98636065,22764293,4505381228,9089411239,4530157086,386830032,2023457550,866277594,568856817,9091789743,4468901272,9097923649,1325316686,9740123549,9776658206,9712164525,4562234411,9100356592,4562775114,4242180906,4510368527,227434433,42176214,50617016,9096106068,4477282562,9081836343,693453,280408416,2055111,52202012,4573499260,9104562896,4519415480,360604,1662975134,38185,23306,9094391544,4501937549,9083394492,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
134-lib0-t16-k1024-r1c1-u2-b-,ok,ok,0,16,1024,1,1,2,-,20119260,20312835,50.411,32768000000,4484126953,9096489831,273367328,722631,51869864,1618869,4517311703,9094916398,2006116,3199577980,1347155134,4509392791,9073657934,8064253,482705901,13751839,9942570,4458865198,9077801050,1144695373,96469437,4467657752,9079994566,92297045,4738209,4465237516,9083685518,258072,4492720,258152,172464534,98011782,22120760,4523317483,9097931471,4524381859,390616179,2021161373,872851709,565610493,9090284893,4550934860,9087361022,1359952429,9776350521,9784896703,9744214983,4539756095,9101277423,4540160354,4225197737,4488398880,216443954,39789068,48032583,9087524985,4517175394,9098656769,722631,273367328,1618869,51869864,4484126953,9096489831,4519758776,364534,1662335595,36880,21359,9083541165,4551888502,9103397102,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
135-lib0-t16-k1024-r1c1-u4-b-,ok,ok,0,16,1024,1,1,4,-,20175548,20475699,50.011,32768000000,4535245335,9102432917,278521644,694679,52248996,1871352,4503297056,9098431708,2127710,3284584413,1383438968,4526503493,9089511127,8456189,475100376,13398976,10287277,4485321886,9083960743,1149149585,96625715,4558074968,9102304496,91823654,4786681,4492589187,9088622469,249333,4459299,249465,171676018,98236189,23104987,4522054008,9096452579,4549723872,388125225,2021237113,871174201,566304349,9110471501,4544934365,9111796205,1343492567,9760187823,9814679049,9739696381,4556380753,9109674807,4556811892,4195256937,4553049940,224590796,41043046,49661496,9104885005,4549737260,9107079787,694679,278521644,1871352,52248996,4535245335,9102432917,4557783772,367105,1666560023,36757,23983,9092491472,4537848775,9106200760,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
136-lib0-t16-k1024-r2c2-u1-b-,ok,ok,0,16,1024,2,2,1,-,20006024,20205125,50.680,32768000000,4449835759,9509543891,277142542,2006378,52219469,1925785,4411131715,9487473817,1178430,1551908309,1137878870,4454159544,9516917787,9487325,574854595,301099,10223051,4451429916,9496180631,591970439,65322735,4445208580,9499924901,62874859,1740767,4419660161,9486574814,94030,1617262,94140,134143789,73037196,14934907,4432201005,9492004531,4442893099,312601311,2465665187,346057372,605149803,9503609691,4431483275,9475290514,1301520299,9443104245,9473993549,9388577878,4436023754,9492281134,4436437175,4111411933,4414738221,245094963,43057226,51874269,9490816617,4421675822,9494119813,2006378,277142542,1925785,52219469,4449835759,9509543891,4458325045,547657,895217614,37690,21888,9502352305,4424425624,9488416980,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
137-lib0-t16-k1024-r2c2-u2-b-,ok,ok,0,16,1024,2,2,2,-,19620869,19723683,51.917,32768000000,4358904789,8840021873,180630623,498460,52327014,1952197,4336278429,8815086778,1134394,1195627278,677555828,4353334835,8810149041,13640956,584967795,481032,9490081,4372198418,8821572829,792530368,88806674,4337602875,8809808139,91191239,1792823,4361347579,8822753996,115662,1650283,115713,128565245,67288675,15568086,4332148969,8809708635,4362574565,228797854,2735550323,295549677,417644251,8840172661,4364685020,8810776575,1374302227,8832774766,8833110090,8816344844,4328789383,8815517442,4329169200,4007512316,4367628995,243026454,42326965,51264743,8821015941,4354254276,8820271623,498460,180630623,1952197,52327014,4358904789,8840021873,4248095674,371843,878240877,32093,25322,8767520490,4338294254,8817850058,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
138-lib0-t16-k1024-r2c2-u4-b-,ok,ok,0,16,1024,2,2,4,-,19934804,20083496,50.987,32768000000,4402332426,8478560103,129384251,543267,52426165,1928210,4372727039,8486698417,3764159,2680125381,954210335,4387463748,8509900089,26545842,593930881,2748449,9342561,4397027290,8488209856,662062310,226053067,4392896431,8491487511,226269837,2136235,4413717627,8494520756,157491,1949136,157536,157120170,96888697,20772165,4394674410,8488971017,4400110284,272469322,2898070553,151373735,405017947,8497733165,4389007562,8533329210,1449804711,8566033982,8562305014,8509022035,4400751032,8494930584,4401314681,4053194275,4398854259,246064675,44219050,53375035,8503284980,4371563720,8486504095,543267,129384251,1928210,52426165,4402332426,8478560103,4403435214,273989,903484949,40983,23508,8495742013,4370765528,8491214947,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
139-lib0-t16-k1024-r2c4-u1-b-,ok,ok,0,16,1024,2,4,1,-,19555794,19638333,52.143,32768000000,4330246091,8777381385,173812412,1279248,52378104,1946429,4346020920,8794859765,1132949,1728484062,1250662359,4364749072,8800297034,35369325,525115436,2129243,10128590,4324500769,8782418722,530498980,140717516,4344241873,8793732855,136665947,1488090,4326382473,8787534078,85606,1375560,85736,102537122,59903676,15322075,4344987603,8794282856,4349450057,317337027,2746496902,173859797,478627077,8790031914,4352224683,8804298159,1365780317,8826956833,8824897689,8773536198,4336757850,8790979653,4337203851,4002318215,4336011647,247793940,43853840,52513277,8790656784,4357578861,8795557249,1279248,173812412,1946429,52378104,4330246091,8777381385,4354018638,527525,690393245,39973,24149,8796815163,4353682613,8797470291,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
140-lib0-t16-k1024-r2c4-u2-b-,ok,ok,0,16,1024,2,4,2,-,19285792,19387252,52.818,32768000000,4301858716,8382164213,124303546,562426,52079505,1649475,4326278248,8366420353,3567069,1738499433,937964914,4308689027,8357739008,36158160,518737041,2916753,10412790,4312009632,8362896827,543362862,133621160,4318566811,8364702169,125207630,1376856,4324767091,8370035082,87567,1265920,87612,94645584,58348068,15078699,4287973947,8354869681,4320031016,274977479,2855245312,324348774,265649699,8372490326,4337154732,8366690458,1426923694,8445610900,8449600471,8389902992,4302883797,8360273709,4303294013,3985416884,4293820050,243172624,42978762,51382678,8353350853,4305470121,8357449011,562426,124303546,1649475,52079505,4301858716,8382164213,4336548362,463985,692307284,36941,23958,8385448136,4340998864,8371141122,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
141-lib0-t16-k1024-r2c4-u4-b-,ok,ok,0,16,1024,2,4,4,-,19636505,19679959,52.033,32768000000,4353008799,8492060440,199280647,1297082,52216279,1877328,4317306813,8478842482,1146913,1735259715,1250488769,4345883198,8484340992,42274422,533250532,2291145,9467784,4347500621,8482467423,536578239,136889869,4324163237,8478467528,135810665,1571247,4330622767,8477324721,85093,1469635,85191,100810281,61930542,13959371,4330758674,8483512958,4257849435,302842735,2916394958,176396847,310664867,8459306724,4337835571,8481527633,1417950936,8431848479,8519657125,8431317514,4344741500,8483243403,4345180696,4030584934,4380929570,268057072,49585337,58315618,8475232832,4349623376,8484418921,1297082,199280647,1877328,52216279,4353008799,8492060440,4346500472,565619,691353575,44115,22910,8486309139,4365660215,8491945362,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
142-lib0-t16-k1024-r4c2-u1-b-,ok,ok,0,16,1024,4,2,1,-,19844877,19953538,51.319,32768000000,4372006912,8792421319,177107034,1142683,52580827,2051136,4375060321,8798344395,1150539,1588149236,1218600697,4382292578,8793983763,6767863,806863875,629748,9852274,4385285469,8799974817,538429466,141427399,4365848011,8794090857,133837715,1219737,4361791780,8793508390,84432,1105765,84508,104522073,55187443,14076155,4378669037,8799057648,4392589790,356647295,2722220161,190158069,465273962,8806103292,4366248706,8813204573,1369689753,8826191993,8815360782,8779893145,4353743471,8789435103,4354108594,4044251816,4380565442,230815086,41941685,50886481,8801490863,4384557266,8800255824,1142683,177107034,2051136,52580827,4372006912,8792421319,4390607113,459203,694516190,36861,23037,8785745567,4376943591,8798555481,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
143-lib0-t16-k1024-r4c2-u2-b-,ok,ok,0,16,1024,4,2,2,-,19496621,19533091,52.424,32768000000,4290591338,8360261733,126115414,385514,52415462,2034762,4271921366,8355053850,1730915,1658584969,960998701,4291032461,8359340370,6314110,784679177,799200,9719220,4268635526,8355924435,539314996,137139578,4286751699,8360397788,137305531,1127343,4274905398,8359048478,97611,1003249,97710,81489723,53271352,16288098,4277800365,8359353770,4308070594,240023814,2929685833,197813682,356488757,8372003431,4296782341,8379940324,1391557361,8428668272,8425718880,8396604963,4291749209,8363446026,4292188724,3968859569,4271173129,234124346,42862849,51610640,8357208141,4282542604,8356657686,385514,126115414,2034762,52415462,4290591338,8360261733,4280867527,391588,691783406,39517,25260,8349423766,4273648223,8357850719,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
