tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_buffers_store_cycles,perf_buffers_store_instructions,perf_buffers_store_offcore_requests_buffer_sq_full,perf_buffers_store_offcore_requests_outstanding_cycles_with_data_rd,perf_buffers_store_offcore_requests_outstanding_demand_data_rd_ge_6,perf_buffers_store_resource_stalls_sb,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l1_mem_load_retired_l1_hit,perf_cache_l1_mem_load_retired_l1_miss,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l2_mem_load_retired_l2_hit,perf_cache_l2_mem_load_retired_l2_miss,perf_cache_l3_dram_cycles,perf_cache_l3_dram_instructions,perf_cache_l3_dram_mem_load_l3_miss_retired_local_dram,perf_cache_l3_dram_mem_load_retired_l3_hit,perf_cache_l3_dram_mem_load_retired_l3_miss,perf_cache_stalls_cycle_activity_stalls_l1d_miss,perf_cache_stalls_cycle_activity_stalls_l2_miss,perf_cache_stalls_cycle_activity_stalls_l3_miss,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cycles,perf_execution_ports_exe_activity_1_ports_util,perf_execution_ports_exe_activity_2_ports_util,perf_execution_ports_exe_activity_3_ports_util,perf_execution_ports_exe_activity_4_ports_util,perf_execution_ports_instructions,perf_execution_uops_cycles,perf_execution_uops_instructions,perf_execution_uops_resource_stalls_any,perf_execution_uops_uops_executed_thread,perf_execution_uops_uops_issued_any,perf_execution_uops_uops_retired_retire_slots,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_frontend_cycles,perf_frontend_idq_uops_not_delivered_core,perf_frontend_idq_uops_not_delivered_cycles_0_uops_deliv_core,perf_frontend_idq_uops_not_delivered_cycles_le_1_uop_deliv_core,perf_frontend_instructions,perf_power_rapl_cycles,perf_power_rapl_instructions,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cycles,perf_tlb_dTLB_load_misses,perf_tlb_dTLB_loads,perf_tlb_iTLB_load_misses,perf_tlb_iTLB_loads,perf_tlb_instructions,perf_uncore_numa_cycles,perf_uncore_numa_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
001-lib0-t4-k256-r1c1-u1-b-,ok,ok,0,4,256,1,1,1,-,22808784,23143444,44.246,32768000000,5103620575,9628897224,295953247,2084282,198672224,2168983,5127020563,9647364929,3573550,5199609101,1727415183,5106065488,9629470671,106153156,1976647041,80815719,10715817,5076021087,9634924282,1570766595,118825049,5105105137,9638031158,103360990,14240390,5053563250,9633045458,331562,13915029,331657,643694855,336114978,38485981,5219137112,9645090632,5156192679,599819840,2035831154,921730278,544164140,9678840312,5093150445,9620988271,1970983882,10389776550,10375952280,10280105982,5126934567,9645179278,5127481741,4736366914,5083172449,213208433,42241189,48464765,9640815148,5106609716,9645150458,2084282,295953247,2168983,198672224,5103620575,9628897224,5098657523,1570890,1837614387,24965,21944,9612152897,5120903014,9648506332,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
002-lib0-t4-k256-r1c1-u2-b-,ok,ok,0,4,256,1,1,2,-,22986140,23211188,44.117,32768000000,5117168845,9628311497,292420850,2079736,198083084,2701269,5135336512,9646310926,3552466,5060042053,1690706335,5152772014,9648710442,103879561,2016647597,81370614,9582609,5109971660,9641785684,1570132120,121720237,5111307372,9647973339,105095830,14132773,5140891959,9646790337,269621,13801856,269693,643414443,348120205,32626348,5117610683,9643783669,5267017362,707965214,2071220594,909547884,521501321,9651153779,5129875584,9609376700,2011616121,10362913000,10332062588,10308250276,5119532610,9647414888,5120021216,4731575434,5264160302,285388178,59489638,66034314,9650366699,5107950794,9641995867,2079736,292420850,2701269,198083084,5117168845,9628311497,5088201819,1562546,1830846116,30886,20922,9642615443,5111100071,9645848558,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
003-lib0-t4-k256-r1c1-u4-b-,ok,ok,0,4,256,1,1,4,-,22944281,23309523,43.931,32768000000,5135165872,9631688680,296611497,2110780,198462340,3054962,5140113193,9644259484,3478647,5230074316,1733048547,5146169945,9618295539,110506097,2026544969,83692222,9778109,5096186828,9639446489,1567539184,120639139,5139162072,9643970546,105289862,14262311,5135844991,9645878531,302061,13802901,302194,651834536,350251430,31904135,5131968233,9636448626,5145139326,602567261,2043314295,922506817,545521846,9613463919,5109084918,9637424925,2003999409,10346192591,10357093861,10268644015,5143612437,9641868364,5144143800,4760714015,5112370161,219941970,43763778,50007898,9643399132,5094223441,9641559753,2110780,296611497,3054962,198462340,5135165872,9631688680,5109796384,1562858,1829992804,24860,20995,9645617445,5140243000,9648046510,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
004-lib0-t4-k256-r2c2-u1-b-,ok,ok,0,4,256,2,2,1,-,20974382,21046884,48.653,32768000000,4663361121,10163484680,266069384,1324028,196868718,2344717,4683261756,10135290022,1076118,2101385527,1357514152,4691054734,10111022099,40556577,1959013018,427320,11712205,4675733671,10132808609,792372688,63581592,4672638843,10129344044,61027732,4759572,4717449625,10133098460,160185,4498860,160269,345889969,193949841,22726023,4680702958,10134008214,4687285273,427294557,2483498567,374978199,617336266,10121286822,4676229834,10124415474,1630260221,10187430902,10104448939,10063343092,4657354914,10127743729,4657718369,4317792650,4661921572,219725763,41275016,47658116,10131119623,4663538361,10131591239,1324028,266069384,2344717,196868718,4663361121,10163484680,4682916490,2005362,1063451894,24912,19831,10096060046,4679592195,10135860265,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
005-lib0-t4-k256-r2c2-u2-b-,ok,ok,0,4,256,2,2,2,-,20669869,20749817,49.350,32768000000,4603178916,9458914418,171443573,561838,196871506,2428164,4612569463,9457268502,1179762,2136166725,1164793672,4611032121,9484843848,77183652,1959952297,1092817,12404832,4609844599,9457462620,949417003,113392342,4606345904,9455950217,110132203,5576454,4613074762,9456867299,181421,5262604,181528,368783771,209503736,24904830,4598511435,9451433210,4627075434,344395215,2723543071,336047306,426509146,9460317681,4618217104,9479511448,1695869048,9602540745,9521140047,9466586818,4610517524,9459394319,4610929039,4245797518,4602456039,225338579,42122351,48549075,9452329848,4600177867,9454413959,561838,171443573,2428164,196871506,4603178916,9458914418,4617109717,1910143,1071896151,30236,20323,9477749823,4594566639,9456003001,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
006-lib0-t4-k256-r2c2-u4-b-,ok,ok,0,4,256,2,2,4,-,20698061,20924273,48.938,32768000000,4614179173,9139809363,123602380,578579,196189759,2632070,4612550607,9109594615,8760160,3282586146,1178130656,4632996098,9102955456,102280628,1969887697,28988321,12027030,4629971880,9117250435,851704621,202596836,4628491813,9113971009,193710429,8112940,4609147897,9113102176,250009,7749288,250129,368230014,254889057,33057361,4607473744,9109809975,4625997123,339867489,2908656822,220783136,392417303,9117764395,4619380774,9109868849,1776465075,9274138506,9197549068,9140734478,4607045892,9111282654,4607411480,4270448148,4615034461,224681792,42297033,48643689,9112227568,4605244187,9112166524,578579,123602380,2632070,196189759,4614179173,9139809363,4649974391,1466395,1061637884,28626,20212,9121117973,4590397061,9109872992,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
007-lib0-t4-k256-r2c4-u1-b-,ok,ok,0,4,256,2,4,1,-,20558559,20749093,49.352,32768000000,4596621929,9361891722,163070274,576362,197623234,3136273,4589268974,9376106125,1287695,2066246208,1310250937,4576981123,9357469939,234644177,2025509634,7078284,11152135,4575369761,9372335138,715936235,100522252,4566369582,9368839068,95103148,4154093,4564470288,9369313775,126388,3987793,126479,338051418,213334409,24068060,4576155555,9373627026,4579838326,392224063,2776351407,193978066,495342347,9363133383,4594806370,9376598829,1686282704,9509953603,9433850515,9373135765,4554929790,9370438066,4555353308,4203744450,4608458368,226992010,43958664,50448555,9381016212,4551024396,9368038334,576362,163070274,3136273,197623234,4596621929,9361891722,4591059065,2178401,835957179,29548,21665,9387901761,4554227337,9368318150,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
008-lib0-t4-k256-r2c4-u2-b-,ok,ok,0,4,256,2,4,2,-,20651567,20717227,49.427,32768000000,4555891840,8932813706,113117722,566465,197481345,2670678,4569876840,8955545234,2652742,2026267191,1121985621,4572831880,8979426870,241058503,2022191958,9801254,10897244,4542414387,8953895009,722095653,106940092,4539237164,8950008197,101251584,4173397,4558407241,8953406771,169987,3980396,170092,339277493,212793900,25878734,4549055003,8952042656,4556755654,337879232,2859178380,405604226,252851855,8955524043,4576989710,8939503214,1762907534,9104882203,9058425710,9002541994,4556413587,8954412045,4556778883,4216558624,4549941351,223442609,43182081,49307544,8951495758,4554368942,8954023398,566465,113117722,2670678,197481345,4555891840,8932813706,4558649170,1973206,839822695,28733,20876,8975306049,4565336887,8954983090,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
009-lib0-t4-k256-r2c4-u4-b-,ok,ok,0,4,256,2,4,4,-,20703081,20757801,49.331,32768000000,4583362632,9057536876,185937787,568782,196565326,2855965,4588668451,9062146669,1313709,2076813754,1288759264,4607578388,9085163917,232571143,2026966281,7303875,11640420,4574615608,9056008444,706928202,98085791,4573795545,9059372116,95173109,4472455,4572660694,9055607876,124932,4290747,125009,347465483,223545474,24072131,4577453161,9059030677,4581686346,390158661,2927906805,204855235,327174279,9044085697,4591677700,9033057827,1755222876,9160385267,9122151030,9042008139,4808094916,9130390939,4808640190,4475616459,4581330146,221705996,42510469,48849679,9063605884,4589639092,9069562961,568782,185937787,2855965,196565326,4583362632,9057536876,4578965420,2430118,828642594,35999,21824,9033669843,4579923466,9060965386,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
010-lib0-t4-k256-r4c2-u1-b-,ok,ok,0,4,256,4,2,1,-,19904185,20232537,50.612,32768000000,4457580925,9370810600,155632780,573117,197560739,2565593,4445127616,9350796615,1248980,1511776556,1168342303,4438004408,9340927933,7882470,2550109271,410089,11455357,4476809911,9360805504,700192713,112714224,4473200611,9361844430,108339070,3484865,4491339175,9365590001,119667,3347785,119793,228443151,160110710,21108733,4459842052,9359667484,4433799650,383902229,2755857120,211672256,488476086,9357680953,4460669263,9330839748,1566219490,9493390794,9427489001,9357953207,4430303868,9346731270,4430739422,4091589903,4433378893,198648427,38837713,44742363,9343802967,4438212814,9347118385,573117,155632780,2565593,197560739,4457580925,9370810600,4430514141,2252611,820620268,24344,20622,9369061989,4448975844,9352261484,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
011-lib0-t4-k256-r4c2-u2-b-,ok,ok,0,4,256,4,2,2,-,19323400,19677998,52.038,32768000000,4360150424,8888646516,102931554,560476,197918781,2763289,4365198766,8907703987,1816569,1554083376,912067244,4372704853,8917966380,8226699,2458767838,1074559,12702274,4347765648,8902729316,700377176,106702934,4362365637,8905480000,99738987,4046089,4374593301,8903118431,145140,3897524,145256,214940469,156176253,21697616,4367481746,8907186818,4386594103,286973541,2968018125,223773193,374126514,8949608080,4392020944,8908311248,1610447675,9103985864,9018627653,8962774262,4428630445,8928779799,4429098407,4086525577,4384081675,212977540,39518084,45998502,8920743168,4393077526,8916795249,560476,102931554,2763289,197918781,4360150424,8888646516,4424210876,1982245,824977614,28865,19698,8945504307,4407210239,8927454147,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
012-lib0-t4-k256-r4c2-u4-b-,ok,ok,0,4,256,4,2,4,-,19815078,20049443,51.074,32768000000,4441154987,9055504892,173507922,561440,196863718,2642778,4453079063,9037737681,1302873,1541793543,1193192750,4453044091,9005674525,9142558,2609931721,469558,13198363,4448537311,9033909192,693437456,112859035,4451079170,9034868120,108743208,3342953,4463061987,9035641784,118555,3194830,118626,254228075,173381948,22578389,4470116046,9030433946,4486764201,409662431,2921562894,208547883,326881978,9055392430,4447077780,9033566166,1644968371,9074731958,9073560746,9009428535,4484513632,9046923366,4484890848,4137222245,4491376757,209192470,40373712,46986944,9053256833,4438510402,9034210667,561440,173507922,2642778,196863718,4441154987,9055504892,4435318296,2085408,819943375,25211,20117,9030791132,4451974865,9031613874,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
013-lib0-t4-k512-r1c1-u1-b-,ok,ok,0,4,512,1,1,1,-,22127438,22252550,46.017,32768000000,4865231647,9251427810,260969477,1370708,197533100,2970522,4893226313,9241233290,3960418,4983822546,1686786674,4874039146,9223894264,30696514,2086706687,75352664,9780534,4878720165,9236606402,1428968110,96280022,4895291183,9236717687,82300455,13719684,5009383456,9274548553,344891,13142847,344980,570459968,281255938,32274892,4865269919,9241829633,4961709012,568745822,2023210692,864463770,542387593,9260450276,4869159171,9229085504,1875800541,9936546870,9941742617,9846173906,4909773434,9244994328,4910179520,4559461746,4904915110,221306825,44297973,50533569,9241181534,4935245143,9243899199,1370708,260969477,2970522,197533100,4865231647,9251427810,4929793522,1730819,1707752965,24642,19919,9221407723,4894719219,9238837297,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
014-lib0-t4-k512-r1c1-u2-b-,ok,ok,0,4,512,1,1,2,-,21900819,22224394,46.075,32768000000,4858505952,9253008678,261533660,1366011,197474717,2907513,4936650323,9246862873,3950887,5020271994,1693209283,4878430247,9222792433,29750062,2047511802,74938059,10392197,4896219936,9240927657,1430230213,97625364,4891512666,9244925720,82309806,13755357,4889593818,9245288577,335811,13269722,335930,602778231,297628201,34298955,4928610756,9250340247,4904850071,564452109,2025547526,862057643,542722565,9238664284,4893705232,9239733894,1894280020,9909330292,9948687792,9852339982,4854506457,9241015137,4855111580,4486746114,4903692132,212545634,42330304,48462428,9238615435,4896833294,9238159607,1366011,261533660,2907513,197474717,4858505952,9253008678,4898161297,1722290,1707399834,30392,21744,9256085226,4890654370,9249443609,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
015-lib0-t4-k512-r1c1-u4-b-,ok,ok,0,4,512,1,1,4,-,22127025,22328400,45.861,32768000000,4909049944,9236615366,263915123,1374422,198375191,2589653,4897140636,9246513926,3903553,4955530698,1674982021,4888730476,9246578209,30278251,2058128868,75061521,10236351,4899175796,9240812727,1433833257,95508435,4870808263,9236351201,82393513,13672359,4914351576,9243351425,341099,13143451,341182,585029848,287569746,33195149,4897194184,9244545377,4880472961,556908610,2026656674,866023750,545463537,9241891341,4894214710,9244933737,1902002652,9886480862,9937287558,9848974250,4885509956,9242283323,4885975635,4521271296,4840441042,200772013,39851518,45793901,9231001399,4871733401,9244054831,1374422,263915123,2589653,198375191,4909049944,9236615366,4884112018,1725351,1709397323,29910,21721,9246139805,4889192765,9245285517,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
016-lib0-t4-k512-r2c2-u1-b-,ok,ok,0,4,512,2,2,1,-,20243176,20565810,49.791,32768000000,4515770464,9674211652,248076578,1546539,197032000,2498230,4492198562,9680712942,1136504,2021590164,1328794333,4510203335,9650088930,24879347,1971130205,381658,13214220,4513542108,9684058554,663135098,59943710,4502963640,9685351927,54068023,4850877,4482730883,9680562482,120864,4707536,120910,341341284,196208603,21728646,4523675600,9684712610,4506101189,377249931,2444623093,350876576,610584415,9675125998,4489256652,9654643601,1588007996,9687361479,9665335820,9556902532,4492882864,9675449731,4493216834,4178341294,4516732978,209219550,39658281,46100884,9682571900,4509366820,9683506073,1546539,248076578,2498230,197032000,4515770464,9674211652,4501398398,2249148,940671976,30262,19486,9661637037,4484572118,9679557114,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
017-lib0-t4-k512-r2c2-u2-b-,ok,ok,0,4,512,2,2,2,-,19828058,20177186,50.750,32768000000,4417590867,9012367949,154008294,601346,196812466,2724671,4417859607,9012320124,1227518,1935043236,1067844783,4404054791,9032192234,44345959,1955637165,897149,12262798,4367265941,9003556257,831901009,102459816,4374902634,9006042230,96519131,5371283,4401897629,9011979256,166572,5187756,166678,333738663,193536213,23322997,4401029840,9012686976,4423461792,294995844,2697202064,311566045,407400421,9027434097,4417163078,9020927700,1629879504,9061427927,9037551884,8960110566,4401727448,9010533998,4402194173,4065408158,4400255873,203224567,38324459,44650409,9013021478,4362552061,9005131341,601346,154008294,2724671,196812466,4417590867,9012367949,4393341137,1842292,948992662,28015,23725,8999272247,4378489153,9009489817,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
018-lib0-t4-k512-r2c2-u4-b-,ok,ok,0,4,512,2,2,4,-,19887687,20173028,50.761,32768000000,4414418869,8665753930,105206157,195508,196402546,2672003,4395167999,8670364431,7014719,2956172468,1112289464,4428859012,8654985065,80898310,1963334443,28118154,11519773,4474113764,8669658482,748090725,186059381,4405397038,8670383659,176525410,7779796,4434901062,8675109459,256667,7437697,256781,365426045,247577291,37701862,4455145485,8668336106,4433415612,304421319,2862743285,199778839,376594925,8671410875,4436926936,8687022384,1724591438,8763234736,8725114090,8672767109,4437196363,8675002633,4437598223,4094092939,4394652445,231678025,45398377,51619473,8669067858,4399648266,8668073928,195508,105206157,2672003,196402546,4414418869,8665753930,4437186016,1559185,944653619,27647,21195,8689924537,4438058966,8670758801,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
019-lib0-t4-k512-r2c4-u1-b-,ok,ok,0,4,512,2,4,1,-,19936625,20016687,51.157,32768000000,4412820531,8994889157,151525064,853705,197177877,2668775,4388535875,8970011949,1150080,1927582277,1254937856,4413249060,8981376314,194162335,1958478019,7192930,10339107,4387460070,8967252630,617242594,96919365,4427841496,8972040743,94651101,4137640,4405009970,8970657519,136174,3952034,136268,329325355,205258833,25659127,4404089146,8969091059,4420433647,343876722,2750773574,173315303,480066849,8994312752,4434209321,8989642428,1641009843,9059588910,9002261083,8949899322,4412969658,8977586013,4413407512,4074330328,4389919974,217390322,42630904,48868957,8966764762,4412959702,8973522881,853705,151525064,2668775,197177877,4412820531,8994889157,4436715433,2205255,736366286,31075,18689,8974297830,4400719304,8976650456,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
020-lib0-t4-k512-r2c4-u2-b-,ok,ok,0,4,512,2,4,2,-,19538283,19927886,51.385,32768000000,4402402259,8541010432,99129872,201526,197134136,2991316,4394658012,8550420434,2742691,1913236595,1050831418,4375618996,8530662877,226271214,1962080892,9698232,10355986,4363894917,8534742521,622317784,97641690,4374013248,8539730160,94042316,4170801,4456408067,8548440659,178619,3949254,178696,334313563,210375021,29069795,4395686278,8537008290,4379334894,292426811,2820484995,399892942,223163969,8559088494,4374084110,8522869837,1710430826,8607620809,8563099358,8587897143,4372103022,8541752878,4372592689,4034700256,4388408321,208827812,40312073,46489615,8545842804,4379196103,8543377895,201526,99129872,2991316,197134136,4402402259,8541010432,4373495892,1970417,734997213,35272,20271,8538134166,4397583009,8545677734,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
021-lib0-t4-k512-r2c4-u4-b-,ok,ok,0,4,512,2,4,4,-,19680898,19829929,51.639,32768000000,4382634777,8635159992,173327191,1015725,197981193,2652756,4380031568,8652042167,1164607,1929944233,1226062418,4395051959,8656153857,185846412,1951106190,7380121,10454306,4388590223,8651001152,612666190,94972500,4370076909,8652079714,89934710,4329615,4383615810,8654654590,125688,4172770,125757,329858270,210487354,23921151,4390620312,8654589369,4412308699,342287717,2908018784,181285483,305156970,8671974590,4411465406,8652059297,1702215791,8651900700,8670366771,8604385398,4408098383,8654665848,4408769041,4077906458,4382831887,212362589,41453959,47680129,8652439008,4381538372,8654542671,1015725,173327191,2652756,197981193,4382634777,8635159992,4402844051,2342249,728167777,33381,20307,8676360116,4379021566,8653822288,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
022-lib0-t4-k512-r4c2-u1-b-,ok,ok,0,4,512,4,2,1,-,19081636,19216186,53.288,32768000000,4268855524,8936519902,141437132,1011044,197602167,2649024,4262225933,8942057945,1105298,1498768434,1158766429,4308288957,8959811504,8281678,2798748543,446959,10578823,4256431358,8941330853,599828907,110449743,4290112597,8947413889,107347306,3434365,4283926585,8939430649,126497,3308699,126574,244865375,165446693,22754378,4276054428,8943016775,4300408029,341161300,2727040861,183648876,476040822,8936442485,4301984034,8956600912,1523424856,9026108190,8980015823,8937725028,4266785845,8940463565,4267155292,3982068022,4287971942,202588510,39829031,45822904,8947661215,4317180541,8955095639,1011044,141437132,2649024,197602167,4268855524,8936519902,4279089572,2212358,719765645,26174,19298,8918485792,4263012546,8943301450,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
023-lib0-t4-k512-r4c2-u2-b-,ok,ok,0,4,512,4,2,2,-,18724572,19044100,53.770,32768000000,4211691556,8504036058,92688331,181543,197050271,2711538,4200865352,8503541799,1745072,1517933525,909909333,4227581630,8549974678,8152406,2699443322,1046399,11692085,4209318164,8512832985,614416767,97306590,4232136200,8520864062,95668263,4120075,4196231833,8509362813,137576,3959957,137689,208371352,150482706,21269797,4175612749,8508748118,4230849490,244985779,2932688127,203987796,354413478,8511430890,4203833776,8518275125,1570650328,8590955755,8540764198,8498494430,4215343260,8518714367,4215793325,3891223133,4220059123,198676910,38377106,44360147,8516728200,4194598231,8508891158,181543,92688331,2711538,197050271,4211691556,8504036058,4233612287,1975650,722545526,28536,17667,8511978805,4215016341,8517514986,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
024-lib0-t4-k512-r4c2-u4-b-,ok,ok,0,4,512,4,2,4,-,18984798,19382493,52.831,32768000000,4264894598,8624383622,162862388,609490,196937991,2518471,4238885369,8624241822,1222444,1497247473,1157280464,4243537411,8625250196,7372358,2734874202,477736,12092374,4258412803,8628922393,596443541,110632088,4249394702,8627438975,107102562,3097000,4259731723,8624287720,128223,2953027,128327,232031774,154630590,21440772,4256690167,8627770162,4256935044,346055166,2885518350,190978424,306321270,8649888370,4245594302,8642613808,1570363197,8619469374,8640320733,8563524134,4277118413,8639792435,4277618728,3961709151,4258619787,193320237,37703429,43793246,8638031962,4262801132,8635507717,609490,162862388,2518471,196937991,4264894598,8624383622,4285614640,1874549,725083583,31849,20548,8615572682,4292712454,8639985187,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
025-lib0-t4-k768-r1c1-u1-b-,ok,ok,0,4,768,1,1,1,-,22774740,23089618,44.349,32768000000,5054171086,9275157922,264231796,960746,197904734,2823746,5054506156,9253703052,6391765,6706666590,2125129466,5028753409,9244436387,57565645,1780371795,121330776,10928593,5024853061,9252377094,1265000513,158827391,5006363390,9254599211,137778135,22373051,5031079261,9250204969,414353,21684004,414432,683669882,461106166,34233692,4987217397,9253633152,5047240697,590278934,2020265790,832543012,602827367,9287259972,5048717362,9272343191,2025503459,9904010549,9903487865,9860883235,5018888949,9248970077,5019301779,4632061491,5038429745,222362204,42049195,48225811,9252835248,5046547087,9255057568,960746,264231796,2823746,197904734,5054171086,9275157922,5023395561,2369287,1705713889,25901,20169,9246571901,5014545932,9251209791,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
026-lib0-t4-k768-r1c1-u2-b-,ok,ok,0,4,768,1,1,2,-,22564955,22749094,45.013,32768000000,5024979362,9255130490,261869005,946328,198282470,2984881,5045788674,9254730792,6551284,6619959515,2096224741,5045298432,9244543736,58661891,1812319344,123063307,10048634,5051726820,9254752252,1263886685,160066964,5026149719,9252933757,136729074,22401387,4991750812,9251882988,397570,21799652,397667,705986650,471202974,38426597,5020311701,9252732683,5068671767,590529788,2022761674,833980116,606672324,9274608959,5084203442,9274993363,2058612392,9904621697,9926670182,9853548732,5026881592,9255126597,5027308315,4659286920,5057447311,229403474,43708418,49933159,9254714991,5011959603,9251616750,946328,261869005,2984881,198282470,5024979362,9255130490,5033567844,2374468,1709826525,29269,22399,9263796501,5028250055,9256900628,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
027-lib0-t4-k768-r1c1-u4-b-,ok,ok,0,4,768,1,1,4,-,22407901,22765210,44.981,32768000000,5018601105,9281708263,262564857,945949,198178384,2358592,5043367557,9251546455,6571924,6609382472,2095088070,5030723057,9265154442,54423693,1760630180,119579947,10729091,5065360281,9253812631,1265383173,160537060,5131728208,9261951371,140148888,22055724,5041259637,9253684297,442702,21609062,442819,698460677,467836420,39624564,4998363437,9246518091,5042547323,594443776,2019674450,831760624,604344051,9263414385,5049618753,9258384300,2048296274,9908949286,9918580145,9852682291,5047464207,9254204218,5047920219,4652183247,5048213220,228578072,43446941,49721125,9255324717,5058299332,9252807790,945949,262564857,2358592,198178384,5018601105,9281708263,5057311401,2431365,1709957364,29466,22421,9243445102,5028275560,9256184231,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
028-lib0-t4-k768-r2c2-u1-b-,ok,ok,0,4,768,2,2,1,-,20594320,20863648,49.081,32768000000,4562299128,9674402776,248927709,3142829,196364838,2471207,4570524847,9678062845,1152081,2472684161,1548257102,4583746495,9700766712,34268642,1871345121,381810,13335283,4574073714,9670600476,600799299,71034774,4574020374,9676483681,67596934,6028175,4597958277,9677097232,139704,5831100,139793,365939843,206136156,22263467,4582417481,9675493836,4626479365,478907773,2425234000,360014812,598212729,9684256210,4586832006,9676899667,1642644053,9648641008,9668503681,9512001932,4635895992,9667584417,4636230072,4289950246,4578350203,255973634,50814592,57380961,9665285638,4605540597,9675247342,3142829,248927709,2471207,196364838,4562299128,9674402776,5874645902,2156778,1093454061,76501,44289,10184354971,4746687089,9678389578,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
029-lib0-t4-k768-r2c2-u2-b-,ok,ok,0,4,768,2,2,2,-,20163085,20345297,50.331,32768000000,4476452175,9019478482,150690208,673406,196521858,2477550,4560739960,9020017674,2170620,2374160964,1243982782,4480137714,9006506049,62406591,1889073796,1177381,11254721,4479200908,9013764241,807936993,114658123,4473114303,9019849804,107722978,6856292,4466315915,9017675272,182708,6581031,182812,398636924,236973479,25886247,4488158595,9019959572,4474564423,322145463,2682364379,308043677,413822236,9037344423,4474261287,9004744563,1685810216,9067774390,9046925053,8998033442,4449222643,9012510004,4449741529,4096212754,4452416499,208662056,39511059,45767031,9018724421,4458703667,9014996894,673406,150690208,2477550,196521858,4476452175,9019478482,4451277845,1903770,936188330,28601,20660,9004188701,4436749945,9010425638,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
